record_id,vendor_id,project_id,contract_id,metric_type,prediction_date,forecast_date,prediction_horizon,historical_period_months,predicted_score,confidence_level,risk_probability,risk_category,on_time_delivery_prob,quality_compliance_prob,cost_overrun_prob,model_name,model_accuracy,top_features,recommendation,actual_outcome,prediction_accuracy,data_quality_score,num_data_points,last_updated
PRED00085,VEN01819,PROJ00474,CONT00197,Schedule Forecast,2026-01-07,2026-04-07,3 Months,24,84.39,74.5,0.0,Very Low,1.1157,0.722,0.1676,Ensemble Model,0.8006,"Payment History, Past Performance, Resource Availability, Seasonal Factors, Team Experience",Continue as planned,,,0.8035,2966,2026-01-02 04:24:47
PRED00086,VEN01332,PROJ01063,,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,41.1,82.01,0.2181,Low,0.5637,0.8603,0.111,XGBoost,0.8984,"Seasonal Factors, Team Experience, Project Complexity, Market Conditions, Delivery Record",Continue as planned,As Predicted,0.9448,0.873,4081,2025-12-31 04:24:47
PRED00087,VEN01212,PROJ01565,,Delivery Prediction,2026-01-07,2027-01-07,12 Months,12,59.21,69.54,0.2855,Low,0.831,0.6781,0.4072,Ensemble Model,0.9284,"Project Complexity, Past Performance, Resource Availability, Team Experience, Quality Score",Standard monitoring,,,0.9551,548,2026-01-01 04:24:47
PRED00088,VEN00437,PROJ00478,,Contract Risk,2026-01-07,2027-01-07,12 Months,3,10.09,89.78,0.8991,Critical,0.7361,0.7011,0.2101,XGBoost,0.7739,"Project Complexity, Contract Value, Technology Used, Payment History, Past Performance",Escalate to management,,,0.8932,3871,2026-01-07 04:24:47
PRED00089,VEN01586,PROJ00995,CONT01336,Schedule Forecast,2026-01-07,2026-02-06,1 Month,24,88.47,79.69,0.0,Very Low,1.0854,0.687,0.1203,Random Forest Classifier,0.7831,"Delivery Record, Market Conditions, Vendor Rating, Past Performance, Resource Availability",Continue as planned,Better than Expected,0.8737,0.8122,2495,2026-01-05 04:24:47
PRED00090,VEN00612,PROJ00553,CONT00500,Budget Forecast,2026-01-07,2026-07-06,6 Months,12,84.24,82.22,0.0788,Very Low,0.6985,0.7336,0.0,LSTM,0.8533,"Delivery Record, Project Complexity, Quality Score, Resource Availability, Contract Value",Continue as planned,,,0.8536,1351,2026-01-07 04:24:47
PRED00091,VEN01273,PROJ01124,CONT01986,Vendor Performance,2026-01-07,2026-04-07,3 Months,12,78.24,86.05,0.2176,Low,0.6039,0.9729,0.0846,XGBoost,0.8858,"Quality Score, Market Conditions, Payment History, Seasonal Factors, Delivery Record",Standard monitoring,,,0.9119,4462,2026-01-06 04:24:47
PRED00092,VEN01689,PROJ00540,,Budget Forecast,2026-01-07,2026-02-06,1 Month,12,98.22,90.75,0.0089,Very Low,0.7908,0.926,0.0,Neural Network,0.9231,"Team Experience, Delivery Record, Quality Score, Resource Availability, Payment History",Continue as planned,,,0.7901,1008,2026-01-01 04:24:47
PRED00093,VEN01323,PROJ00648,CONT01223,Schedule Forecast,2026-01-07,2026-02-06,1 Month,3,85.55,85.92,0.0,Very Low,1.107,0.8833,0.1314,Ensemble Model,0.7273,"Technology Used, Team Experience, Market Conditions, Past Performance, Quality Score",No action required,,,0.8813,2137,2026-01-03 04:24:47
PRED00094,VEN01953,PROJ00634,CONT00012,Vendor Performance,2026-01-07,2026-02-06,1 Month,3,88.92,66.12,0.1108,Very Low,0.7025,0.7861,0.3472,Neural Network,0.8571,"Quality Score, Market Conditions, Project Complexity, Payment History, Resource Availability",Standard monitoring,,,0.8434,2360,2026-01-05 04:24:47
PRED00095,VEN01761,,CONT00648,Compliance Risk,2026-01-07,2027-01-07,12 Months,3,53.49,72.23,0.1198,Very Low,0.7412,0.7428,0.1093,XGBoost,0.7447,"Team Experience, Contract Value, Quality Score, Delivery Record, Vendor Rating",No action required,,,0.7638,1012,2026-01-02 04:24:47
PRED00096,VEN01160,PROJ00047,CONT00223,Delivery Prediction,2026-01-07,2026-02-06,1 Month,24,86.46,88.45,0.1353,Very Low,0.7492,0.6699,0.2401,Neural Network,0.8258,"Resource Availability, Team Experience, Quality Score, Project Complexity, Contract Value",No action required,,,0.9714,1923,2026-01-05 04:24:47
PRED00097,VEN01435,,CONT00824,Compliance Risk,2026-01-07,2026-02-06,1 Month,6,65.21,89.19,0.1498,Very Low,0.753,0.9078,0.1829,XGBoost,0.8123,"Delivery Record, Team Experience, Market Conditions, Vendor Rating, Payment History",No action required,,,0.9665,4492,2026-01-04 04:24:47
PRED00098,VEN00380,PROJ01583,,Contract Risk,2026-01-07,2026-04-07,3 Months,24,39.38,75.44,0.6062,High,0.7984,0.8042,0.4837,LSTM,0.8511,"Technology Used, Vendor Rating, Seasonal Factors, Resource Availability, Delivery Record",Allocate additional resources,,,0.9476,2502,2026-01-03 04:24:47
PRED00099,VEN00041,PROJ01177,CONT00788,Delivery Prediction,2026-01-07,2026-07-06,6 Months,24,59.85,89.35,0.39,Low,0.7933,0.731,0.3543,Ensemble Model,0.8307,"Market Conditions, Past Performance, Resource Availability, Project Complexity, Seasonal Factors",Standard monitoring,,,0.9049,3960,2026-01-01 04:24:47
PRED00100,VEN01645,,CONT01895,Schedule Forecast,2026-01-07,2027-01-07,12 Months,36,82.59,74.47,0.0,Very Low,1.1289,0.8812,0.2402,XGBoost,0.7419,"Market Conditions, Resource Availability, Contract Value, Quality Score, Vendor Rating",No action required,,,0.8205,3615,2025-12-31 04:24:47
PRED00101,VEN00886,PROJ01947,CONT00118,Contract Risk,2026-01-07,2026-02-06,1 Month,36,74.82,77.3,0.2518,Low,0.6522,0.6759,0.2713,LSTM,0.8627,"Project Complexity, Contract Value, Resource Availability, Quality Score, Seasonal Factors",Continue as planned,,,0.8317,3715,2026-01-02 04:24:47
PRED00102,VEN01178,,CONT01733,Payment Prediction,2026-01-07,2026-04-07,3 Months,36,77.39,86.13,0.3078,Low,0.6139,0.7348,0.1827,Logistic Regression,0.825,"Resource Availability, Contract Value, Payment History, Past Performance, Delivery Record",Standard monitoring,Better than Expected,0.9728,0.7627,3041,2026-01-07 04:24:47
PRED00103,VEN01428,,CONT00578,Quality Prediction,2026-01-07,2026-07-06,6 Months,3,76.88,85.25,0.446,Medium,0.8634,0.7398,0.3805,Gradient Boosting,0.8014,"Team Experience, Project Complexity, Resource Availability, Payment History, Market Conditions",Stakeholder communication,,,0.9185,3928,2026-01-01 04:24:47
PRED00104,VEN01930,PROJ01542,CONT00432,Schedule Forecast,2026-01-07,2026-07-06,6 Months,12,13.2,70.06,0.3215,Low,0.357,0.8943,0.2336,XGBoost,0.9177,"Project Complexity, Past Performance, Resource Availability, Vendor Rating, Seasonal Factors",No action required,,,0.8714,1220,2025-12-31 04:24:47
PRED00105,VEN00797,PROJ01377,CONT01140,Compliance Risk,2026-01-07,2026-02-06,1 Month,36,74.4,74.0,0.5692,Medium,0.6473,0.8968,0.4435,Ensemble Model,0.8087,"Project Complexity, Quality Score, Team Experience, Market Conditions, Past Performance",Preventive action,Better than Expected,0.9386,0.8204,4481,2026-01-05 04:24:47
PRED00106,VEN01314,PROJ01229,CONT01647,Quality Prediction,2026-01-07,2026-04-07,3 Months,12,51.94,89.13,0.4016,Medium,0.7194,0.6787,0.2113,Logistic Regression,0.8291,"Resource Availability, Team Experience, Market Conditions, Payment History, Vendor Rating",Stakeholder communication,,,0.8466,2408,2026-01-06 04:24:47
PRED00107,VEN01201,,,Payment Prediction,2026-01-07,2026-07-06,6 Months,3,85.89,83.11,0.5014,Medium,0.7029,0.6993,0.0933,Logistic Regression,0.8534,"Delivery Record, Quality Score, Seasonal Factors, Resource Availability, Past Performance",Review mitigation plan,,,0.7826,488,2025-12-31 04:24:47
PRED00108,VEN01372,,CONT00403,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,79.57,73.75,0.0,Very Low,1.1513,0.8581,0.2199,Gradient Boosting,0.9029,"Quality Score, Seasonal Factors, Vendor Rating, Payment History, Market Conditions",Continue as planned,,,0.7708,3157,2026-01-02 04:24:47
PRED00109,VEN01859,PROJ00242,,Budget Forecast,2026-01-07,2026-07-06,6 Months,24,56.92,75.67,0.2154,Low,0.6205,0.7267,0.2154,Gradient Boosting,0.8417,"Seasonal Factors, Contract Value, Payment History, Quality Score, Delivery Record",No action required,,,0.9748,1238,2026-01-07 04:24:47
PRED00110,VEN01659,,,Vendor Performance,2026-01-07,2026-07-06,6 Months,36,92.36,94.52,0.0764,Very Low,0.838,0.8633,0.1388,Gradient Boosting,0.8463,"Payment History, Project Complexity, Market Conditions, Team Experience, Resource Availability",Standard monitoring,Slightly Worse,0.7865,0.9794,1352,2026-01-03 04:24:47
PRED00111,VEN00789,,CONT00495,Quality Prediction,2026-01-07,2026-07-06,6 Months,3,80.87,68.21,0.5906,Medium,0.6538,0.7756,0.3724,LSTM,0.8944,"Resource Availability, Seasonal Factors, Project Complexity, Contract Value, Quality Score",Preventive action,,,0.9682,2753,2026-01-02 04:24:47
PRED00112,VEN00406,,CONT01242,Budget Forecast,2026-01-07,2026-07-06,6 Months,12,72.71,86.95,0.1365,Very Low,0.6738,0.8165,0.1365,Logistic Regression,0.9299,"Technology Used, Resource Availability, Team Experience, Project Complexity, Payment History",No action required,,,0.7894,4363,2026-01-01 04:24:47
PRED00113,VEN00907,,CONT00527,Compliance Risk,2026-01-07,2027-01-07,12 Months,36,53.51,74.48,0.3216,Low,0.8115,0.8899,0.1412,Logistic Regression,0.9106,"Quality Score, Delivery Record, Vendor Rating, Payment History, Contract Value",No action required,,,0.8007,4258,2026-01-07 04:24:47
PRED00114,VEN00289,,,Contract Risk,2026-01-07,2026-02-06,1 Month,24,25.55,81.34,0.7445,High,0.5539,0.8327,0.2399,Ensemble Model,0.8715,"Resource Availability, Past Performance, Vendor Rating, Quality Score, Delivery Record",Engage with vendor,,,0.7729,3291,2026-01-04 04:24:47
PRED00115,VEN01640,PROJ00062,,Schedule Forecast,2026-01-07,2026-07-06,6 Months,6,20.95,81.91,0.2928,Low,0.4145,0.6582,0.1455,Neural Network,0.8325,"Delivery Record, Quality Score, Resource Availability, Project Complexity, Contract Value",Continue as planned,,,0.9097,587,2025-12-31 04:24:47
PRED00116,VEN00564,PROJ00189,CONT00924,Delivery Prediction,2026-01-07,2027-01-07,12 Months,3,83.68,89.98,0.1034,Very Low,0.8831,0.8476,0.3391,Ensemble Model,0.9346,"Project Complexity, Resource Availability, Technology Used, Seasonal Factors, Team Experience",No action required,,,0.7692,96,2026-01-06 04:24:47
PRED00117,VEN01353,PROJ00593,CONT00848,Budget Forecast,2026-01-07,2026-02-06,1 Month,36,76.84,77.69,0.1158,Very Low,0.8595,0.9373,0.1158,LSTM,0.9172,"Past Performance, Technology Used, Quality Score, Contract Value, Project Complexity",No action required,,,0.8121,4912,2026-01-01 04:24:47
PRED00118,VEN01898,PROJ00351,CONT00642,Contract Risk,2026-01-07,2026-07-06,6 Months,6,62.69,84.44,0.3731,Low,0.8338,0.8486,0.1417,Ensemble Model,0.8426,"Past Performance, Technology Used, Payment History, Delivery Record, Team Experience",Continue as planned,Slightly Worse,0.6606,0.7661,971,2026-01-02 04:24:47
PRED00119,VEN01252,PROJ01832,CONT01665,Payment Prediction,2026-01-07,2026-02-06,1 Month,6,70.24,81.21,0.1953,Very Low,0.8666,0.8915,0.3748,Ensemble Model,0.8288,"Resource Availability, Seasonal Factors, Quality Score, Team Experience, Past Performance",Standard monitoring,,,0.8656,2772,2026-01-01 04:24:47
PRED00120,VEN00307,PROJ00717,,Quality Prediction,2026-01-07,2026-04-07,3 Months,6,63.0,87.03,0.4786,Medium,0.716,0.8955,0.3253,LSTM,0.8301,"Contract Value, Resource Availability, Delivery Record, Payment History, Technology Used",Preventive action,,,0.8648,998,2026-01-03 04:24:47
PRED00121,VEN01151,PROJ01616,,Vendor Performance,2026-01-07,2026-07-06,6 Months,36,41.16,67.27,0.5884,Medium,0.7747,0.9093,0.1656,Logistic Regression,0.7292,"Vendor Rating, Quality Score, Resource Availability, Market Conditions, Team Experience",Stakeholder communication,Better than Expected,0.8852,0.8166,2499,2026-01-03 04:24:47
PRED00122,VEN01530,,CONT00534,Budget Forecast,2026-01-07,2027-01-07,12 Months,24,64.63,75.32,0.1768,Very Low,0.7616,0.875,0.1768,Ensemble Model,0.7296,"Delivery Record, Contract Value, Project Complexity, Resource Availability, Quality Score",Continue as planned,,,0.808,3689,2026-01-07 04:24:47
PRED00123,VEN00601,,,Contract Risk,2026-01-07,2026-07-06,6 Months,6,20.07,88.54,0.7993,Critical,0.6781,0.7146,0.3695,Logistic Regression,0.8637,"Past Performance, Quality Score, Market Conditions, Contract Value, Payment History",Escalate to management,,,0.8827,1312,2026-01-04 04:24:47
PRED00124,VEN01221,PROJ01612,CONT00842,Contract Risk,2026-01-07,2026-02-06,1 Month,12,69.87,87.31,0.3013,Low,0.8134,0.6967,0.1146,Logistic Regression,0.8151,"Contract Value, Resource Availability, Delivery Record, Technology Used, Past Performance",Continue as planned,Better than Expected,0.922,0.7912,2376,2026-01-02 04:24:47
PRED00125,VEN00743,PROJ00211,CONT00877,Compliance Risk,2026-01-07,2027-01-07,12 Months,3,68.21,78.74,0.444,Medium,0.7812,0.6946,0.3862,XGBoost,0.8871,"Payment History, Seasonal Factors, Contract Value, Technology Used, Project Complexity",Regular monitoring,Slightly Worse,0.7989,0.7755,1347,2025-12-31 04:24:47
PRED00126,VEN01950,,CONT00994,Schedule Forecast,2026-01-07,2026-04-07,3 Months,24,15.2,78.35,0.3141,Low,0.3719,0.9127,0.4141,Random Forest Classifier,0.917,"Team Experience, Seasonal Factors, Contract Value, Vendor Rating, Past Performance",Standard monitoring,,,0.9359,2397,2025-12-31 04:24:47
PRED00127,VEN01287,PROJ00801,CONT01736,Vendor Performance,2026-01-07,2026-02-06,1 Month,6,76.91,69.96,0.2309,Low,0.8644,0.9132,0.0713,Gradient Boosting,0.8113,"Technology Used, Past Performance, Market Conditions, Seasonal Factors, Team Experience",Continue as planned,,,0.9395,365,2026-01-06 04:24:47
PRED00128,VEN01741,PROJ01330,,Vendor Performance,2026-01-07,2027-01-07,12 Months,6,65.17,71.79,0.3483,Low,0.7301,0.7612,0.1731,XGBoost,0.7432,"Contract Value, Quality Score, Resource Availability, Team Experience, Technology Used",Standard monitoring,As Predicted,0.9777,0.8433,2894,2026-01-01 04:24:47
PRED00129,VEN01892,PROJ00395,CONT00112,Budget Forecast,2026-01-07,2026-07-06,6 Months,6,51.34,81.39,0.2433,Low,0.7465,0.9315,0.2433,Ensemble Model,0.7333,"Vendor Rating, Technology Used, Delivery Record, Payment History, Seasonal Factors",Continue as planned,As Predicted,0.9003,0.8117,3647,2025-12-31 04:24:47
PRED00130,VEN01679,,CONT01331,Compliance Risk,2026-01-07,2026-02-06,1 Month,36,88.42,81.99,0.2438,Low,0.6352,0.6657,0.0988,Random Forest Classifier,0.8161,"Delivery Record, Market Conditions, Payment History, Team Experience, Seasonal Factors",Continue as planned,Slightly Worse,0.6579,0.7563,97,2026-01-03 04:24:47
PRED00131,VEN00882,,CONT00642,Payment Prediction,2026-01-07,2026-02-06,1 Month,36,75.59,86.76,0.4144,Medium,0.8663,0.7575,0.2891,Ensemble Model,0.8703,"Resource Availability, Delivery Record, Seasonal Factors, Past Performance, Payment History",Stakeholder communication,,,0.8904,467,2026-01-02 04:24:47
PRED00132,VEN01532,PROJ00497,,Compliance Risk,2026-01-07,2026-02-06,1 Month,6,70.52,79.65,0.1118,Very Low,0.8546,0.7691,0.2163,Gradient Boosting,0.721,"Past Performance, Delivery Record, Technology Used, Contract Value, Team Experience",Standard monitoring,,,0.8609,4491,2026-01-07 04:24:47
PRED00133,VEN01110,,CONT00050,Payment Prediction,2026-01-07,2026-04-07,3 Months,36,56.91,75.16,0.1013,Very Low,0.6491,0.7381,0.148,Neural Network,0.8726,"Market Conditions, Delivery Record, Contract Value, Team Experience, Technology Used",Continue as planned,,,0.8258,2121,2025-12-31 04:24:47
PRED00134,VEN00166,,CONT01045,Compliance Risk,2026-01-07,2026-07-06,6 Months,3,80.22,70.69,0.5917,Medium,0.7867,0.8437,0.4046,LSTM,0.7788,"Market Conditions, Past Performance, Delivery Record, Contract Value, Payment History",Regular monitoring,,,0.9726,76,2025-12-31 04:24:47
PRED00135,VEN00529,PROJ00086,CONT01506,Delivery Prediction,2026-01-07,2026-02-06,1 Month,12,67.97,81.28,0.5189,Medium,0.6649,0.8661,0.2549,LSTM,0.8575,"Quality Score, Market Conditions, Seasonal Factors, Payment History, Resource Availability",Preventive action,,,0.9426,1713,2026-01-07 04:24:47
PRED00136,VEN01162,PROJ01382,CONT01743,Schedule Forecast,2026-01-07,2026-02-06,1 Month,24,12.39,76.61,0.3245,Low,0.351,0.7036,0.4245,Logistic Regression,0.7378,"Payment History, Contract Value, Project Complexity, Resource Availability, Seasonal Factors",No action required,Slightly Worse,0.6216,0.8984,4434,2026-01-06 04:24:47
PRED00137,VEN01163,,CONT01185,Quality Prediction,2026-01-07,2026-04-07,3 Months,24,62.49,89.29,0.275,Low,0.808,0.6735,0.1933,LSTM,0.9331,"Technology Used, Seasonal Factors, Payment History, Delivery Record, Quality Score",No action required,Better than Expected,0.8541,0.8749,2668,2026-01-06 04:24:47
PRED00138,VEN01877,,CONT01618,Contract Risk,2026-01-07,2027-01-07,12 Months,36,45.95,79.58,0.5405,Medium,0.6643,0.6685,0.5879,Ensemble Model,0.7302,"Project Complexity, Past Performance, Payment History, Vendor Rating, Technology Used",Preventive action,Slightly Worse,0.7295,0.8952,2010,2026-01-06 04:24:47
PRED00139,VEN01355,PROJ00009,CONT00665,Vendor Performance,2026-01-07,2026-04-07,3 Months,24,40.89,65.17,0.5911,Medium,0.8724,0.7309,0.3423,Logistic Regression,0.9244,"Quality Score, Market Conditions, Payment History, Resource Availability, Past Performance",Review mitigation plan,,,0.8394,1362,2025-12-31 04:24:47
PRED00140,VEN00645,PROJ01037,CONT01951,Payment Prediction,2026-01-07,2026-04-07,3 Months,24,71.15,75.85,0.5855,Medium,0.7457,0.7984,0.392,Ensemble Model,0.8357,"Vendor Rating, Project Complexity, Team Experience, Past Performance, Resource Availability",Regular monitoring,,,0.9333,4807,2026-01-05 04:24:47
PRED00141,VEN00604,PROJ00104,CONT00956,Delivery Prediction,2026-01-07,2026-02-06,1 Month,36,79.08,76.72,0.1522,Very Low,0.769,0.8349,0.4042,LSTM,0.9025,"Quality Score, Project Complexity, Technology Used, Resource Availability, Vendor Rating",No action required,,,0.7656,3520,2026-01-01 04:24:47
PRED00142,VEN00024,,CONT01841,Payment Prediction,2026-01-07,2026-02-06,1 Month,6,70.43,69.03,0.4635,Medium,0.649,0.6981,0.3286,Logistic Regression,0.791,"Past Performance, Quality Score, Market Conditions, Contract Value, Resource Availability",Preventive action,,,0.8157,3788,2025-12-31 04:24:47
PRED00143,VEN00018,,,Vendor Performance,2026-01-07,2026-04-07,3 Months,12,70.73,65.13,0.2927,Low,0.7911,0.9306,0.3598,Neural Network,0.7766,"Market Conditions, Resource Availability, Technology Used, Past Performance, Payment History",No action required,,,0.8086,2657,2026-01-01 04:24:47
PRED00144,VEN01880,PROJ01876,CONT00278,Payment Prediction,2026-01-07,2026-02-06,1 Month,6,54.2,69.55,0.5979,Medium,0.8063,0.7683,0.2363,LSTM,0.8113,"Past Performance, Delivery Record, Seasonal Factors, Resource Availability, Payment History",Preventive action,,,0.8722,4602,2026-01-07 04:24:47
PRED00145,VEN01725,PROJ00912,CONT01889,Delivery Prediction,2026-01-07,2026-04-07,3 Months,24,54.49,77.2,0.5384,Medium,0.7578,0.789,0.1863,Random Forest Classifier,0.7934,"Delivery Record, Resource Availability, Market Conditions, Contract Value, Project Complexity",Review mitigation plan,,,0.7679,1418,2026-01-06 04:24:47
PRED00146,VEN01722,PROJ00693,CONT00282,Quality Prediction,2026-01-07,2027-01-07,12 Months,36,75.3,89.24,0.226,Low,0.6589,0.6811,0.4411,Gradient Boosting,0.8189,"Technology Used, Past Performance, Delivery Record, Resource Availability, Quality Score",Standard monitoring,,,0.8714,164,2025-12-31 04:24:47
PRED00147,VEN01067,,CONT00519,Vendor Performance,2026-01-07,2026-02-06,1 Month,12,64.32,73.83,0.3568,Low,0.9397,0.6958,0.26,LSTM,0.8269,"Team Experience, Delivery Record, Quality Score, Technology Used, Vendor Rating",Standard monitoring,Slightly Worse,0.8135,0.7844,2786,2026-01-01 04:24:47
PRED00148,VEN00824,PROJ01250,,Vendor Performance,2026-01-07,2027-01-07,12 Months,6,47.44,86.56,0.5256,Medium,0.7653,0.7395,0.2017,Random Forest Classifier,0.7418,"Payment History, Contract Value, Project Complexity, Market Conditions, Vendor Rating",Review mitigation plan,As Predicted,0.9224,0.9043,4355,2026-01-04 04:24:47
