invoice_id,vendor_id,vendor_name,contract_id,po_number,invoice_date,due_date,category,description,base_amount,gst_rate,gst_amount,total_amount,tds_rate,tds_amount,discount_amount,late_penalty,net_payable,amount_paid,invoice_status,payment_status,payment_method,payment_date,days_to_payment,days_overdue,approval_date,verified_by,rejection_reason,num_line_items,three_way_match,fraud_risk_score,fraud_flag,outstanding_amount
INV00092,VEN01856,Vendor 1856,CONT00163,PO1782,2025-12-18,2026-02-16,Advance Payment,Material supply and installation,13232063.68,28,3704977.83,16937041.51,10,1323206.37,0,0.0,15613835.14,0.0,Cancelled,Rejected,,,,0,,,None,4,,0.0477,No,15613835.14
INV00093,VEN01309,Vendor 1309,CONT01626,PO8032,2024-04-09,2024-07-08,Milestone Payment,Milestone Payment - As per contract terms,457316.1,28,128048.51,585364.61,10,45731.61,0,105365.63,644998.63,0.0,Submitted,Overdue,,,,548,,,None,12,Matched,0.2096,No,644998.63
INV00094,VEN00854,Vendor 854,CONT00384,,2024-02-26,2024-03-27,Professional Services,Work completion for Professional Services,25414345.83,28,7116016.83,32530362.67,10,2541434.58,0,6831376.16,36820304.24,0.0,Verified,Overdue,,,,651,,Contract Administrator,None,7,,0.2133,No,36820304.24
INV00095,VEN01531,Vendor 1531,CONT00034,PO8840,2025-01-06,2025-02-05,Material Supply,Progress billing - Month 6,345696.98,0,0.0,345696.98,10,34569.7,0,0.0,311127.28,114091.87,Partially Paid,Partially Paid,Online Payment,2025-02-22,47.0,0,2025-01-14,,None,14,Mismatch,0.2634,No,197035.41000000003
INV00096,VEN01467,Vendor 1467,CONT01590,PO6848,2024-09-25,2024-10-25,Retention Release,Labor charges for project work,405999.15,0,0.0,405999.15,2,8119.98,0,0.0,397879.16,397879.16,Paid,Paid,Demand Draft,2024-12-19,85.0,0,2024-09-26,Procurement Head,None,5,Matched,0.1732,No,0.0
INV00097,VEN00680,Vendor 680,CONT00560,PO9507,2025-09-01,2025-10-31,Labor Charges,Labor charges for project work,16149615.58,18,2906930.8,19056546.39,2,322992.31,0,0.0,18733554.08,0.0,Rejected,Rejected,,,,0,,,Duplicate Invoice,6,,0.4699,No,18733554.08
INV00098,VEN00870,Vendor 870,CONT00162,PO6776,2024-10-23,2024-12-07,Professional Services,Labor charges for project work,96169.06,12,11540.29,107709.35,2,1923.38,0,0.0,105785.96,105785.96,Paid,Paid,Demand Draft,2025-01-23,92.0,0,2024-10-31,Finance Manager,None,6,Mismatch,0.4545,No,0.0
INV00099,VEN01621,Vendor 1621,CONT01942,PO7001,2025-11-09,2025-12-09,Change Order Payment,Progress billing - Month 1,2134900.09,5,106745.0,2241645.09,0,0.0,0,0.0,2241645.09,0.0,Rejected,Rejected,,,,0,,,Duplicate Invoice,2,,0.6623,No,2241645.09
INV00100,VEN00067,Vendor 67,CONT01240,PO2858,2025-08-02,2025-10-31,Material Supply,Equipment rental charges,3933880.12,28,1101486.43,5035366.56,1,39338.8,0,100707.33,5096735.09,0.0,Verified,Overdue,,,,68,,Procurement Head,None,6,Matched,0.1471,No,5096735.09
INV00101,VEN01023,Vendor 1023,CONT01061,PO8292,2024-12-06,2025-01-05,Retention Release,Progress billing - Month 2,15560567.17,5,778028.36,16338595.53,10,1556056.72,0,0.0,14782538.81,14782538.81,Paid,Paid,RTGS,2025-02-26,82.0,0,2024-12-08,Contract Administrator,None,14,Matched,0.1621,No,0.0
INV00102,VEN01982,Vendor 1982,CONT01732,PO3275,2025-02-13,2025-04-14,Emergency Work,Emergency Work - As per contract terms,293977.11,12,35277.25,329254.37,1,2939.77,0,0.0,326314.59,0.0,Rejected,Rejected,,,,0,,,Price Mismatch,2,,0.0473,No,326314.59
INV00103,VEN01012,Vendor 1012,CONT00054,PO7708,2025-01-02,2025-03-03,Equipment Rental,Equipment rental charges,13274704.01,28,3716917.12,16991621.13,0,0.0,0,1699162.11,18690783.24,0.0,Approved,Overdue,,,,310,2025-01-10,Site Engineer,None,12,Mismatch,0.5405,No,18690783.24
INV00104,VEN00922,Vendor 922,CONT00955,PO3507,2024-02-10,2024-04-10,Final Payment,Work completion for Final Payment,16703943.93,28,4677104.3,21381048.23,1,167039.44,0,0.0,21214008.79,0.0,Rejected,Rejected,,,,0,,,Unauthorized Work,14,,0.0608,No,21214008.79
INV00105,VEN00332,Vendor 332,CONT00661,PO9234,2024-01-11,2024-02-25,Material Supply,Progress billing - Month 5,12783466.9,12,1534016.03,14317482.93,0,0.0,0,0.0,14317482.93,14317482.93,Paid,Paid,Online Payment,2024-03-11,60.0,0,2024-01-16,Site Engineer,None,11,Mismatch,0.422,No,0.0
INV00106,VEN00316,Vendor 316,CONT00351,PO7825,2024-03-03,2024-05-02,Reimbursement,Material supply and installation,5617914.55,0,0.0,5617914.55,0,0.0,0,1123582.91,6741497.46,0.0,Submitted,Overdue,,,,615,,,None,11,Mismatch,0.603,No,6741497.46
INV00107,VEN00594,Vendor 594,CONT01315,PO4342,2025-03-03,2025-06-01,Advance Payment,Work completion for Advance Payment,15274862.62,12,1832983.51,17107846.13,5,763743.13,0,1197549.23,17541652.23,0.0,Approved,Overdue,,,,220,2025-03-11,Contract Administrator,None,3,Partial Match,0.2232,No,17541652.23
INV00108,VEN01472,Vendor 1472,CONT00654,PO3308,2025-01-18,2025-04-18,Final Payment,Services rendered - Final Payment,12724702.01,0,0.0,12724702.01,2,254494.04,0,1017976.16,13488184.13,0.0,Under Review,Overdue,,,,264,,,None,5,Matched,0.2941,No,13488184.13
INV00109,VEN01770,Vendor 1770,CONT01261,PO6055,2024-11-04,2024-12-19,Reimbursement,Labor charges for project work,17202167.7,28,4816606.96,22018774.65,2,344043.35,0,2642252.96,24316984.26,0.0,Under Review,Overdue,,,,384,,,None,9,Partial Match,0.2914,No,24316984.26
INV00110,VEN01036,Vendor 1036,CONT00937,PO3194,2025-05-05,2025-06-19,Maintenance Charges,Work completion for Maintenance Charges,727431.82,18,130937.73,858369.55,10,72743.18,0,0.0,785626.37,0.0,Disputed,Under Review,,,,0,,,Documentation Error,14,Partial Match,0.5983,No,785626.37
INV00111,VEN00750,Vendor 750,CONT00093,PO2946,2024-11-22,2024-12-22,Maintenance Charges,Labor charges for project work,2131356.99,12,255762.84,2387119.83,0,0.0,0,0.0,2387119.83,0.0,Cancelled,Rejected,,,,0,,,None,13,,0.0257,No,2387119.83
INV00112,VEN00199,Vendor 199,CONT00807,PO6456,2024-12-20,2025-02-18,Professional Services,Work completion for Professional Services,16324477.58,5,816223.88,17140701.46,10,1632447.76,0,1714070.15,17222323.85,0.0,Verified,Overdue,,,,323,,Finance Manager,None,1,Partial Match,0.1817,No,17222323.85
INV00113,VEN01830,Vendor 1830,CONT01056,PO2795,2025-08-16,2025-10-15,Maintenance Charges,Material supply and installation,226829.56,28,63512.28,290341.84,2,4536.59,0,0.0,285805.25,158238.22,Partially Paid,Partially Paid,Online Payment,2025-11-11,87.0,0,2025-08-17,,None,8,Partial Match,0.1167,No,127567.03
INV00114,VEN01632,Vendor 1632,CONT01841,PO9589,2024-02-02,2024-03-03,Maintenance Charges,Work completion for Maintenance Charges,4851818.13,28,1358509.08,6210327.21,10,485181.81,0,1366271.99,7091417.38,0.0,Under Review,Overdue,,,,675,,,None,10,Mismatch,0.5977,No,7091417.38
INV00115,VEN01683,Vendor 1683,CONT01395,PO9498,2025-05-03,2025-06-02,Maintenance Charges,Labor charges for project work,6648432.82,0,0.0,6648432.82,5,332421.64,0,0.0,6316011.18,3217313.88,Partially Paid,Partially Paid,RTGS,2025-06-23,51.0,0,2025-05-04,,None,14,Matched,0.1122,No,3098697.3
INV00116,VEN01357,Vendor 1357,CONT00980,PO5038,2024-07-17,2024-10-15,Material Supply,Material supply and installation,56773082.56,28,15896463.12,72669545.68,2,1135461.65,0,10173736.4,81707820.42,0.0,Verified,Overdue,,,,449,,Contract Administrator,None,10,Partial Match,0.2008,No,81707820.42
INV00117,VEN01993,Vendor 1993,CONT00610,PO3399,2025-03-17,2025-05-01,Emergency Work,Equipment rental charges,1926683.35,12,231202.0,2157885.35,10,192668.34,0,0.0,1965217.02,1965217.02,Paid,Paid,Cheque,2025-05-27,71.0,0,2025-03-24,Accounts Head,None,15,Partial Match,0.0084,No,0.0
INV00118,VEN01957,Vendor 1957,CONT01463,PO4920,2025-10-18,2025-12-17,Equipment Rental,Material supply and installation,3863023.25,5,193151.16,4056174.41,1,38630.23,0,0.0,4017544.18,0.0,Verified,Overdue,,,,21,,Finance Manager,None,3,Matched,0.0102,No,4017544.18
INV00119,VEN01854,Vendor 1854,CONT01088,PO8793,2025-05-20,2025-07-04,Progress Payment,Progress billing - Month 9,198632.13,18,35753.78,234385.91,0,0.0,0,0.0,234385.91,0.0,Rejected,Rejected,,,,0,,,Missing Documents,7,,0.0955,No,234385.91
INV00120,VEN00409,Vendor 409,CONT01549,PO7846,2025-03-18,2025-05-17,Retention Release,Work completion for Retention Release,4585716.31,0,0.0,4585716.31,10,458571.63,0,321000.14,4448144.82,0.0,Under Review,Overdue,,,,235,,,None,15,Matched,0.2007,No,4448144.82
INV00121,VEN01713,Vendor 1713,CONT00814,PO3198,2024-08-17,2024-10-01,Emergency Work,Labor charges for project work,94083175.83,0,0.0,94083175.83,0,0.0,0,0.0,94083175.83,94083175.83,Paid,Paid,Letter of Credit,2024-10-04,48.0,0,2024-08-26,Site Engineer,None,11,Mismatch,0.3322,No,0.0
INV00122,VEN00231,Vendor 231,CONT00678,PO6372,2025-07-24,2025-10-22,Change Order Payment,Equipment rental charges,133789.58,12,16054.75,149844.33,2,2675.79,0,2996.89,150165.43,0.0,Under Review,Overdue,,,,77,,,None,14,Matched,0.0802,No,150165.43
INV00123,VEN00196,Vendor 196,CONT00379,PO1187,2025-08-16,2025-11-14,Material Supply,Material supply and installation,5102451.81,18,918441.33,6020893.13,1,51024.52,0,0.0,5969868.62,0.0,Disputed,Under Review,,,,0,,,Documentation Error,10,Partial Match,0.5693,No,5969868.62
INV00124,VEN00128,Vendor 128,CONT01368,PO7121,2025-09-07,2025-12-06,Retention Release,Progress billing - Month 4,358733.13,12,43047.98,401781.1,0,0.0,0,0.0,401781.1,401781.1,Paid,Paid,RTGS,2026-01-12,127.0,0,2025-09-10,Contract Administrator,None,8,Partial Match,0.1404,No,0.0
INV00125,VEN01870,Vendor 1870,CONT00965,PO9281,2024-07-05,2024-08-19,Overtime Charges,Services rendered - Overtime Charges,389632.8,0,0.0,389632.8,10,38963.28,0,0.0,350669.52,0.0,Disputed,Under Review,,,,0,,,Price Mismatch,1,Matched,0.4445,No,350669.52
INV00126,VEN00672,Vendor 672,CONT01750,PO8484,2024-07-23,2024-10-21,Milestone Payment,Work completion for Milestone Payment,3726130.85,18,670703.55,4396834.4,0,0.0,0,615556.82,5012391.22,0.0,Verified,Overdue,,,,443,,Project Manager,None,8,Mismatch,0.5192,No,5012391.22
INV00127,VEN01482,Vendor 1482,CONT00045,PO2130,2024-11-27,2025-01-26,Reimbursement,Services rendered - Reimbursement,148055.59,0,0.0,148055.59,0,0.0,0,0.0,148055.59,0.0,Cancelled,Rejected,,,,0,,,None,9,,0.1972,No,148055.59
INV00128,VEN00967,Vendor 967,CONT00065,,2025-03-19,2025-06-17,Final Payment,Equipment rental charges,16487415.24,18,2967734.74,19455149.99,2,329748.3,0,0.0,19125401.68,0.0,Cancelled,Rejected,,,,0,,,None,7,,0.1928,No,19125401.68
INV00129,VEN01792,Vendor 1792,CONT01105,PO9920,2025-08-23,2025-10-22,Milestone Payment,Work completion for Milestone Payment,291766.32,28,81694.57,373460.89,1,2917.66,0,7469.22,378012.44,0.0,Under Review,Overdue,,,,77,,,None,5,Partial Match,0.1064,No,378012.44
INV00130,VEN01687,Vendor 1687,CONT00471,PO2653,2025-04-28,2025-07-27,Material Supply,Work completion for Material Supply,134816.2,0,0.0,134816.2,0,0.0,0,0.0,134816.2,0.0,Cancelled,Rejected,,,,0,,,None,4,,0.1188,No,134816.2
INV00131,VEN00915,Vendor 915,CONT01225,PO4836,2024-02-18,2024-03-19,Advance Payment,Progress billing - Month 1,2310194.08,5,115509.7,2425703.78,10,231019.41,0,509397.79,2704082.17,0.0,Under Review,Overdue,,,,659,,,None,9,Mismatch,0.6275,No,2704082.17
INV00132,VEN01677,Vendor 1677,CONT00657,PO6642,2025-05-09,2025-07-08,Final Payment,Progress billing - Month 10,61700084.34,18,11106015.18,72806099.52,2,1234001.69,0,0.0,71572097.84,71572097.84,Paid,Paid,Online Payment,2025-07-05,57.0,0,2025-05-16,Site Engineer,None,11,Mismatch,0.4914,No,0.0
INV00133,VEN00653,Vendor 653,CONT01427,PO8586,2024-11-06,2025-02-04,Final Payment,Material supply and installation,132745.54,28,37168.75,169914.29,5,6637.28,0,18690.57,181967.59,0.0,Under Review,Overdue,,,,337,,,None,14,Matched,0.3498,No,181967.59
INV00134,VEN01142,Vendor 1142,CONT01086,PO2192,2025-08-22,2025-11-20,Advance Payment,Equipment rental charges,198618.35,0,0.0,198618.35,5,9930.92,0,0.0,188687.43,65329.63,Partially Paid,Partially Paid,Bank Transfer,2025-11-27,97.0,0,2025-09-01,,None,11,Matched,0.1609,No,123357.79999999999
INV00135,VEN01204,Vendor 1204,CONT01484,PO8846,2024-02-19,2024-04-04,Equipment Rental,Services rendered - Equipment Rental,458164.77,12,54979.77,513144.55,0,0.0,0,107760.35,620904.9,0.0,Under Review,Overdue,,,,643,,,None,12,Matched,0.3103,No,620904.9
INV00136,VEN00813,Vendor 813,CONT01875,PO7073,2025-05-06,2025-07-05,Overtime Charges,Labor charges for project work,259812.71,12,31177.52,290990.23,2,5196.25,0,0.0,285793.98,285793.98,Paid,Paid,Online Payment,2025-08-10,96.0,0,2025-05-14,Accounts Head,None,2,Partial Match,0.0828,No,0.0
INV00137,VEN01153,Vendor 1153,CONT01770,PO6530,2025-05-25,2025-07-09,Progress Payment,Progress Payment - As per contract terms,470641.21,28,131779.54,602420.75,5,23532.06,0,0.0,578888.69,578888.69,Paid,Paid,RTGS,2025-07-18,54.0,0,2025-06-04,Project Manager,None,7,Partial Match,0.1527,No,0.0
INV00138,VEN01001,Vendor 1001,CONT01980,PO1962,2024-03-20,2024-06-18,Equipment Rental,Progress billing - Month 8,407738.98,5,20386.95,428125.93,1,4077.39,0,77062.67,501111.21,0.0,Verified,Overdue,,,,568,,Site Engineer,None,15,Mismatch,0.5805,No,501111.21
INV00139,VEN01369,Vendor 1369,CONT00100,PO8916,2025-12-31,2026-03-31,Final Payment,Professional services - Final Payment,8471500.88,5,423575.04,8895075.93,0,0.0,0,0.0,8895075.93,0.0,Under Review,Processing,,,,0,,,None,1,Mismatch,0.2989,No,8895075.93
INV00140,VEN01130,Vendor 1130,CONT00843,PO2578,2025-12-25,2026-01-24,Professional Services,Equipment rental charges,2910821.46,12,349298.58,3260120.04,0,0.0,0,0.0,3260120.04,0.0,Verified,Processing,,,,0,,Project Manager,None,13,Mismatch,0.2682,No,3260120.04
INV00141,VEN01079,Vendor 1079,CONT00517,PO2320,2025-01-09,2025-03-10,Overtime Charges,Overtime Charges - As per contract terms,2178732.13,18,392171.78,2570903.91,5,108936.61,0,257090.39,2719057.69,0.0,Under Review,Overdue,,,,303,,,None,5,Mismatch,0.5697,No,2719057.69
INV00142,VEN00831,Vendor 831,CONT00777,PO2562,2024-12-16,2025-03-16,Progress Payment,Professional services - Progress Payment,3662803.18,0,0.0,3662803.18,5,183140.16,0,0.0,3479663.02,0.0,Cancelled,Rejected,,,,0,,,None,10,,0.179,No,3479663.02
INV00143,VEN01883,Vendor 1883,CONT00088,PO3938,2025-05-16,2025-06-30,Reimbursement,Material supply and installation,3050528.66,12,366063.44,3416592.1,0,0.0,0,204995.53,3621587.63,0.0,Approved,Overdue,,,,191,2025-05-25,Site Engineer,None,15,Partial Match,0.143,No,3621587.63
INV00144,VEN00296,Vendor 296,CONT01541,PO2284,2024-01-08,2024-04-07,Milestone Payment,Equipment rental charges,303781.19,28,85058.73,388839.92,5,15189.06,0,81656.38,455307.25,0.0,Verified,Overdue,,,,640,,Procurement Head,None,13,Mismatch,0.5032,No,455307.25
INV00145,VEN00476,Vendor 476,CONT01718,PO9038,2025-10-21,2025-12-20,Maintenance Charges,Material supply and installation,19322875.95,18,3478117.67,22800993.63,2,386457.52,0,0.0,22414536.11,0.0,Submitted,Overdue,,,,18,,,None,13,Matched,0.0712,No,22414536.11
INV00146,VEN01928,Vendor 1928,CONT00769,PO7225,2024-10-21,2024-12-05,Change Order Payment,Services rendered - Change Order Payment,2210327.21,28,618891.62,2829218.83,2,44206.54,0,367798.45,3152810.73,0.0,Under Review,Overdue,,,,398,,,None,2,Mismatch,0.5501,No,3152810.73
INV00147,VEN00739,Vendor 739,CONT00219,PO2692,2025-10-05,2025-11-04,Retention Release,Equipment rental charges,3926059.21,0,0.0,3926059.21,1,39260.59,0,78521.18,3965319.8,0.0,Approved,Overdue,,,,64,2025-10-14,Site Engineer,None,8,Matched,0.0179,No,3965319.8
INV00148,VEN01136,Vendor 1136,CONT00191,PO5405,2024-05-05,2024-07-04,Reimbursement,Progress billing - Month 4,1813313.08,18,326396.35,2139709.44,0,0.0,0,385147.7,2524857.13,0.0,Verified,Overdue,,,,552,,Contract Administrator,None,11,Partial Match,0.156,No,2524857.13
INV00149,VEN00343,Vendor 343,CONT00891,PO7483,2025-03-30,2025-06-28,Retention Release,Services rendered - Retention Release,846146.13,12,101537.54,947683.66,1,8461.46,0,0.0,939222.2,0.0,Disputed,Under Review,,,,0,,,Work Not Completed,3,Partial Match,0.5443,No,939222.2
INV00150,VEN01766,Vendor 1766,CONT00675,PO9044,2024-10-13,2024-12-12,Labor Charges,Professional services - Labor Charges,17892627.01,28,5009935.56,22902562.57,1,178926.27,0,0.0,22723636.3,22723636.3,Paid,Paid,RTGS,2025-01-12,91.0,0,2024-10-20,Accounts Head,None,3,Mismatch,0.4216,No,0.0
INV00151,VEN00575,Vendor 575,CONT01673,PO5773,2024-11-30,2025-01-29,Milestone Payment,Labor charges for project work,7997000.73,28,2239160.2,10236160.94,1,79970.01,0,1125977.7,11282168.63,0.0,Verified,Overdue,,,,343,,Project Manager,None,12,Mismatch,0.5576,No,11282168.63
INV00152,VEN01379,Vendor 1379,CONT01023,PO7853,2025-08-17,2025-10-16,Advance Payment,Labor charges for project work,119364.46,18,21485.6,140850.06,5,5968.22,0,2817.0,137698.84,0.0,Approved,Overdue,,,,83,2025-08-24,Site Engineer,None,10,Mismatch,0.401,No,137698.84
INV00153,VEN01437,Vendor 1437,CONT01834,PO8052,2024-07-06,2024-08-05,Milestone Payment,Equipment rental charges,14864024.67,12,1783682.96,16647707.63,1,148640.25,0,2830110.3,19329177.68,0.0,Submitted,Overdue,,,,520,,,None,13,Matched,0.1528,No,19329177.68
INV00154,VEN01046,Vendor 1046,CONT01530,PO2406,2024-07-24,2024-09-07,Equipment Rental,Labor charges for project work,2583784.44,28,723459.64,3307244.08,10,258378.44,0,0.0,3048865.64,0.0,Rejected,Rejected,,,,0,,,Price Mismatch,2,,0.0232,No,3048865.64
INV00155,VEN01927,Vendor 1927,CONT01496,PO2885,2025-08-14,2025-10-13,Retention Release,Services rendered - Retention Release,402921.5,28,112818.02,515739.52,5,20146.07,0,0.0,495593.44,266669.55,Partially Paid,Partially Paid,UPI,2025-11-05,83.0,0,2025-08-15,,None,5,Matched,0.1698,No,228923.89
INV00156,VEN01328,Vendor 1328,CONT00224,PO4053,2024-02-13,2024-03-29,Emergency Work,Labor charges for project work,128503.95,5,6425.2,134929.15,2,2570.08,0,28335.12,160694.2,0.0,Verified,Overdue,,,,649,,Contract Administrator,None,4,Mismatch,0.6185,No,160694.2
INV00157,VEN01809,Vendor 1809,CONT00405,PO5298,2024-10-03,2025-01-01,Labor Charges,Progress billing - Month 9,146658.25,12,17598.99,164257.24,0,0.0,0,19710.87,183968.11,0.0,Approved,Overdue,,,,371,2024-10-09,Project Manager,None,6,Mismatch,0.6531,No,183968.11
INV00158,VEN01223,Vendor 1223,CONT00796,PO2931,2024-04-21,2024-07-20,Maintenance Charges,Services rendered - Maintenance Charges,208393.22,18,37510.78,245903.99,10,20839.32,0,0.0,225064.67,0.0,Rejected,Rejected,,,,0,,,Documentation Error,11,,0.0477,No,225064.67
INV00159,VEN00240,Vendor 240,CONT00375,PO3838,2024-12-20,2025-02-03,Professional Services,Labor charges for project work,3183916.18,28,891496.53,4075412.71,5,159195.81,0,0.0,3916216.9,0.0,Cancelled,Rejected,,,,0,,,None,11,,0.111,No,3916216.9
INV00160,VEN01003,Vendor 1003,CONT00592,PO9109,2025-08-16,2025-09-30,Material Supply,Equipment rental charges,14291149.68,12,1714937.96,16006087.64,0,0.0,0,0.0,16006087.64,0.0,Disputed,Under Review,,,,0,,,Quality Issues,9,Partial Match,0.5201,No,16006087.64
INV00161,VEN01721,Vendor 1721,CONT00910,PO8492,2024-08-24,2024-10-08,Milestone Payment,Milestone Payment - As per contract terms,4081464.0,5,204073.2,4285537.2,2,81629.28,0,642830.58,4846738.5,0.0,Submitted,Overdue,,,,456,,,None,9,Mismatch,0.635,No,4846738.5
INV00162,VEN00232,Vendor 232,CONT01173,PO5055,2025-09-12,2025-11-11,Overtime Charges,Services rendered - Overtime Charges,4959021.29,28,1388525.96,6347547.25,0,0.0,0,0.0,6347547.25,0.0,Disputed,Under Review,,,,0,,,Work Not Completed,12,Partial Match,0.4814,No,6347547.25
INV00163,VEN00539,Vendor 539,CONT00714,PO1972,2025-10-09,2026-01-07,Reimbursement,Progress billing - Month 10,82050531.99,5,4102526.6,86153058.59,1,820505.32,0,0.0,85332553.27,62337507.85,Partially Paid,Partially Paid,NEFT,2026-01-29,112.0,0,2025-10-13,,None,13,Mismatch,0.3264,No,22995045.419999994
INV00164,VEN01104,Vendor 1104,CONT00345,PO3174,2025-02-09,2025-04-10,Retention Release,Material supply and installation,4785788.05,28,1340020.66,6125808.71,0,0.0,0,0.0,6125808.71,0.0,Rejected,Rejected,,,,0,,,Unauthorized Work,14,,0.0499,No,6125808.71
INV00165,VEN01457,Vendor 1457,CONT00660,PO5558,2025-04-28,2025-07-27,Equipment Rental,Services rendered - Equipment Rental,334580.89,18,60224.56,394805.45,5,16729.04,0,0.0,378076.41,0.0,Disputed,Under Review,,,,0,,,Incorrect Amount,7,Mismatch,0.9511,Yes,378076.41
INV00166,VEN00671,Vendor 671,CONT01192,PO6289,2026-01-04,2026-02-03,Emergency Work,Equipment rental charges,70787243.64,12,8494469.24,79281712.88,0,0.0,0,0.0,79281712.88,0.0,Verified,Approved,,,,0,,Project Manager,None,14,Partial Match,0.0676,No,79281712.88
INV00167,VEN01184,Vendor 1184,CONT00268,PO1011,2024-06-06,2024-09-04,Overtime Charges,Labor charges for project work,357148.37,0,0.0,357148.37,0,0.0,0,57143.74,414292.11,0.0,Approved,Overdue,,,,490,2024-06-08,Project Manager,None,1,Partial Match,0.258,No,414292.11
INV00168,VEN00271,Vendor 271,CONT01807,PO4836,2024-03-12,2024-05-11,Final Payment,Progress billing - Month 11,18148925.56,0,0.0,18148925.56,2,362978.51,0,0.0,17785947.05,17785947.05,Paid,Paid,Letter of Credit,2024-05-11,60.0,0,2024-03-19,Procurement Head,None,1,Partial Match,0.1311,No,0.0
INV00169,VEN01442,Vendor 1442,CONT00195,PO7919,2026-01-05,2026-02-19,Equipment Rental,Professional services - Equipment Rental,317155.77,28,88803.62,405959.39,5,15857.79,0,0.0,390101.6,0.0,Submitted,Pending,,,,0,,,None,14,Mismatch,0.2406,No,390101.6
