rfq_id,vendor_id,vendor_name,item_category,item_description,quantity,unit,rfq_date,submission_deadline,response_date,is_late_submission,quoted_price_per_unit,total_quoted_amount,gst_rate,gst_amount,total_with_gst,delivery_timeline_days,delivery_terms,payment_terms,warranty_months,technical_score,commercial_score,overall_score,response_status,rejection_reason,compliance_status,evaluation_date,award_date,rank,num_competitors,anomaly_score,is_anomaly,validity_days,contact_person,notes,market_avg_price,price_deviation_pct
RFQ00073,VEN00138,Vendor 138,TMT Bars,TMT Bars - Grade Standard,328,Ton,2024-11-21,2024-12-12,2024-11-28,False,7117.27,2334465.81,5,116723.29,2451189.11,67,FCA,Net 90 days,24,93.81,69.57,84.12,Negotiation,None,Fully Compliant,2024-12-06,,,12,0.355,No,120,Regional Manager,Good technical compliance,3136.985,126.88250023509835
RFQ00074,VEN01283,Vendor 1283,Scaffolding,Scaffolding - Grade Premium,4982,Truckloads,2025-02-14,2025-03-15,2025-02-19,False,2834.28,14120402.25,28,3953712.63,18074114.88,87,Ex-Works,Bank Guarantee,0,78.12,89.52,82.68,Negotiation,None,Partially Compliant,2025-02-23,,,15,0.0729,No,45,Director,Price negotiable,5843.41,-51.49612982830231
RFQ00075,VEN01735,Vendor 1735,Generators,Generators - Grade A,924,Feet,2025-11-27,2025-12-06,2025-12-06,False,1378464.3,1273701016.26,12,152844121.95,1426545138.21,60,DDP,Cash on Delivery,6,87.34,86.31,86.93,Negotiation,None,Fully Compliant,2025-12-19,,,9,0.119,No,45,Regional Manager,Premium quality offered,3172694.88,-56.55225755588573
RFQ00076,VEN00780,Vendor 780,Escalators,Escalators - Grade Standard,7946,Loads,2024-09-16,2024-09-26,2024-09-24,False,3841295.57,30522934587.35,5,1526146729.37,32049081316.71,40,Ex-Works,Net 30 days,24,77.67,83.76,80.1,Under Evaluation,None,Partially Compliant,2024-09-30,,,7,0.0589,No,45,Senior Manager,Established vendor,2867885.52,33.941733141426084
RFQ00077,VEN01023,Vendor 1023,Waterproofing Membrane,Waterproofing Membrane - Grade C,3001,Square Meter,2025-01-11,2025-01-23,2025-01-20,False,6003.9,18017692.16,28,5044953.81,23062645.97,27,CIF,Against Delivery,0,88.22,52.37,73.88,Under Evaluation,None,Fully Compliant,2025-01-25,,,5,0.6414,Yes,45,Regional Manager,Competitive pricing,6534.49,-8.119837967461887
RFQ00078,VEN01266,Vendor 1266,LED Lights,LED Lights - Grade Standard,5054,Units,2025-12-25,2026-01-01,2025-12-28,False,5212.92,26346097.53,28,7376907.31,33723004.83,29,CIF,Progress Payment,12,62.05,84.3,70.95,Shortlisted,None,Partially Compliant,2026-01-04,,5.0,15,0.0237,No,90,Senior Manager,Established vendor,4739.14,9.99717248277113
RFQ00079,VEN00615,Vendor 615,Scaffolding,Scaffolding - Grade A,1129,Feet,2024-12-16,2025-01-09,2025-01-06,False,177.79,200727.37,18,36130.93,236858.3,20,Door Delivery,Net 30 days,18,60.57,88.02,71.55,Under Evaluation,None,Partially Compliant,2025-01-15,,,11,0.014,No,30,Account Manager,Delivery timeline tight,5843.41,-96.95742725566066
RFQ00080,VEN01155,Vendor 1155,Safety Equipment,Safety Equipment - Grade A,6697,Cubic Meter,2024-11-25,2024-12-04,2024-11-29,False,6793.97,45499224.24,28,12739782.79,58239007.02,17,Door Delivery,Cash on Delivery,36,52.68,53.11,52.86,Under Evaluation,None,Non-Compliant,2024-12-06,,,15,0.4938,No,60,Sales Manager,Price negotiable,4829.53,40.67559369131159
RFQ00081,VEN01005,Vendor 1005,Glass,Glass - Grade C,1760,Kg,2025-03-10,2025-03-24,2025-03-12,False,2758.43,4854834.94,5,242741.75,5097576.69,30,CIF,Net 30 days,24,72.24,75.23,73.43,Shortlisted,None,Partially Compliant,2025-03-15,,3.0,16,0.1347,No,120,Regional Manager,Competitive pricing,5730.715,-51.865866650147495
RFQ00082,VEN00184,Vendor 184,Transformers,Transformers - Grade Standard,4213,MT,2025-03-14,2025-04-03,2025-03-17,False,161578.92,680731978.14,5,34036598.91,714768577.05,177,Ex-Works,Net 60 days,24,65.06,69.86,66.98,Under Evaluation,None,Partially Compliant,2025-03-25,,,11,0.1263,No,90,Sales Manager,Established vendor,132760.91999999998,21.706688986487915
RFQ00083,VEN01477,Vendor 1477,LED Lights,LED Lights - Grade Premium,415,Bags,2025-12-31,2026-01-19,2026-01-13,False,7913.79,3284224.08,12,394106.89,3678330.98,56,DAP,"Advance 30%, Balance 70%",18,73.95,77.66,75.44,Negotiation,None,Partially Compliant,2026-01-20,,,12,0.2205,No,90,Regional Manager,Meets all specifications,4739.14,66.9878923180155
RFQ00084,VEN00771,Vendor 771,PVC Pipes,PVC Pipes - Grade Premium,6636,Square Meter,2025-12-10,2026-01-09,2026-01-02,False,2543.34,16877626.12,0,0.0,16877626.12,75,DDP,"Advance 20%, Balance 80%",12,85.76,63.67,76.93,Shortlisted,None,Fully Compliant,2026-01-13,,8.0,15,0.4069,No,90,Regional Manager,,4354.67,-41.59511512927501
RFQ00085,VEN01984,Vendor 1984,Generators,Generators - Grade Standard,426,Meters,2025-07-20,2025-08-16,2025-08-08,False,5522256.22,2352481147.96,18,423446606.63,2775927754.59,17,FOB,Net 45 days,24,61.1,62.41,61.62,Negotiation,None,Partially Compliant,2025-08-21,,,10,0.1337,No,90,Senior Manager,Additional clarifications needed,3172694.88,74.05569803800358
RFQ00086,VEN01415,Vendor 1415,Doors,Doors - Grade B,1428,Kg,2025-09-10,2025-10-10,2025-09-20,False,4068.74,5810163.95,28,1626845.91,7437009.86,102,Ex-Factory,"Advance 30%, Balance 70%",6,65.01,64.31,64.73,Under Evaluation,None,Partially Compliant,2025-10-05,,,13,0.4296,No,45,Account Manager,,4952.02,-17.836761563967844
RFQ00087,VEN00358,Vendor 358,Waterproofing Membrane,Waterproofing Membrane - Grade B,386,Feet,2025-07-02,2025-07-14,2025-07-09,False,4598.44,1774999.66,5,88749.98,1863749.64,21,DDP,Net 90 days,24,87.62,64.26,78.27,Shortlisted,None,Fully Compliant,2025-07-12,,9.0,8,0.1097,No,45,Senior Manager,,6534.49,-29.628172971417822
RFQ00088,VEN01374,Vendor 1374,Sanitary Ware,Sanitary Ware - Grade Standard,8215,Quintal,2025-01-15,2025-02-02,2025-01-21,False,9235.83,75872313.05,12,9104677.57,84976990.62,48,FCA,Net 45 days,18,65.27,45.49,57.36,Rejected,High Price,Partially Compliant,,,,19,0.1165,No,120,Business Development Head,Partial compliance issues,6706.465,37.71532394488005
RFQ00089,VEN00381,Vendor 381,Sanitary Ware,Sanitary Ware - Grade Standard,430,Loads,2025-03-17,2025-03-28,2025-03-25,False,7454.96,3205634.42,0,0.0,3205634.42,139,Delivered to Site,Against Delivery,60,70.78,65.2,68.55,Negotiation,None,Partially Compliant,2025-03-28,,,3,0.4592,No,45,Director,,6706.465,11.160797827171242
RFQ00090,VEN00461,Vendor 461,Roofing Sheets,Roofing Sheets - Grade C,9057,Truckloads,2025-09-13,2025-10-08,2025-10-08,False,6825.99,61822988.28,28,17310436.72,79133425.0,54,Delivered to Site,Net 45 days,18,64.89,69.98,66.92,Negotiation,None,Partially Compliant,2025-10-15,,,5,0.5878,Yes,45,Business Development Head,Additional clarifications needed,5080.91,34.34581600540061
RFQ00091,VEN01412,Vendor 1412,Transformers,Transformers - Grade Standard,319,Liters,2025-11-07,2025-12-02,2025-11-16,False,116902.05,37291754.65,12,4475010.56,41766765.21,16,Ex-Works,LC at Sight,0,99.62,88.01,94.98,Awarded,None,Fully Compliant,2025-12-01,2025-12-14,4.0,7,0.2134,No,45,Account Manager,Good technical compliance,132760.91999999998,-11.945435448925771
RFQ00092,VEN01183,Vendor 1183,LED Lights,LED Lights - Grade C,90,Feet,2024-07-28,2024-08-27,2024-08-27,False,9065.51,815895.58,18,146861.2,962756.78,101,FCA,Net 45 days,48,60.89,68.59,63.97,Under Evaluation,None,Partially Compliant,2024-09-02,,,13,0.2485,No,60,Regional Manager,Additional clarifications needed,4739.14,91.2901918913558
RFQ00093,VEN01746,Vendor 1746,Sanitary Ware,Sanitary Ware - Grade C,1188,MT,2025-09-01,2025-09-13,2025-09-02,False,10128.69,12032882.85,5,601644.14,12634526.99,27,FCA,"Advance 20%, Balance 80%",6,68.59,78.08,72.39,Shortlisted,None,Partially Compliant,2025-09-10,,5.0,10,0.1288,No,30,Account Manager,,6706.465,51.02874614271453
RFQ00094,VEN00438,Vendor 438,Plumbing Fixtures,Plumbing Fixtures - Grade A,26,MT,2025-01-20,2025-01-30,2025-02-06,True,7257.27,188689.08,5,9434.45,198123.54,19,FCA,"Advance 30%, Balance 70%",24,56.86,75.47,64.3,Under Evaluation,None,Non-Compliant,2025-02-10,,,7,0.0205,No,120,Sales Manager,Good technical compliance,6904.08,5.115670733826962
RFQ00095,VEN00902,Vendor 902,Transformers,Transformers - Grade B,8372,Sets,2025-05-29,2025-06-07,2025-06-10,True,168781.58,1413039411.71,18,254347094.11,1667386505.82,60,DDP,"Advance 20%, Balance 80%",6,62.41,72.02,66.25,Under Evaluation,None,Partially Compliant,2025-06-16,,,3,0.2544,No,60,Business Development Head,Delivery timeline tight,132760.91999999998,27.13197528308783
RFQ00096,VEN00387,Vendor 387,Concrete Mixers,Concrete Mixers - Grade Premium,4210,Feet,2025-09-13,2025-09-27,2025-09-23,False,968.03,4075410.52,0,0.0,4075410.52,106,Delivered to Site,"Advance 30%, Balance 70%",12,88.14,68.63,80.34,Under Evaluation,None,Fully Compliant,2025-09-25,,,5,0.5028,Yes,30,Sales Manager,Partial compliance issues,4676.25,-79.29901095963646
RFQ00097,VEN01038,Vendor 1038,Electrical Cables,Electrical Cables - Grade Standard,5675,Cubic Meter,2025-03-28,2025-04-06,2025-04-06,False,11426.74,64846761.47,5,3242338.07,68089099.54,24,DAP,Cash on Delivery,48,86.5,65.39,78.06,Shortlisted,None,Fully Compliant,2025-04-09,,7.0,6,0.5907,Yes,60,Account Manager,Good technical compliance,5397.135,111.71862478889261
RFQ00098,VEN00245,Vendor 245,Cement,Cement - Grade B,7840,Truckloads,2025-04-16,2025-04-28,2025-04-28,False,6067.28,47567443.21,0,0.0,47567443.21,85,Door Delivery,Net 45 days,24,85.62,83.65,84.83,Shortlisted,None,Fully Compliant,2025-05-07,,9.0,14,0.0166,No,120,Business Development Head,Premium quality offered,3749.62,61.810530133720206
RFQ00099,VEN01584,Vendor 1584,TMT Bars,TMT Bars - Grade Standard,96,Ton,2025-12-25,2026-01-08,2025-12-31,False,3012.8,289228.62,0,0.0,289228.62,173,DDP,"Advance 30%, Balance 70%",18,70.81,85.8,76.81,Shortlisted,None,Partially Compliant,2026-01-03,,10.0,14,0.0358,No,30,Business Development Head,,3136.985,-3.9587374501312547
RFQ00100,VEN01057,Vendor 1057,Concrete,Concrete - Grade Premium,943,Kg,2024-09-26,2024-10-03,2024-09-29,False,4551.71,4292261.8,28,1201833.3,5494095.11,165,DDP,Cash on Delivery,18,57.53,88.99,70.11,Shortlisted,None,Non-Compliant,2024-10-09,,6.0,3,0.2853,No,30,Account Manager,Premium quality offered,3375.25,34.85549218576402
RFQ00101,VEN00213,Vendor 213,Granite,Granite - Grade Standard,314,Nos,2025-10-03,2025-10-11,2025-10-20,True,284.99,89487.55,18,16107.76,105595.31,32,Delivered to Site,Net 45 days,0,71.75,68.93,70.62,Rejected,Late Submission,Partially Compliant,,,,11,0.6702,No,60,Director,Established vendor,280.635,1.551837796425969
RFQ00102,VEN00153,Vendor 153,Marble,Marble - Grade B,1432,Sets,2025-02-19,2025-03-11,2025-03-03,False,451.68,646803.28,12,77616.39,724419.67,21,Ex-Works,Against Delivery,24,91.32,85.45,88.97,Awarded,None,Fully Compliant,2025-03-18,2025-04-12,3.0,5,0.2133,No,60,Senior Manager,Premium quality offered,253.56,78.13535257927117
RFQ00103,VEN00533,Vendor 533,Tiles,Tiles - Grade A,331,Quintal,2024-09-20,2024-09-30,2024-09-23,False,91.54,30298.89,5,1514.94,31813.84,86,CIF,30-60-90 days,24,95.87,86.12,91.97,Negotiation,None,Fully Compliant,2024-09-28,,,17,0.2428,No,30,Director,,260.9,-64.91376006132616
RFQ00104,VEN01930,Vendor 1930,Escalators,Escalators - Grade A,4365,MT,2024-12-11,2025-01-08,2024-12-23,False,1356051.17,5919163370.72,12,710299604.49,6629462975.21,58,DAP,Bank Guarantee,48,94.14,82.19,89.36,Awarded,None,Fully Compliant,2024-12-31,2025-01-20,7.0,9,0.1928,No,120,Business Development Head,Delivery timeline tight,2867885.52,-52.71599369838166
RFQ00105,VEN01628,Vendor 1628,Steel Bars,Steel Bars - Grade Premium,778,Truckloads,2025-02-11,2025-03-02,2025-02-12,False,2647.31,2059605.48,12,247152.66,2306758.14,75,DDP,Net 60 days,6,62.39,78.62,68.88,Negotiation,None,Partially Compliant,2025-02-26,,,4,0.2292,No,45,Regional Manager,Partial compliance issues,4073.785,-35.01596181438146
RFQ00106,VEN00727,Vendor 727,Tiles,Tiles - Grade B,7939,MT,2025-01-11,2025-02-05,2025-01-30,False,564.81,4484061.03,18,807130.99,5291192.02,24,CIF,Net 30 days,18,80.08,40.6,64.29,Negotiation,None,Fully Compliant,2025-02-06,,,9,0.4613,No,60,Account Manager,,260.9,116.48524338827137
RFQ00107,VEN01644,Vendor 1644,Switches,Switches - Grade A,12,Truckloads,2024-12-29,2025-01-07,2025-01-05,False,5810.83,69729.9,12,8367.59,78097.49,145,FCA,Net 60 days,36,61.16,83.83,70.23,Shortlisted,None,Partially Compliant,2025-01-11,,5.0,7,0.0533,No,30,Account Manager,Partial compliance issues,5302.28,9.59115701170063
RFQ00108,VEN01743,Vendor 1743,Insulation Material,Insulation Material - Grade A,6809,Quintal,2024-08-16,2024-08-27,2024-08-18,False,3052.89,20787115.9,5,1039355.79,21826471.69,90,Ex-Factory,Net 30 days,24,60.48,60.8,60.61,Under Evaluation,None,Partially Compliant,2024-09-01,,,6,0.6441,Yes,90,Senior Manager,Good technical compliance,3726.55,-18.077310112570615
RFQ00109,VEN01812,Vendor 1812,Air Conditioners,Air Conditioners - Grade Premium,2537,Pieces,2025-07-24,2025-08-14,2025-07-26,False,2951.61,7488245.75,0,0.0,7488245.75,40,CIF,Progress Payment,6,66.9,89.78,76.05,Under Evaluation,None,Partially Compliant,2025-08-08,,,3,0.1294,No,45,Regional Manager,Good technical compliance,5131.325000000001,-42.47859958197932
RFQ00110,VEN00110,Vendor 110,TMT Bars,TMT Bars - Grade C,9539,Nos,2025-03-24,2025-04-09,2025-03-26,False,3622.62,34556209.12,18,6220117.64,40776326.76,90,CIF,"Advance 20%, Balance 80%",60,59.98,60.51,60.2,Under Evaluation,None,Non-Compliant,2025-04-01,,,5,0.1421,No,30,Director,Price negotiable,3136.985,15.480947470262043
RFQ00111,VEN01002,Vendor 1002,Safety Equipment,Safety Equipment - Grade C,778,Feet,2024-12-24,2025-01-05,2024-12-29,False,4254.63,3310102.53,12,397212.3,3707314.84,25,CIF,Against Delivery,36,90.41,81.21,86.73,Shortlisted,None,Fully Compliant,2025-01-03,,9.0,4,0.2522,No,120,Senior Manager,Price negotiable,4829.53,-11.903849857025419
RFQ00112,VEN01173,Vendor 1173,Aluminum,Aluminum - Grade Premium,5284,Truckloads,2025-08-09,2025-08-19,2025-08-27,True,2253.05,11905117.91,5,595255.9,12500373.8,13,Delivered to Site,Net 90 days,12,91.71,47.74,74.12,Withdrawn,None,Fully Compliant,,,,5,0.5174,No,120,Director,Delivery timeline tight,4717.645,-52.2420614522712
RFQ00113,VEN00939,Vendor 939,Cement,Cement - Grade Standard,2718,Cubic Meter,2025-08-08,2025-09-02,2025-09-02,False,6882.75,18707320.92,0,0.0,18707320.92,63,Delivered to Site,"Advance 20%, Balance 80%",48,82.74,93.58,87.08,Accepted,None,Fully Compliant,2025-09-06,,5.0,15,0.0432,No,120,Account Manager,Competitive pricing,3749.62,83.5586006048613
RFQ00114,VEN00811,Vendor 811,MCBs,MCBs - Grade B,743,MT,2025-01-26,2025-02-11,2025-02-11,False,9661.98,7178854.52,5,358942.73,7537797.25,83,DAP,Cash on Delivery,48,80.25,42.68,65.22,Negotiation,None,Fully Compliant,2025-02-26,,,16,0.2223,No,120,Director,Delivery timeline tight,3775.88,155.88683962414058
RFQ00115,VEN01621,Vendor 1621,Paint,Paint - Grade A,6111,MT,2025-07-13,2025-07-26,2025-07-30,True,405.22,2476302.72,18,445734.49,2922037.21,59,DAP,"Advance 30%, Balance 70%",60,75.26,84.53,78.97,Rejected,Late Submission,Partially Compliant,,,,3,0.0726,No,90,Regional Manager,Price negotiable,264.31,53.31239832015437
RFQ00116,VEN01202,Vendor 1202,Waterproofing Membrane,Waterproofing Membrane - Grade C,54,Bags,2025-12-09,2025-12-28,2025-12-28,False,7317.69,395155.07,5,19757.75,414912.82,81,Delivered to Site,Progress Payment,0,93.23,89.51,91.74,Shortlisted,None,Fully Compliant,2026-01-06,,3.0,8,0.1803,No,30,Business Development Head,,6534.49,11.985633155762727
RFQ00117,VEN01649,Vendor 1649,Wiring,Wiring - Grade C,936,Liters,2024-09-16,2024-10-02,2024-09-29,False,5020.76,4699431.16,12,563931.74,5263362.9,79,DAP,Against Delivery,6,74.09,90.04,80.47,Shortlisted,None,Partially Compliant,2024-10-06,,5.0,11,0.1968,No,60,Business Development Head,,4583.610000000001,9.537242479181247
RFQ00118,VEN01568,Vendor 1568,Aluminum,Aluminum - Grade A,86,Loads,2025-03-10,2025-03-25,2025-04-01,True,3408.05,293092.44,28,82065.88,375158.32,118,FCA,Progress Payment,24,92.27,97.61,94.41,Under Evaluation,None,Fully Compliant,2025-04-05,,,12,0.0293,No,45,Account Manager,,4717.645,-27.75950712696695
RFQ00119,VEN01656,Vendor 1656,Waterproofing Membrane,Waterproofing Membrane - Grade B,835,Pieces,2025-02-26,2025-03-18,2025-03-09,False,4098.01,3421838.33,18,615930.9,4037769.23,10,Ex-Factory,Net 90 days,6,93.37,67.63,83.08,Shortlisted,None,Fully Compliant,2025-03-11,,3.0,7,0.2977,No,60,Senior Manager,Price negotiable,6534.49,-37.28645999917361
RFQ00120,VEN00294,Vendor 294,Switches,Switches - Grade B,670,Ton,2026-01-02,2026-01-23,2026-01-08,False,5302.28,3552530.04,0,0.0,3552530.04,171,Delivered to Site,LC at Sight,60,69.17,75.57,71.73,Shortlisted,None,Partially Compliant,2026-01-15,,1.0,13,0.2271,No,120,Business Development Head,,5302.28,0.0
RFQ00121,VEN00009,Vendor 9,LED Lights,LED Lights - Grade B,455,Quintal,2024-12-10,2025-01-02,2024-12-16,False,648.04,294857.7,12,35382.92,330240.62,76,Delivered to Site,Against Delivery,12,67.14,98.52,79.69,Negotiation,None,Partially Compliant,2024-12-21,,,8,0.2844,No,90,Sales Manager,,4739.14,-86.32578906721473
RFQ00122,VEN01490,Vendor 1490,Reinforcement Steel,Reinforcement Steel - Grade B,758,Ton,2024-12-18,2025-01-14,2025-01-05,False,6818.01,5168052.56,0,0.0,5168052.56,28,CIF,LC at Sight,60,69.01,70.95,69.79,Negotiation,None,Partially Compliant,2025-01-09,,,9,0.2086,No,30,Director,Fast delivery timeline,5155.35,32.25115656550961
RFQ00123,VEN01357,Vendor 1357,Windows,Windows - Grade C,89,Truckloads,2025-09-08,2025-09-24,2025-09-12,False,5498.21,489340.27,12,58720.83,548061.1,180,DAP,Net 60 days,0,77.41,78.21,77.73,Under Evaluation,None,Partially Compliant,2025-09-21,,,13,0.0704,No,30,Account Manager,,4248.57,29.41319079125448
RFQ00124,VEN00227,Vendor 227,Insulation Material,Insulation Material - Grade Premium,29,Nos,2025-05-15,2025-06-05,2025-06-10,True,2362.0,68497.88,5,3424.89,71922.78,69,Delivered to Site,Cash on Delivery,6,54.75,96.37,71.4,Rejected,Late Submission,Non-Compliant,,,,7,0.199,No,45,Director,Price negotiable,3726.55,-36.61697817015739
RFQ00125,VEN01957,Vendor 1957,Lighting Fixtures,Lighting Fixtures - Grade C,21,Feet,2024-11-23,2024-12-14,2024-12-06,False,7216.23,151540.84,18,27277.35,178818.2,27,Ex-Works,Cash on Delivery,0,99.08,76.89,90.2,Awarded,None,Fully Compliant,2024-12-17,2025-01-25,10.0,17,0.0544,No,90,Director,Good technical compliance,4422.845,63.158102985747846
RFQ00126,VEN00990,Vendor 990,Sanitary Ware,Sanitary Ware - Grade A,523,MT,2024-07-18,2024-08-17,2024-08-06,False,2855.81,1493586.06,12,179230.33,1672816.39,23,Delivered to Site,Against Delivery,18,74.1,59.91,68.42,Negotiation,None,Partially Compliant,2024-08-10,,,20,0.6784,Yes,30,Account Manager,Delivery timeline tight,6706.465,-57.41705950899617
RFQ00127,VEN01739,Vendor 1739,Plumbing Fixtures,Plumbing Fixtures - Grade Premium,138,Bundles,2025-03-28,2025-04-05,2025-04-04,False,3863.27,533130.63,18,95963.51,629094.15,21,Ex-Factory,Bank Guarantee,36,55.94,82.46,66.55,Negotiation,None,Non-Compliant,2025-04-07,,,15,0.1237,No,120,Regional Manager,,6904.08,-44.04366693317574
RFQ00128,VEN00187,Vendor 187,False Ceiling,False Ceiling - Grade Standard,255,Sets,2025-01-22,2025-02-09,2025-01-30,False,8313.16,2119855.71,28,593559.6,2713415.31,82,Ex-Factory,Net 45 days,6,87.97,78.33,84.11,Shortlisted,None,Fully Compliant,2025-02-14,,5.0,20,0.1566,No,30,Sales Manager,Price negotiable,5538.555,50.09618934902694
RFQ00129,VEN00288,Vendor 288,Excavators,Excavators - Grade Premium,23,Feet,2025-05-31,2025-06-21,2025-06-07,False,6426.97,147820.35,18,26607.66,174428.02,8,Ex-Factory,Bank Guarantee,12,98.19,85.07,92.94,Shortlisted,None,Fully Compliant,2025-06-17,,7.0,18,0.2773,No,45,Account Manager,Good technical compliance,5410.12,18.79533171168108
RFQ00130,VEN00213,Vendor 213,Solar Panels,Solar Panels - Grade Standard,4610,Pieces,2025-04-01,2025-04-20,2025-04-25,True,91700.94,422741341.1,18,76093441.4,498834782.49,88,Door Delivery,"Advance 30%, Balance 70%",18,60.04,84.36,69.77,Rejected,Late Submission,Partially Compliant,,,,14,0.2764,No,45,Account Manager,Good technical compliance,91700.94,0.0
RFQ00131,VEN01032,Vendor 1032,Roofing Sheets,Roofing Sheets - Grade C,2442,Units,2025-03-20,2025-04-09,2025-04-06,False,1156.77,2824826.2,0,0.0,2824826.2,31,DAP,Against Delivery,24,57.32,61.24,58.89,Under Evaluation,None,Non-Compliant,2025-04-11,,,20,0.0097,No,90,Sales Manager,Delivery timeline tight,5080.91,-77.23301534567626
RFQ00132,VEN01772,Vendor 1772,Glass,Glass - Grade Standard,59,Feet,2024-12-06,2024-12-26,2025-01-01,True,8420.42,496804.53,12,59616.54,556421.08,49,FCA,30-60-90 days,18,88.81,99.46,93.07,Rejected,Late Submission,Fully Compliant,,,,8,0.295,No,30,Business Development Head,Delivery timeline tight,5730.715,46.93489381342468
RFQ00133,VEN00245,Vendor 245,Solar Panels,Solar Panels - Grade A,242,Nos,2026-01-01,2026-01-18,2026-01-06,False,33210.41,8036919.98,28,2250337.59,10287257.57,89,Ex-Factory,30-60-90 days,36,53.64,61.23,56.68,Rejected,Poor Quality,Non-Compliant,,,,19,0.5136,Yes,90,Regional Manager,Fast delivery timeline,91700.94,-63.78400265035451
RFQ00134,VEN00716,Vendor 716,Glass,Glass - Grade B,269,Truckloads,2024-09-07,2024-10-01,2024-09-28,False,209.16,56264.47,18,10127.6,66392.08,58,FOB,Against Delivery,36,69.07,63.89,67.0,Under Evaluation,None,Partially Compliant,2024-10-04,,,20,0.2172,No,30,Regional Manager,Meets all specifications,5730.715,-96.35019364948353
