project_id,project_name,project_type,location,client_name,contract_id,project_start_date,planned_end_date,actual_end_date,planned_duration_months,actual_duration_months,delay_months,project_status,current_phase,progress_pct,planned_budget,actual_cost,remaining_budget,budget_utilization_pct,team_size,num_vendors,num_purchase_orders,num_contracts,num_change_orders,total_milestones,achieved_milestones,open_issues,resolved_issues,risk_level,risk_score,quality_score,safety_score,stakeholder_satisfaction,resource_utilization_pct,schedule_performance_index,cost_performance_index,env_compliance_score,project_manager,sponsor,last_updated,notes,milestone_completion_pct,schedule_variance,cost_variance_pct
PROJ00063,Port Development - Nagpur Phase 1,Port Development,"Mumbai, Maharashtra",Client Group,CONT01163,2024-12-07,2026-01-31,2026-04-04,14,16.1,2.1,Completed,Testing & Commissioning,95.15,451084281.99,444387019.63,6697262.36,98.52,102,20,53,5,28,21,19,0,11,Low,0.2178,92.61,98.39,72.08,87.71,0.862,0.974,79.2,Anita Desai,Regional Head,2026-01-01,,90.48,-13.8,-2.6
PROJ00064,Hospital - Visakhapatnam Phase 3,Hospital,"Indore, Madhya Pradesh",Client Group,CONT01309,2024-05-12,2026-04-02,,23,,,Near Completion,Structural Work,66.57,1189335041.1,841003831.89,348331209.21,70.71,175,28,262,9,26,21,13,12,20,Low,0.4787,84.06,93.9,76.67,63.12,0.991,0.962,86.43,Arun Mehta,General Manager,2026-01-04,Environmental clearance pending,61.9,-0.9,-3.8
PROJ00065,Educational Institute - Bangalore Phase 1,Educational Institute,"Pune, Maharashtra",Client Infrastructure Ltd,CONT01394,2024-11-12,2026-10-03,,23,,,Near Completion,MEP Installation,62.73,1636514958.04,1045050451.83,591464506.21,63.86,151,31,283,10,13,23,14,3,37,Very Low,0.3794,80.18,75.79,50.76,73.78,0.866,1.149,98.04,Rajesh Sharma,Director - Projects,2026-01-06,Vendor performance issues,60.87,-13.4,14.9
PROJ00066,Commercial Complex - Chennai Phase 2,Commercial Complex,"Bangalore, Karnataka",Client Corporation,CONT01494,2023-08-30,2025-01-21,2025-02-21,17,18.0,1.0,Closed,Handover,98.04,1397187672.79,1558490383.21,-161302710.41,111.54,158,13,384,6,12,27,26,0,12,High,0.6535,86.12,83.51,89.11,76.97,0.926,0.757,83.82,Anita Desai,Managing Director,2026-01-05,Resource shortage,96.3,-7.4,-24.3
PROJ00067,Metro Rail - Visakhapatnam Phase 3,Metro Rail,"Indore, Madhya Pradesh",Client Pvt Ltd,,2023-09-01,2025-09-20,2025-11-21,25,27.1,2.1,Completed,Testing & Commissioning,86.01,35241063659.25,41163433811.19,-5922370151.94,116.81,450,7,255,8,14,29,24,0,83,High,0.7619,92.63,92.16,65.61,90.9,1.014,0.759,96.29,Vikram Reddy,General Manager,2026-01-04,Quality issues resolved,82.76,1.4,-24.1
PROJ00068,Power Plant - Chennai Phase 1,Power Plant,"Surat, Gujarat",Client Infrastructure Ltd,CONT01867,2025-01-13,2027-08-01,,31,,,On Hold,Structural Work,31.41,33949222938.79,10738753023.46,23210469915.34,31.63,737,25,406,7,3,11,3,10,100,High,0.5448,71.29,91.4,48.94,82.5,1.092,1.061,74.02,Priya Singh,Managing Director,2026-01-04,Resource shortage,27.27,9.2,6.1
PROJ00069,Metro Rail - Pune Phase 3,Metro Rail,Delhi NCR,Client Developers,CONT00190,2024-12-12,2027-03-02,,27,,,Delayed,Structural Work,50.21,44312920632.03,21765091275.3,22547829356.73,49.12,979,42,420,9,5,25,12,7,34,High,0.7438,86.08,76.65,68.28,96.58,0.809,1.091,81.9,Rajesh Sharma,Regional Head,2026-01-04,Stakeholder concerns,48.0,-19.1,9.1
PROJ00070,Solar Farm - Indore Phase 2,Solar Farm,"Ahmedabad, Gujarat",Client Developers,CONT00736,2024-04-15,2025-08-08,2025-11-07,16,19.0,3.0,Closed,Warranty,98.24,1472585789.05,1679347498.79,-206761709.73,114.04,101,18,239,6,22,14,13,0,84,Critical,0.6137,95.92,90.94,60.65,67.85,0.896,0.842,77.37,Neha Gupta,CEO,2026-01-02,Resource shortage,92.86,-10.4,-15.8
PROJ00071,Hotel & Resort - Nagpur Phase 3,Hotel & Resort,"Nagpur, Maharashtra",Client Developers,CONT01501,2024-01-16,2025-03-11,2025-06-10,14,17.0,3.0,Completed,Warranty,93.2,1981614727.67,2356752673.0,-375137945.33,118.93,154,7,479,2,27,24,22,0,11,High,0.8293,82.37,94.49,69.26,74.93,0.974,0.867,88.5,Suresh Patel,General Manager,2025-12-31,,91.67,-2.6,-13.3
PROJ00072,Hotel & Resort - Mumbai Phase 1,Hotel & Resort,"Surat, Gujarat",Client Infrastructure Ltd,CONT00035,2023-01-18,2024-12-08,2025-04-20,23,27.4,4.4,Closed,Warranty,99.66,1380662609.03,1589890878.21,-209228269.18,115.15,65,11,99,9,30,24,23,0,20,High,0.6723,88.59,73.83,74.18,82.6,1.048,0.756,90.52,Vikram Reddy,Managing Director,2026-01-06,,95.83,4.8,-24.4
PROJ00073,Warehouse - Indore Phase 1,Warehouse,Delhi NCR,Client Developers,CONT01132,2023-05-08,2024-05-02,,12,,,Delayed,Testing & Commissioning,95.54,1706126609.63,1706262554.8,-135945.17,100.01,104,41,489,2,13,28,26,0,19,High,0.6689,87.04,89.23,52.67,86.32,0.654,0.913,70.47,Anita Desai,General Manager,2026-01-04,Environmental clearance pending,92.86,-34.6,-8.7
PROJ00074,Highway Construction - Indore Phase 3,Highway Construction,"Kochi, Kerala",Client Developers,CONT00613,2025-02-08,2030-01-13,,60,,,In Progress,Foundation,23.54,4454615926.75,1112575169.38,3342040757.37,24.98,452,10,306,6,9,30,7,16,60,Very Low,0.1488,66.96,67.66,71.18,70.93,1.098,1.048,80.67,Vikram Reddy,Director - Projects,2026-01-01,Quality issues resolved,23.33,9.8,4.8
PROJ00075,Bridge Construction - Lucknow Phase 3,Bridge Construction,"Lucknow, Uttar Pradesh",Client Developers,,2024-05-12,2027-07-26,,39,,,On Hold,Foundation,32.46,7405094393.01,2512152732.26,4892941660.75,33.92,119,25,234,2,2,27,8,7,33,Medium,0.5016,69.25,77.6,40.79,82.19,0.952,0.955,80.62,Neha Gupta,Managing Director,2026-01-06,Environmental clearance pending,29.63,-4.8,-4.5
PROJ00076,IT Park - Indore Phase 2,IT Park,"Kochi, Kerala",Client Developers,,2023-09-12,2025-03-05,2025-07-14,18,22.4,4.4,Completed,Warranty,98.52,1186724818.42,1177700643.5,9024174.93,99.24,117,15,121,5,14,17,16,0,19,Low,0.2342,74.38,70.85,71.04,88.84,0.949,1.073,83.74,Vikram Reddy,CEO,2026-01-05,Resource shortage,94.12,-5.1,7.3
PROJ00077,Residential Building - Ahmedabad Phase 2,Residential Building,"Kochi, Kerala",Client Infrastructure Ltd,CONT01766,2024-03-03,2025-09-24,2026-02-09,19,23.6,4.6,Closed,Handover,97.23,358636496.0,369455228.13,-10818732.13,103.02,197,17,295,6,20,18,17,0,41,High,0.8894,99.06,75.2,87.8,92.66,0.929,0.728,86.92,Vikram Reddy,Managing Director,2026-01-05,,94.44,-7.1,-27.2
PROJ00078,Educational Institute - Mumbai Phase 3,Educational Institute,"Kolkata, West Bengal",Client Corporation,CONT00597,2025-08-18,2027-08-08,,24,,,Mobilization,Foundation,12.78,580095201.37,72163719.74,507931481.63,12.44,128,29,87,8,6,27,3,16,14,Medium,0.3396,72.02,82.73,82.21,83.75,1.079,0.972,77.45,Vikram Reddy,Regional Head,2026-01-02,Budget constraints,11.11,7.9,-2.8
PROJ00079,Warehouse - Jaipur Phase 1,Warehouse,"Jaipur, Rajasthan",Client Developers,CONT00680,2023-08-09,2024-09-02,2024-10-13,13,14.4,1.4,Completed,Testing & Commissioning,88.88,1202984761.5,1315835378.02,-112850616.52,109.38,134,28,250,8,7,20,17,0,28,High,0.7035,70.74,68.66,76.64,78.21,0.891,0.821,84.28,Vikram Reddy,CEO,2025-12-31,Vendor performance issues,85.0,-10.9,-17.9
PROJ00080,Solar Farm - Delhi NCR Phase 2,Solar Farm,"Mumbai, Maharashtra",Client Pvt Ltd,,2024-02-04,2025-11-25,,22,,,Near Completion,Handover,98.0,1506930020.92,1517261915.15,-10331894.22,100.69,161,15,219,9,25,29,28,10,65,Critical,0.8875,66.96,79.18,56.46,95.32,0.962,0.807,70.13,Neha Gupta,Director - Projects,2026-01-04,Awaiting approvals,96.55,-3.8,-19.3
PROJ00081,Port Development - Indore Phase 3,Port Development,"Indore, Madhya Pradesh",Client Pvt Ltd,CONT01638,2024-12-20,2026-05-14,,17,,,Delayed,Structural Work,73.73,1739009440.17,1319493850.34,419515589.82,75.88,183,25,355,7,26,14,10,6,88,Critical,0.7761,70.44,94.59,54.69,72.53,0.672,0.973,81.2,Rajesh Sharma,Regional Head,2026-01-05,Stakeholder concerns,71.43,-32.8,-2.7
PROJ00082,Water Treatment Plant - Ahmedabad Phase 3,Water Treatment Plant,"Bangalore, Karnataka",Client Infrastructure Ltd,CONT00381,2023-04-16,2025-02-04,,22,,,Delayed,Warranty,98.79,429146124.08,413356448.88,15789675.2,96.32,93,13,145,6,11,25,24,6,81,Critical,0.7858,85.97,98.31,49.38,76.63,0.852,1.048,72.48,Arun Mehta,Managing Director,2026-01-07,Awaiting approvals,96.0,-14.8,4.8
PROJ00083,Power Plant - Mumbai Phase 2,Power Plant,"Hyderabad, Telangana",Client Infrastructure Ltd,CONT01599,2023-06-15,2026-05-30,,36,,,Near Completion,MEP Installation,76.49,10139299311.15,8269679760.32,1869619550.83,81.56,575,39,471,1,25,18,13,5,48,Medium,0.3207,66.56,79.88,75.76,73.94,1.054,1.038,99.82,Amit Kumar,Managing Director,2026-01-04,Awaiting approvals,72.22,5.4,3.8
PROJ00084,Sports Complex - Nagpur Phase 2,Sports Complex,"Kochi, Kerala",Client Infrastructure Ltd,CONT00340,2025-03-27,2027-03-17,,24,,,In Progress,Foundation,54.16,1111333515.0,625727597.41,485605917.6,56.3,63,25,410,5,8,30,16,6,62,Low,0.3864,88.57,83.0,81.51,65.08,1.067,1.0,91.34,Amit Kumar,CEO,2026-01-04,,53.33,6.7,0.0
PROJ00085,Water Treatment Plant - Kolkata Phase 1,Water Treatment Plant,"Jaipur, Rajasthan",Client Group,CONT00769,2023-06-26,2024-07-20,,13,,,Delayed,Testing & Commissioning,91.04,1419936869.88,1398235020.0,21701849.89,98.47,136,36,217,10,25,27,24,10,99,High,0.8607,85.42,68.26,68.89,75.91,0.89,1.115,84.84,Vikram Reddy,Director - Projects,2026-01-02,Resource shortage,88.89,-11.0,11.5
PROJ00086,Solar Farm - Surat Phase 3,Solar Farm,"Bangalore, Karnataka",Client Infrastructure Ltd,CONT01615,2024-02-03,2025-11-24,,22,,,Near Completion,Finishing Work,91.0,973205349.08,857799917.22,115405431.86,88.14,60,33,283,1,10,12,10,4,21,Low,0.2012,80.66,69.62,72.75,74.87,1.076,0.983,81.89,Vikram Reddy,CEO,2026-01-03,Awaiting approvals,83.33,7.6,-1.7
PROJ00087,Shopping Mall - Lucknow Phase 1,Shopping Mall,"Nagpur, Maharashtra",Client Pvt Ltd,,2023-05-06,2024-11-26,2024-10-30,19,18.1,-0.9,Completed,Warranty,88.39,3630186982.8,4190242271.91,-560055289.12,115.43,128,49,117,8,16,30,26,0,27,High,0.6687,72.68,93.21,64.13,99.72,0.879,0.833,70.25,Neha Gupta,VP - Infrastructure,2026-01-05,Vendor performance issues,86.67,-12.1,-16.7
PROJ00088,Wind Farm - Nagpur Phase 1,Wind Farm,"Lucknow, Uttar Pradesh",Client Corporation,CONT01262,2023-07-15,2024-10-07,2024-12-22,15,17.5,2.5,Completed,Testing & Commissioning,87.1,767917716.73,811955636.38,-44037919.66,105.73,55,20,191,2,27,26,22,0,94,High,0.766,88.0,86.27,91.16,84.28,0.888,0.798,89.39,Anita Desai,VP - Infrastructure,2026-01-04,Vendor performance issues,84.62,-11.2,-20.2
PROJ00089,Water Treatment Plant - Delhi NCR Phase 1,Water Treatment Plant,"Kolkata, West Bengal",Client Infrastructure Ltd,,2025-12-13,2027-05-07,,17,,,Approval Pending,Pre-Construction,1.32,1179922738.67,15647895.26,1164274843.41,1.33,194,16,440,8,0,26,0,15,74,Very Low,0.1083,62.03,74.18,51.39,90.68,0.956,1.03,89.22,Anita Desai,Regional Head,2026-01-05,Resource shortage,0.0,-4.4,3.0
PROJ00090,Industrial Facility - Chennai Phase 1,Industrial Facility,"Surat, Gujarat",Client Corporation,CONT00319,2024-03-08,2026-08-25,,30,,,Near Completion,Finishing Work,82.9,6788391125.17,5607801181.99,1180589943.17,82.61,323,20,79,4,26,14,11,11,32,Very Low,0.5623,63.48,86.43,51.93,88.06,0.891,1.141,85.69,Rajesh Sharma,Director - Projects,2026-01-03,Budget constraints,78.57,-10.9,14.1
PROJ00091,Wind Farm - Bangalore Phase 3,Wind Farm,"Indore, Madhya Pradesh",Client Group,CONT00242,2025-11-07,2027-04-01,,17,,,Mobilization,Foundation,20.48,1952596116.78,417479429.05,1535116687.72,21.38,147,34,311,6,1,26,5,16,96,Very Low,0.3498,77.01,77.87,58.93,60.1,1.065,0.952,71.38,Rajesh Sharma,VP - Infrastructure,2026-01-02,Quality issues resolved,19.23,6.5,-4.8
PROJ00092,Highway Construction - Bangalore Phase 1,Highway Construction,"Surat, Gujarat",Client Developers,CONT00509,2023-09-07,2027-04-19,,44,,,Delayed,Structural Work,77.15,7059931450.47,5217168786.49,1842762663.97,73.9,214,38,73,7,7,16,12,10,68,High,0.8631,85.98,92.07,42.43,71.66,0.835,1.098,77.28,Amit Kumar,CEO,2026-01-02,Environmental clearance pending,75.0,-16.5,9.8
PROJ00093,Hotel & Resort - Indore Phase 1,Hotel & Resort,"Nagpur, Maharashtra",Client Infrastructure Ltd,CONT00503,2025-03-04,2026-02-27,,12,,,Delayed,Structural Work,66.99,1695190613.1,1228249629.87,466940983.23,72.45,105,5,438,7,6,17,11,5,45,Critical,0.6312,75.89,73.34,49.68,95.89,0.756,1.09,81.17,Rajesh Sharma,Director - Projects,2026-01-06,Environmental clearance pending,64.71,-24.4,9.0
PROJ00094,Infrastructure - Surat Phase 1,Infrastructure,"Lucknow, Uttar Pradesh",Client Developers,,2025-09-01,2027-02-23,,18,,,In Progress,Pre-Construction,15.83,1859479708.39,297054079.12,1562425629.27,15.98,103,25,281,5,2,20,3,9,31,Very Low,0.1373,66.08,92.3,70.46,76.26,0.984,1.143,76.23,Arun Mehta,Managing Director,2026-01-03,Vendor performance issues,15.0,-1.6,14.3
PROJ00095,Port Development - Kochi Phase 1,Port Development,Delhi NCR,Client Corporation,CONT00624,2025-10-16,2027-01-09,,15,,,Mobilization,Pre-Construction,11.82,775911235.46,94224620.79,681686614.67,12.14,193,24,183,3,1,10,1,15,23,Very Low,0.576,85.64,84.46,69.25,62.47,1.045,0.994,75.94,Priya Singh,Director - Projects,2026-01-01,Weather delays,10.0,4.5,-0.6
PROJ00096,Manufacturing Unit - Lucknow Phase 3,Manufacturing Unit,Delhi NCR,Client Infrastructure Ltd,CONT01879,2025-08-06,2026-08-01,,12,,,In Progress,Foundation,57.07,344703943.09,213612072.33,131091870.76,61.97,104,12,71,8,5,21,11,10,97,Very Low,0.184,77.22,93.76,63.82,68.59,0.897,1.006,96.5,Neha Gupta,VP - Infrastructure,2026-01-07,Environmental clearance pending,52.38,-10.3,0.6
PROJ00097,IT Park - Jaipur Phase 1,IT Park,"Lucknow, Uttar Pradesh",Client Group,CONT01808,2023-05-01,2024-04-25,2024-06-15,12,13.7,1.7,Completed,Handover,90.75,1614676089.58,1634515515.85,-19839426.27,101.23,159,6,245,6,17,29,26,0,33,Critical,0.7634,84.54,96.94,80.1,68.76,1.029,0.895,71.76,Amit Kumar,CEO,2025-12-31,Stakeholder concerns,89.66,2.9,-10.5
PROJ00098,Wind Farm - Indore Phase 3,Wind Farm,"Hyderabad, Telangana",Client Corporation,,2024-08-31,2025-12-24,,16,,,Cancelled,Finishing Work,19.42,1876891460.97,400502340.19,1476389120.78,21.34,64,16,171,10,5,16,3,17,82,Critical,0.8636,82.14,77.56,70.7,93.47,1.053,1.144,86.26,Priya Singh,General Manager,2026-01-05,Vendor performance issues,18.75,5.3,14.4
PROJ00099,Commercial Complex - Delhi NCR Phase 1,Commercial Complex,"Hyderabad, Telangana",Client Infrastructure Ltd,CONT01079,2023-05-04,2024-04-28,2024-06-26,12,14.0,2.0,Closed,Warranty,88.02,1845683495.88,2142969622.13,-297286126.25,116.11,102,8,61,3,16,19,16,0,60,High,0.8323,95.39,95.12,98.42,72.9,1.045,0.883,83.11,Rajesh Sharma,CEO,2025-12-31,,84.21,4.5,-11.7
PROJ00100,Solar Farm - Bangalore Phase 3,Solar Farm,"Surat, Gujarat",Client Infrastructure Ltd,CONT00458,2025-01-12,2026-07-06,,18,,,Delayed,Finishing Work,80.65,1484778816.28,1308103122.25,176675694.03,88.1,166,30,485,10,25,20,16,10,23,High,0.6546,69.55,93.31,54.46,89.81,0.671,1.146,75.04,Arun Mehta,VP - Infrastructure,2026-01-06,,80.0,-32.9,14.6
PROJ00101,Warehouse - Nagpur Phase 2,Warehouse,"Kolkata, West Bengal",Client Pvt Ltd,CONT00512,2025-08-21,2027-01-13,,17,,,Mobilization,Pre-Construction,24.41,932618268.52,230583428.85,702034839.67,24.72,62,31,302,7,10,12,2,17,38,Low,0.373,63.04,81.78,80.24,91.97,0.858,0.954,77.83,Priya Singh,Managing Director,2026-01-06,Minor delays expected,16.67,-14.2,-4.6
PROJ00102,Solar Farm - Bangalore Phase 2,Solar Farm,"Bangalore, Karnataka",Client Pvt Ltd,CONT01840,2025-06-30,2026-11-22,,17,,,On Hold,Structural Work,51.14,1341906833.0,714386554.59,627520278.41,53.24,131,15,77,2,28,17,8,12,43,High,0.5617,65.7,89.4,58.88,63.84,0.948,1.06,84.73,Anita Desai,CEO,2026-01-07,Weather delays,47.06,-5.2,6.0
PROJ00103,Residential Building - Ahmedabad Phase 1,Residential Building,"Chennai, Tamil Nadu",Client Infrastructure Ltd,CONT00199,2025-11-15,2027-02-08,,15,,,In Progress,Foundation,29.54,319466955.11,100766331.42,218700623.69,31.54,140,36,388,5,2,24,7,14,15,Very Low,0.4209,71.63,77.99,63.35,70.54,1.059,1.063,74.53,Anita Desai,Managing Director,2026-01-06,Minor delays expected,29.17,5.9,6.3
PROJ00104,Manufacturing Unit - Pune Phase 3,Manufacturing Unit,"Ahmedabad, Gujarat",Client Infrastructure Ltd,CONT00125,2023-11-06,2025-06-28,2025-09-09,20,22.4,2.4,Closed,Warranty,95.31,547719837.02,561255652.28,-13535815.26,102.47,121,50,67,9,11,12,11,0,26,High,0.6361,92.72,71.05,99.37,99.53,0.937,0.949,88.82,Amit Kumar,Managing Director,2026-01-03,Weather delays,91.67,-6.3,-5.1
PROJ00105,Industrial Facility - Delhi NCR Phase 2,Industrial Facility,"Surat, Gujarat",Client Developers,CONT01755,2024-06-20,2027-04-06,,34,,,Delayed,Foundation,53.6,5703058094.05,3096190727.05,2606867366.99,54.29,312,14,125,10,22,30,16,9,62,High,0.8775,76.88,68.53,41.44,79.42,0.783,0.957,78.26,Anita Desai,Managing Director,2026-01-05,Environmental clearance pending,53.33,-21.7,-4.3
PROJ00106,IT Park - Lucknow Phase 3,IT Park,"Ahmedabad, Gujarat",Client Pvt Ltd,CONT01801,2024-02-28,2026-01-18,,23,,,Near Completion,Finishing Work,97.46,1804359588.08,1675896408.16,128463179.93,92.88,97,24,193,8,28,23,22,7,51,Medium,0.4424,89.17,72.98,60.52,84.2,0.872,1.038,97.4,Anita Desai,Regional Head,2026-01-01,Vendor performance issues,95.65,-12.8,3.8
PROJ00107,Hospital - Kochi Phase 2,Hospital,"Kochi, Kerala",Client Pvt Ltd,CONT00326,2025-08-25,2027-06-16,,22,,,Mobilization,Pre-Construction,25.61,3059025348.2,764671687.07,2294353661.13,25.0,71,8,177,1,7,10,2,15,60,Low,0.1253,70.81,71.97,62.89,69.68,0.972,1.039,98.82,Rajesh Sharma,Regional Head,2025-12-31,Environmental clearance pending,20.0,-2.8,3.9
PROJ00108,Educational Institute - Pune Phase 2,Educational Institute,"Bangalore, Karnataka",Client Group,CONT01411,2025-07-05,2026-10-28,,16,,,In Progress,Structural Work,31.49,1581677256.77,489171232.77,1092506024.01,30.93,76,46,165,4,10,15,4,6,70,Low,0.4258,75.4,95.26,83.85,84.05,0.852,1.0,94.15,Priya Singh,Regional Head,2026-01-03,,26.67,-14.8,0.0
PROJ00109,Port Development - Ahmedabad Phase 2,Port Development,"Kochi, Kerala",Client Group,CONT00447,2023-05-27,2024-09-18,,16,,,Delayed,Warranty,97.36,294392995.64,294295649.48,97346.16,99.97,189,28,337,10,25,30,29,5,45,Critical,0.6895,63.24,67.23,69.53,71.95,0.645,1.103,96.99,Anita Desai,Regional Head,2026-01-01,,96.67,-35.5,10.3
PROJ00110,Solar Farm - Lucknow Phase 1,Solar Farm,"Nagpur, Maharashtra",Client Pvt Ltd,CONT00606,2024-07-24,2026-01-15,2026-05-29,18,22.5,4.5,Completed,Testing & Commissioning,97.37,1650427932.0,1709499656.42,-59071724.42,103.58,76,48,323,8,10,18,17,0,22,Critical,0.7522,95.36,94.42,95.06,89.01,0.962,0.928,98.41,Arun Mehta,VP - Infrastructure,2026-01-02,,94.44,-3.8,-7.2
PROJ00111,Industrial Facility - Hyderabad Phase 2,Industrial Facility,"Hyderabad, Telangana",Client Group,CONT01817,2024-02-28,2026-07-17,,29,,,Delayed,Finishing Work,68.82,5234829109.04,3890757160.28,1344071948.75,74.32,398,42,367,2,14,16,11,9,16,Critical,0.8668,75.01,95.36,45.27,73.71,0.896,1.129,99.6,Priya Singh,VP - Infrastructure,2026-01-05,Weather delays,68.75,-10.4,12.9
PROJ00112,Data Center - Bangalore Phase 1,Data Center,"Kolkata, West Bengal",Client Group,CONT00363,2024-04-05,2025-10-27,2025-10-27,19,19.0,,Completed,Handover,89.1,1552519098.68,1664912589.61,-112393490.94,107.24,42,13,364,7,11,16,14,0,11,Critical,0.721,98.96,78.42,61.51,60.72,0.851,0.883,76.79,Vikram Reddy,General Manager,2026-01-02,Resource shortage,87.5,-14.9,-11.7
PROJ00113,Highway Construction - Delhi NCR Phase 2,Highway Construction,"Surat, Gujarat",Client Infrastructure Ltd,CONT00134,2025-10-05,2029-04-17,,43,,,Approval Pending,Pre-Construction,4.56,5717058793.01,264578565.99,5452480227.02,4.63,451,13,225,8,0,10,0,12,38,Low,0.4751,64.95,96.74,78.42,83.59,0.892,1.023,89.52,Priya Singh,VP - Infrastructure,2026-01-07,Quality issues resolved,0.0,-10.8,2.3
PROJ00114,Warehouse - Chennai Phase 3,Warehouse,"Jaipur, Rajasthan",Client Pvt Ltd,CONT00099,2025-05-30,2027-03-21,,22,,,In Progress,Foundation,50.69,822482149.56,430317183.35,392164966.21,52.32,141,49,128,4,21,13,6,8,89,Medium,0.4429,60.28,79.73,53.53,80.46,1.004,1.007,93.54,Priya Singh,Managing Director,2025-12-31,Awaiting approvals,46.15,0.4,0.7
PROJ00115,IT Park - Hyderabad Phase 2,IT Park,"Kochi, Kerala",Client Infrastructure Ltd,CONT00734,2023-09-20,2025-01-12,2025-03-28,16,18.5,2.5,Completed,Testing & Commissioning,93.22,1013261491.27,1022002205.58,-8740714.31,100.86,23,47,95,2,8,19,17,0,92,Critical,0.6447,72.7,82.91,88.94,70.57,0.86,0.903,96.22,Suresh Patel,Managing Director,2026-01-03,Weather delays,89.47,-14.0,-9.7
PROJ00116,Manufacturing Unit - Pune Phase 2,Manufacturing Unit,"Nagpur, Maharashtra",Client Pvt Ltd,,2025-10-05,2026-09-30,,12,,,In Progress,Pre-Construction,16.57,1914669397.34,314227273.16,1600442124.17,16.41,43,28,467,6,7,14,2,14,93,Very Low,0.1569,72.01,80.98,79.25,87.85,0.865,1.138,74.78,Priya Singh,Director - Projects,2026-01-01,Environmental clearance pending,14.29,-13.5,13.8
PROJ00117,Hotel & Resort - Indore Phase 3,Hotel & Resort,"Lucknow, Uttar Pradesh",Client Developers,,2023-11-21,2025-11-10,2026-04-04,24,28.8,4.8,Completed,Handover,90.29,1949544702.43,1915747068.7,33797633.73,98.27,144,12,260,8,21,20,18,0,82,Very Low,0.1317,89.65,65.43,94.73,80.76,0.988,1.074,82.99,Suresh Patel,Regional Head,2026-01-04,Vendor performance issues,90.0,-1.2,7.4
PROJ00118,Wind Farm - Lucknow Phase 3,Wind Farm,"Lucknow, Uttar Pradesh",Client Developers,,2025-09-17,2026-09-12,,12,,,On Hold,Foundation,45.17,1042086368.44,458823291.57,583263076.87,44.03,145,25,173,6,3,24,10,6,68,High,0.5151,66.68,87.52,46.13,63.52,0.975,1.013,99.42,Arun Mehta,General Manager,2026-01-07,Minor delays expected,41.67,-2.5,1.3
PROJ00119,Water Treatment Plant - Ahmedabad Phase 1,Water Treatment Plant,"Surat, Gujarat",Client Infrastructure Ltd,,2025-07-04,2027-06-24,,24,,,Mobilization,Pre-Construction,23.09,747622980.85,185380788.36,562242192.49,24.8,77,34,219,9,1,21,4,17,38,Medium,0.4,81.5,77.72,65.84,93.2,1.091,1.008,85.66,Amit Kumar,CEO,2026-01-06,On track,19.05,9.1,0.8
PROJ00120,Bridge Construction - Kolkata Phase 1,Bridge Construction,"Kochi, Kerala",Client Developers,,2024-12-01,2027-11-16,,36,,,In Progress,Structural Work,36.47,2715208876.51,990857075.65,1724351800.87,36.49,126,7,374,10,2,23,8,13,10,Very Low,0.4861,73.52,88.05,83.47,93.55,0.971,1.052,97.63,Amit Kumar,General Manager,2026-01-05,Environmental clearance pending,34.78,-2.9,5.2
PROJ00121,Bridge Construction - Nagpur Phase 1,Bridge Construction,Delhi NCR,Client Developers,CONT01242,2024-03-18,2028-10-23,,56,,,Delayed,Structural Work,59.39,7861371906.36,4626645055.92,3234726850.44,58.85,107,23,281,3,27,16,9,12,50,High,0.7238,81.0,91.19,41.96,84.97,0.687,1.019,90.17,Suresh Patel,VP - Infrastructure,2026-01-05,Stakeholder concerns,56.25,-31.3,1.9
