contract_id,vendor_id,vendor_name,contract_type,project_name,project_type,contract_value_lakhs,duration_months,start_date,planned_end_date,actual_end_date,status,percentage_complete,delivery_status,quality_rating,payment_terms,amount_paid_rs,retention_money_rs,penalty_amount_rs,penalty_reason,num_change_orders,change_order_value_lakhs,compliance_status,risk_level,signed_date,last_inspection_date,total_value_lakhs
CONT00097,VEN01543,Vendor 1543,Time & Material,Airport - Phase 3,Airport,802.76,16,2024-05-28,2025-09-20,2026-03-13,Completed,100.0,Critical Delay,Good,Progress Payment,74308783.34,4013787.05,3782828.15,Non-compliance,0,0.0,Compliant,Medium,2024-03-27,2025-10-26,802.76
CONT00098,VEN00547,Vendor 547,Supply,IT Park - Phase 4,IT Park,64.22,5,2024-04-16,2024-09-13,,Under Review,17.18,Not Started,Good,"Advance 10%, Balance on completion",906598.25,0.0,0.0,None,2,7.58,Compliant,Low,2024-02-17,,71.8
CONT00099,VEN00916,Vendor 916,Construction,IT Park - Phase 3,IT Park,491.45,7,2025-07-08,2026-02-03,,Awarded,35.43,Not Started,Average,30-60-90 day terms,16626573.11,0.0,0.0,None,0,0.0,Minor Issues,Low,2025-04-28,,491.45
CONT00100,VEN00072,Vendor 72,Service,Industrial Plant - Phase 2,Industrial Plant,2465.31,24,2025-10-03,2027-09-23,,In Progress,16.91,Ahead of Schedule,Good,Net 45 days,27550762.1,2755076.21,0.0,None,2,275.0,Compliant,Low,2025-08-18,2025-12-17,2740.31
CONT00101,VEN00054,Vendor 54,Cost Plus,Metro Rail - Phase 4,Metro Rail,922.19,9,2024-06-20,2025-03-17,,Terminated,59.28,Not Started,Good,Bank Guarantee,52036204.18,0.0,0.0,None,5,122.63,Compliant,Low,2024-05-27,,1044.8200000000002
CONT00102,VEN00926,Vendor 926,Service,Refinery - Phase 4,Refinery,41473.09,44,2023-12-28,2027-08-09,2027-11-27,Completed,100.0,Critical Delay,Good,"Advance 10%, Balance on completion",3794223291.99,207365474.13,346282552.77,Quality issues,2,1987.12,Compliant,Medium,2023-11-26,2025-12-01,43460.21
CONT00103,VEN01619,Vendor 1619,Turnkey,Residential Building - Phase 3,Residential Building,432.02,23,2025-03-18,2027-02-06,2027-01-23,Completed,100.0,On Time,Good,As per milestones,40096343.84,2160100.24,0.0,None,2,85.07,Minor Issues,Low,2025-02-22,2025-12-15,517.0899999999999
CONT00104,VEN01992,Vendor 1992,Annual Maintenance Contract,Data Center - Phase 1,Data Center,712.1,17,2025-03-21,2026-08-13,,In Execution,60.05,On Time,Average,Net 60 days,39681379.66,3968137.97,0.0,None,5,23.32,Compliant,Low,2025-02-15,2025-11-23,735.4200000000001
CONT00105,VEN00338,Vendor 338,Service,Power Plant - Phase 2,Power Plant,946.81,15,2025-06-30,2026-09-23,,Terminated,23.74,Not Started,Poor,"Advance 10%, Balance on completion",21293300.63,0.0,0.0,None,1,135.11,Compliant,Medium,2025-05-25,,1081.92
CONT00106,VEN01213,Vendor 1213,Unit Rate,Bridge Construction - Phase 2,Bridge Construction,748.57,16,2025-09-15,2027-01-08,,Active,15.37,At Risk,Below Average,Bank Guarantee,9527716.15,952771.61,0.0,None,1,113.48,Compliant,Medium,2025-08-28,2025-10-29,862.0500000000001
CONT00107,VEN01821,Vendor 1821,Time & Material,Hotel - Phase 3,Hotel,371.88,13,2023-08-30,2024-09-23,,Terminated,41.75,Not Started,Average,Net 60 days,13890650.13,0.0,0.0,None,2,24.89,Compliant,Low,2023-07-06,,396.77
CONT00108,VEN01765,Vendor 1765,Cost Plus,Power Plant - Phase 3,Power Plant,10884.48,47,2023-01-19,2026-11-29,,In Execution,69.0,At Risk,Good,Net 45 days,721949873.0,72194987.3,0.0,None,1,460.05,Compliant,Low,2022-11-16,2025-10-14,11344.529999999999
CONT00109,VEN00857,Vendor 857,Consultancy,Bus Terminal - Phase 2,Bus Terminal,4735.01,35,2024-03-08,2027-01-22,,On Hold,63.42,Not Started,Good,Letter of Credit,278183244.75,0.0,0.0,None,4,636.36,Compliant,Low,2024-01-03,,5371.37
CONT00110,VEN01036,Vendor 1036,Turnkey,Port Development - Phase 2,Port Development,143.79,15,2023-03-01,2024-05-24,,Signed,30.0,Not Started,Excellent,Net 45 days,3694471.74,0.0,0.0,None,4,26.94,Minor Issues,Low,2022-12-30,,170.73
CONT00111,VEN00093,Vendor 93,Design & Build,Commercial Complex - Phase 5,Commercial Complex,426.27,15,2025-07-11,2026-10-04,,Awarded,45.3,Not Started,Average,"Advance 10%, Balance on completion",15791127.55,0.0,0.0,None,2,68.43,Compliant,Low,2025-06-14,,494.7
CONT00112,VEN00807,Vendor 807,Annual Maintenance Contract,Smart City - Phase 3,Smart City,429.05,10,2024-10-27,2025-08-23,,In Execution,95.0,Delayed,Excellent,Net 30 days,40171396.19,4017139.62,1076868.17,Safety violations,2,23.28,Minor Issues,Medium,2024-09-25,2025-11-20,452.33000000000004
CONT00113,VEN01908,Vendor 1908,Unit Rate,Power Plant - Phase 2,Power Plant,654.85,15,2024-01-20,2025-04-14,,In Execution,95.0,Delayed,Good,As per milestones,58524479.69,5852447.97,1662908.92,Non-compliance,1,114.58,Non-Compliant,High,2023-10-23,2025-11-22,769.4300000000001
CONT00114,VEN01632,Vendor 1632,Cost Plus,Bus Terminal - Phase 1,Bus Terminal,338.98,24,2024-08-29,2026-08-19,,Active,70.56,On Time,Good,As per milestones,21817261.76,2181726.18,0.0,None,4,18.3,Compliant,Low,2024-08-10,2025-10-19,357.28000000000003
CONT00115,VEN01942,Vendor 1942,Cost Plus,Road Construction - Phase 2,Road Construction,38.23,5,2023-08-16,2024-01-13,,On Hold,38.73,Not Started,Average,Milestone Based,1146902.48,0.0,0.0,None,3,1.31,Compliant,Low,2023-07-06,,39.54
CONT00116,VEN01149,Vendor 1149,Annual Maintenance Contract,Manufacturing Facility - Phase 4,Manufacturing Facility,382.38,11,2023-05-12,2024-04-06,,In Execution,95.0,Delayed,Good,As per milestones,33722829.18,3372282.92,774387.32,Safety violations,0,0.0,Compliant,Medium,2023-02-15,2025-11-23,382.38
CONT00117,VEN00461,Vendor 461,Maintenance,SEZ Development - Phase 3,SEZ Development,3760.96,27,2024-02-28,2026-05-18,,Signed,34.42,Not Started,Below Average,As per milestones,119153395.24,0.0,0.0,None,0,0.0,Compliant,Medium,2023-12-27,,3760.96
CONT00118,VEN01835,Vendor 1835,Design & Build,Railway Station - Phase 3,Railway Station,41207.71,42,2025-09-13,2029-02-24,,Terminated,76.87,Not Started,Excellent,Milestone Based,2897406562.08,0.0,0.0,None,3,2852.27,Minor Issues,Low,2025-07-26,,44059.979999999996
CONT00119,VEN01911,Vendor 1911,Lump Sum,Refinery - Phase 3,Refinery,65.41,12,2024-08-05,2025-07-31,,On Hold,13.55,Not Started,Below Average,Net 90 days,469266.82,0.0,0.0,None,0,0.0,Compliant,Medium,2024-05-22,,65.41
CONT00120,VEN00206,Vendor 206,Time & Material,SEZ Development - Phase 2,SEZ Development,59.53,5,2023-08-28,2024-01-25,,Signed,43.42,Not Started,Good,"Advance 10%, Balance on completion",2393754.2,0.0,0.0,None,2,13.62,Compliant,Low,2023-06-01,,73.15
CONT00121,VEN00476,Vendor 476,Lump Sum,IT Park - Phase 1,IT Park,1700.26,17,2025-09-25,2027-02-17,,Awarded,65.16,Not Started,Good,As per milestones,94425470.96,0.0,0.0,None,5,376.86,Compliant,Low,2025-06-30,,2077.12
CONT00122,VEN01235,Vendor 1235,Supply,Power Plant - Phase 3,Power Plant,677.18,22,2023-03-03,2024-12-22,,In Progress,95.0,Delayed,Good,Net 90 days,58855075.74,5885507.57,613685.72,Safety violations,2,53.61,Compliant,Medium,2023-01-04,2025-11-24,730.79
CONT00123,VEN01163,Vendor 1163,Time & Material,SEZ Development - Phase 2,SEZ Development,87.05,9,2023-07-17,2024-04-12,,In Execution,95.0,Delayed,Good,Net 45 days,8109194.69,810919.47,147436.34,Quality issues,5,1.88,Compliant,Medium,2023-05-06,2025-11-27,88.92999999999999
CONT00124,VEN01954,Vendor 1954,Annual Maintenance Contract,Sewage Treatment Plant - Phase 5,Sewage Treatment Plant,1045.74,32,2023-12-03,2026-07-20,,On Hold,14.35,Not Started,Excellent,"Advance 10%, Balance on completion",13334827.63,0.0,0.0,None,3,242.94,Minor Issues,Low,2023-10-10,,1288.68
CONT00125,VEN01414,Vendor 1414,Supply,Data Center - Phase 3,Data Center,298.76,10,2023-04-04,2024-01-29,,In Progress,95.0,Delayed,Poor,"Advance 20%, Balance 80%",27140211.71,2714021.17,831160.0,Labor shortage,3,61.09,Minor Issues,High,2023-02-17,2025-10-16,359.85
CONT00126,VEN01789,Vendor 1789,Supply,Office Tower - Phase 4,Office Tower,425.61,24,2025-04-23,2027-04-13,,Active,42.55,On Time,Average,Net 60 days,17408293.41,1740829.34,0.0,None,4,51.76,Compliant,Low,2025-01-24,2025-10-30,477.37
CONT00127,VEN00187,Vendor 187,Lump Sum,School - Phase 1,School,561.92,20,2025-08-12,2027-04-04,,In Execution,23.91,At Risk,Average,As per milestones,13315625.61,1331562.56,0.0,None,1,11.63,Compliant,Low,2025-07-19,2025-12-26,573.55
CONT00128,VEN00868,Vendor 868,Annual Maintenance Contract,Refinery - Phase 1,Refinery,154.23,8,2023-04-17,2023-12-13,,Active,95.0,Delayed,Good,Net 60 days,13470719.92,1347071.99,221497.87,Non-compliance,4,19.0,Minor Issues,Medium,2023-02-13,2025-11-13,173.23
CONT00129,VEN00165,Vendor 165,Time & Material,Manufacturing Facility - Phase 5,Manufacturing Facility,87.43,4,2024-12-08,2025-04-07,,In Execution,95.0,Delayed,Excellent,Net 90 days,7575600.86,757560.09,257576.2,Delay in completion,2,16.21,Compliant,Medium,2024-10-06,2025-12-02,103.64000000000001
CONT00130,VEN00507,Vendor 507,Turnkey,Solar Farm - Phase 2,Solar Farm,94.37,4,2025-10-04,2026-02-01,,Awarded,53.04,Not Started,Below Average,Net 30 days,4778549.1,0.0,0.0,None,0,0.0,Compliant,Medium,2025-07-24,,94.37
CONT00131,VEN01225,Vendor 1225,Time & Material,Refinery - Phase 1,Refinery,13.98,10,2024-08-16,2025-06-12,,In Execution,95.0,Delayed,Below Average,Net 30 days,1308631.26,130863.13,15175.36,Safety violations,5,2.13,Compliant,High,2024-06-21,2025-12-01,16.11
CONT00132,VEN00619,Vendor 619,Service,Manufacturing Facility - Phase 5,Manufacturing Facility,37.05,3,2024-12-15,2025-03-15,,Awarded,48.91,Not Started,Excellent,"Advance 20%, Balance 80%",1463046.86,0.0,0.0,None,3,7.44,Compliant,Low,2024-10-08,,44.489999999999995
CONT00133,VEN00837,Vendor 837,Service,Sewage Treatment Plant - Phase 4,Sewage Treatment Plant,58.41,6,2024-09-03,2025-03-02,,Terminated,70.03,Not Started,Excellent,Milestone Based,3556244.29,0.0,0.0,None,2,14.17,Compliant,Low,2024-08-02,,72.58
CONT00134,VEN00796,Vendor 796,Consultancy,Water Treatment Plant - Phase 2,Water Treatment Plant,171.16,20,2023-11-10,2025-07-02,2025-10-17,Completed,100.0,Critical Delay,Average,Net 90 days,17028127.16,855816.95,1264790.54,Non-compliance,2,37.82,Compliant,Medium,2023-08-12,2025-10-21,208.98
CONT00135,VEN00445,Vendor 445,Turnkey,Airport - Phase 3,Airport,918.09,12,2024-11-14,2025-11-09,2026-04-19,Completed,100.0,Critical Delay,Poor,Milestone Based,83414036.98,4590473.72,7005199.39,Labor shortage,1,68.9,Compliant,High,2024-09-24,2025-11-13,986.99
CONT00136,VEN00955,Vendor 955,Lump Sum,Data Center - Phase 3,Data Center,423.68,21,2023-04-29,2025-01-18,2025-07-12,Completed,100.0,Critical Delay,Poor,Milestone Based,39141144.81,2118400.78,3946429.82,Safety violations,1,48.81,Compliant,High,2023-03-17,2025-12-13,472.49
CONT00137,VEN00034,Vendor 34,Maintenance,Hotel - Phase 5,Hotel,475.82,10,2024-11-02,2025-08-29,,Under Review,26.1,Not Started,Average,Net 90 days,10043751.69,0.0,0.0,None,3,84.47,Compliant,Low,2024-08-17,,560.29
CONT00138,VEN01980,Vendor 1980,Cost Plus,Data Center - Phase 4,Data Center,759.5,17,2024-12-27,2026-05-21,,In Progress,78.13,Ahead of Schedule,Good,Letter of Credit,51819224.81,5181922.48,0.0,None,6,106.71,Minor Issues,Low,2024-12-03,2025-12-25,866.21
CONT00139,VEN01566,Vendor 1566,Construction,Hospital - Phase 2,Hospital,1925.73,34,2025-02-02,2027-11-19,,Active,27.61,At Risk,Good,Net 30 days,41271041.62,4127104.16,0.0,None,3,311.58,Compliant,Low,2024-11-17,2025-12-29,2237.31
CONT00140,VEN00014,Vendor 14,Lump Sum,Hotel - Phase 4,Hotel,57.65,7,2024-04-30,2024-11-26,,Active,95.0,Delayed,Average,Progress Payment,5011784.65,501178.46,44246.89,Quality issues,0,0.0,Compliant,Medium,2024-03-22,2025-10-13,57.65
CONT00141,VEN01079,Vendor 1079,Maintenance,Railway Station - Phase 3,Railway Station,45.72,8,2023-08-30,2024-04-26,,Signed,49.55,Not Started,Poor,Net 90 days,2128316.14,0.0,0.0,None,4,1.76,Non-Compliant,Medium,2023-08-11,,47.48
CONT00142,VEN00192,Vendor 192,Design & Build,Wind Farm - Phase 4,Wind Farm,150.5,6,2024-12-23,2025-06-21,2025-09-26,Completed,100.0,Critical Delay,Average,30-60-90 day terms,13869831.15,752517.23,1477738.21,Labor shortage,7,33.98,Minor Issues,Medium,2024-11-09,2025-12-04,184.48
CONT00143,VEN01846,Vendor 1846,Cost Plus,Stadium - Phase 4,Stadium,93.17,7,2025-10-02,2026-04-30,,In Progress,54.77,Ahead of Schedule,Excellent,Net 90 days,4555800.28,455580.03,0.0,None,3,17.14,Compliant,Low,2025-09-08,2025-11-23,110.31
CONT00144,VEN00333,Vendor 333,Unit Rate,Port Development - Phase 5,Port Development,2556.63,29,2024-01-29,2026-06-17,,Awarded,62.89,Not Started,Excellent,As per milestones,142278850.19,0.0,0.0,None,2,624.06,Compliant,Low,2023-11-20,,3180.69
CONT00145,VEN00476,Vendor 476,Supply,Power Plant - Phase 5,Power Plant,4819.43,24,2024-02-09,2026-01-29,,Active,95.0,At Risk,Average,Milestone Based,434201883.08,43420188.31,0.0,None,1,1139.62,Compliant,Low,2023-11-12,2025-11-13,5959.05
CONT00146,VEN00176,Vendor 176,Unit Rate,Sewage Treatment Plant - Phase 2,Sewage Treatment Plant,1328.15,16,2023-10-22,2025-02-13,,In Progress,95.0,Delayed,Good,Net 45 days,124958913.24,12495891.32,2140768.13,Safety violations,3,57.79,Compliant,Medium,2023-08-13,2025-11-04,1385.94
CONT00147,VEN01141,Vendor 1141,Lump Sum,Office Tower - Phase 4,Office Tower,18.07,11,2025-06-01,2026-04-27,,Under Review,70.46,Not Started,Excellent,Progress Payment,1202855.16,0.0,0.0,None,0,0.0,Minor Issues,Low,2025-04-16,,18.07
CONT00148,VEN01172,Vendor 1172,Lump Sum,Metro Rail - Phase 4,Metro Rail,34.2,7,2023-03-05,2023-10-01,,In Progress,95.0,Delayed,Good,Progress Payment,3146733.75,314673.38,47979.98,Delay in completion,5,6.36,Compliant,Medium,2023-01-24,2025-11-03,40.56
CONT00149,VEN00220,Vendor 220,Service,Sewage Treatment Plant - Phase 1,Sewage Treatment Plant,2328.87,31,2023-10-22,2026-05-09,,Under Review,40.82,Not Started,Good,30-60-90 day terms,72365758.95,0.0,0.0,None,0,0.0,Compliant,Low,2023-09-12,,2328.87
CONT00150,VEN00982,Vendor 982,Annual Maintenance Contract,Metro Rail - Phase 4,Metro Rail,18115.17,55,2024-07-30,2029-02-04,,Under Review,36.32,Not Started,Average,Progress Payment,591889812.18,0.0,0.0,None,5,1194.77,Non-Compliant,Medium,2024-06-22,,19309.94
CONT00151,VEN01397,Vendor 1397,Lump Sum,Residential Building - Phase 4,Residential Building,1838.59,21,2025-07-20,2027-04-11,,Awarded,57.11,Not Started,Excellent,"Advance 10%, Balance on completion",100549417.83,0.0,0.0,None,3,339.23,Minor Issues,Low,2025-06-26,,2177.8199999999997
CONT00152,VEN00920,Vendor 920,Unit Rate,Shopping Mall - Phase 5,Shopping Mall,555.95,19,2025-09-24,2027-04-17,,Under Review,59.11,Not Started,Average,Bank Guarantee,29316759.69,0.0,0.0,None,0,0.0,Minor Issues,Low,2025-07-26,,555.95
CONT00153,VEN00341,Vendor 341,Time & Material,Warehouse - Phase 1,Warehouse,680.53,18,2024-01-29,2025-07-22,,Awarded,17.42,Not Started,Excellent,Net 90 days,8376862.59,0.0,0.0,None,2,104.47,Compliant,Low,2023-11-18,,785.0
CONT00154,VEN00767,Vendor 767,Design & Build,School - Phase 5,School,235.67,6,2023-03-26,2023-09-22,2023-11-06,Completed,100.0,Critical Delay,Good,Net 45 days,23293502.8,1178352.2,1128067.01,Quality issues,1,47.22,Compliant,Medium,2023-01-26,2025-11-01,282.89
CONT00155,VEN00200,Vendor 200,Turnkey,IT Park - Phase 4,IT Park,370.24,9,2025-10-23,2026-07-20,,Under Review,55.36,Not Started,Average,Net 60 days,17052654.79,0.0,0.0,None,3,51.34,Compliant,Low,2025-08-27,,421.58000000000004
CONT00156,VEN01147,Vendor 1147,Design & Build,School - Phase 2,School,3519.04,17,2023-07-07,2024-11-28,,Awarded,12.04,Not Started,Average,Net 90 days,26560699.82,0.0,0.0,None,1,73.98,Compliant,Low,2023-05-18,,3593.02
CONT00157,VEN01541,Vendor 1541,Cost Plus,Smart City - Phase 1,Smart City,819.55,23,2024-11-21,2026-10-12,,Under Review,32.82,Not Started,Good,"Advance 10%, Balance on completion",21400087.23,0.0,0.0,None,2,198.46,Compliant,Low,2024-09-18,,1018.01
CONT00158,VEN01252,Vendor 1252,Design & Build,Stadium - Phase 1,Stadium,860.97,11,2024-04-08,2025-03-04,2025-07-24,Completed,100.0,Critical Delay,Excellent,Net 45 days,84042572.13,4304830.11,2982692.93,Delay in completion,3,118.37,Compliant,Medium,2024-03-07,2025-10-19,979.34
CONT00159,VEN00786,Vendor 786,Design & Build,Metro Rail - Phase 4,Metro Rail,724.09,11,2025-01-01,2025-11-27,,Signed,30.22,Not Started,Good,Milestone Based,17395771.5,0.0,0.0,None,4,173.0,Compliant,Low,2024-11-23,,897.09
CONT00160,VEN01670,Vendor 1670,Design & Build,Hotel - Phase 5,Hotel,468.22,21,2023-08-10,2025-05-01,,Signed,44.21,Not Started,Excellent,Net 30 days,16973081.6,0.0,0.0,None,1,12.89,Compliant,Low,2023-06-20,,481.11
CONT00161,VEN00345,Vendor 345,Turnkey,Stadium - Phase 4,Stadium,201.89,9,2024-06-08,2025-03-05,,In Execution,95.0,Delayed,Good,Net 30 days,17645168.55,1764516.85,376702.96,Non-compliance,8,8.79,Minor Issues,Medium,2024-04-23,2025-11-23,210.67999999999998
CONT00162,VEN01792,Vendor 1792,Construction,School - Phase 3,School,835.06,20,2025-04-12,2026-12-03,,On Hold,24.69,Not Started,Average,As per milestones,17690791.95,0.0,0.0,None,3,138.23,Compliant,Low,2025-03-11,,973.29
CONT00163,VEN01608,Vendor 1608,Consultancy,Railway Station - Phase 2,Railway Station,3280.3,29,2024-05-12,2026-09-29,,In Execution,62.91,At Risk,Poor,"Advance 10%, Balance on completion",196865225.8,19686522.58,0.0,None,1,712.95,Non-Compliant,Medium,2024-04-15,2025-12-14,3993.25
CONT00164,VEN01972,Vendor 1972,Design & Build,Commercial Complex - Phase 3,Commercial Complex,1507.55,16,2024-07-15,2025-11-07,,In Progress,95.0,Delayed,Average,30-60-90 day terms,137297333.41,13729733.34,2930024.84,Quality issues,1,173.78,Compliant,Medium,2024-06-19,2025-11-10,1681.33
CONT00165,VEN01056,Vendor 1056,Cost Plus,Water Treatment Plant - Phase 3,Water Treatment Plant,539.24,24,2025-12-03,2027-11-23,2028-04-28,Completed,100.0,Critical Delay,Poor,30-60-90 day terms,50342673.88,2696200.16,4745770.6,Safety violations,3,60.11,Non-Compliant,High,2025-10-22,2025-10-29,599.35
CONT00166,VEN00550,Vendor 550,Annual Maintenance Contract,Railway Station - Phase 3,Railway Station,620.14,24,2023-03-21,2025-03-10,,Under Review,72.59,Not Started,Average,Net 30 days,44398991.85,0.0,0.0,None,3,77.95,Compliant,Low,2023-02-14,,698.09
CONT00167,VEN00904,Vendor 904,Turnkey,Residential Building - Phase 4,Residential Building,71.97,5,2024-03-30,2024-08-27,,In Progress,95.0,Delayed,Below Average,Net 45 days,6366332.23,636633.22,50816.82,Safety violations,3,12.18,Compliant,High,2024-02-05,2025-12-02,84.15
CONT00168,VEN00880,Vendor 880,Time & Material,Industrial Plant - Phase 1,Industrial Plant,52.91,5,2024-09-01,2025-01-29,,In Execution,95.0,Delayed,Excellent,As per milestones,4844903.33,484490.33,157170.92,Delay in completion,1,2.67,Compliant,Medium,2024-06-29,2025-12-20,55.58
CONT00169,VEN01497,Vendor 1497,Supply,Road Construction - Phase 3,Road Construction,369.33,18,2025-03-11,2026-09-02,,In Progress,47.29,At Risk,Average,Bank Guarantee,15066423.37,1506642.34,0.0,None,1,68.75,Compliant,Low,2025-02-05,2025-11-09,438.08
CONT00170,VEN01262,Vendor 1262,Time & Material,School - Phase 2,School,19.04,4,2023-10-14,2024-02-11,,Under Review,77.43,Not Started,Good,Net 60 days,1427178.77,0.0,0.0,None,2,1.47,Compliant,Low,2023-08-24,,20.509999999999998
CONT00171,VEN01596,Vendor 1596,Cost Plus,Residential Building - Phase 3,Residential Building,64.62,6,2023-09-28,2024-03-26,,Terminated,55.23,Not Started,Average,Net 90 days,3249459.79,0.0,0.0,None,0,0.0,Compliant,Low,2023-09-04,,64.62
CONT00172,VEN01082,Vendor 1082,Construction,Solar Farm - Phase 3,Solar Farm,87.47,12,2023-07-31,2024-07-25,,Under Review,48.24,Not Started,Good,Milestone Based,3385250.66,0.0,0.0,None,3,2.09,Compliant,Low,2023-06-13,,89.56
CONT00173,VEN00442,Vendor 442,Construction,Commercial Complex - Phase 4,Commercial Complex,665.71,22,2023-08-11,2025-06-01,,Awarded,59.13,Not Started,Excellent,Letter of Credit,35782234.65,0.0,0.0,None,0,0.0,Compliant,Low,2023-07-17,,665.71
CONT00174,VEN01048,Vendor 1048,Consultancy,Smart City - Phase 2,Smart City,451.66,8,2024-03-13,2024-11-08,,Awarded,61.1,Not Started,Average,Net 30 days,26490796.18,0.0,0.0,None,5,21.08,Compliant,Low,2024-02-20,,472.74
CONT00175,VEN00634,Vendor 634,Time & Material,IT Park - Phase 2,IT Park,73.71,3,2025-01-07,2025-04-07,,Signed,76.71,Not Started,Good,As per milestones,5463364.93,0.0,0.0,None,1,14.19,Minor Issues,Low,2024-12-08,,87.89999999999999
CONT00176,VEN01580,Vendor 1580,Construction,Power Plant - Phase 4,Power Plant,15.75,12,2025-07-04,2026-06-29,,Signed,41.86,Not Started,Good,Milestone Based,523955.78,0.0,0.0,None,0,0.0,Compliant,Low,2025-06-06,,15.75
CONT00177,VEN01832,Vendor 1832,Unit Rate,Manufacturing Facility - Phase 1,Manufacturing Facility,55.79,3,2025-11-13,2026-02-11,,On Hold,13.22,Not Started,Good,Net 60 days,637677.82,0.0,0.0,None,6,1.57,Minor Issues,Low,2025-09-06,,57.36
CONT00178,VEN00460,Vendor 460,Annual Maintenance Contract,Port Development - Phase 4,Port Development,2279.74,14,2023-11-06,2024-12-30,2025-04-07,Completed,100.0,Critical Delay,Average,Net 30 days,223885469.15,11398702.75,22458432.96,Labor shortage,6,81.74,Compliant,Medium,2023-09-16,2025-11-22,2361.4799999999996
CONT00179,VEN00671,Vendor 671,Supply,Hotel - Phase 4,Hotel,28.06,12,2024-03-26,2025-03-21,,On Hold,42.47,Not Started,Average,Milestone Based,911878.86,0.0,0.0,None,3,5.29,Compliant,Low,2024-02-09,,33.35
