change_order_id,co_number,project_id,contract_id,change_type,change_description,initiator,date_raised,review_start_date,approval_date,rejection_date,implementation_date,closure_date,status,priority,original_contract_value,change_order_value,co_percentage,is_increase,schedule_impact_days,impact_areas,justification,approver,num_revisions,num_documents,rejection_reason,risk_level,contingency_used_pct,notes,processing_days
CO00092,37,PROJ01667,CONT00671,Method Change,Method Change - Foundation Work,Consultant,2024-08-14,2024-08-15,2024-08-26,,2024-09-10,,Implemented,Medium,4980250114.37,20022267.66,0.4,True,41,"Cost, Schedule",Regulatory compliance,Project Manager,0,2,,Medium,44.64,,12
CO00093,1,PROJ00586,CONT01100,Specification Change,Specification Change - Structure,Consultant,2025-04-11,2025-04-12,2025-05-24,,,,Approved,Medium,3664789510.46,64578514.62,1.76,True,8,"Cost, Schedule",Quality enhancement,Project Director,3,10,,Medium,63.51,Schedule impact being assessed,43
CO00094,44,PROJ01691,CONT01277,Specification Change,Specification Change - Foundation Work,Contractor,2024-11-29,2024-12-01,,2024-12-10,,,Rejected,Medium,1928671847.99,98018149.67,5.08,True,20,"Cost, Schedule, Risk",Risk mitigation,Project Director,1,7,Client disapproval,High,0.0,,11
CO00095,33,PROJ00306,CONT01242,Material Substitution,Material Substitution - MEP System,Design Team,2025-07-24,2025-07-29,2025-09-01,,2025-09-21,2025-10-27,Closed,Low,2025477480.55,42475073.12,2.1,True,-11,"Cost, Schedule, Resources",Schedule optimization,Project Manager,2,3,,Medium,50.86,Urgent approval required,39
CO00096,17,PROJ01223,CONT00972,Quality Downgrade,Quality Downgrade - Interior,Client,2024-09-02,2024-09-06,2024-09-18,,2024-10-17,2024-12-04,Closed,Medium,935509102.56,-32193211.57,3.44,False,24,"Cost, Schedule, Quality",Client requirement,CEO,0,5,,Low,0.0,,16
CO00097,10,PROJ00643,CONT00858,Client Request,Client Request - Interior,Project Manager,2024-11-12,2024-11-13,,2024-12-09,,,Rejected,Medium,2558915572.59,41721708.98,1.63,True,15,"Cost, Schedule",Risk mitigation,Project Manager,5,9,Scope creep,Medium,0.0,Design team reviewing,27
CO00098,30,PROJ01960,CONT00355,Safety Requirement,Safety Requirement - MEP System,Design Team,2025-04-11,2025-04-14,2025-05-02,,2025-05-14,,Implemented,Low,3089375242.39,-21160374.63,0.68,False,0,Cost,Regulatory compliance,Commercial Manager,2,9,,Medium,0.0,Schedule impact being assessed,21
CO00099,37,PROJ00590,CONT00250,Safety Requirement,Safety Requirement - Structure,Regulatory Authority,2025-01-18,2025-01-19,2025-02-16,,,,Approved,Low,4777583430.62,70692375.09,1.48,True,3,"Cost, Schedule, Resources",Technical necessity,Client Representative,1,10,,Medium,75.31,Schedule impact being assessed,29
CO00100,40,PROJ00282,CONT00224,Quality Downgrade,Quality Downgrade - Foundation Work,Client,2025-05-20,2025-05-24,2025-06-02,,2025-06-26,,Implemented,Medium,3225928409.7,-4519573.13,0.14,False,11,"Cost, Schedule, Quality, Resources",Client requirement,Client Representative,3,9,,Medium,0.0,Cost analysis in progress,13
CO00101,19,PROJ01549,CONT01975,Method Change,Method Change - MEP System,Client,2025-10-07,2025-10-08,2025-10-25,,2025-11-10,2026-01-07,Closed,High,3296263779.05,-15166970.12,0.46,False,32,"Cost, Schedule, Resources",Client requirement,Commercial Manager,3,4,,Medium,0.0,Urgent approval required,18
CO00102,37,PROJ00019,CONT00612,Specification Change,Specification Change - MEP System,Site Engineer,2024-09-28,2024-09-30,,2024-10-19,,,Rejected,Low,4946587403.43,31495072.53,0.64,True,16,"Cost, Schedule",Technical necessity,Project Director,2,4,Budget constraints,Medium,0.0,Schedule impact being assessed,21
CO00103,1,PROJ01472,CONT00382,Method Change,Method Change - External Works,Site Engineer,2025-06-23,2025-06-27,2025-08-01,,2025-08-14,,Implemented,High,959925077.81,78421975.64,8.17,True,42,"Cost, Schedule, Risk",Cost optimization,Client Representative,1,9,,High,75.51,Urgent approval required,39
CO00104,16,PROJ00535,CONT00786,Value Engineering,Value Engineering - External Works,Site Engineer,2025-02-03,2025-02-06,2025-02-25,,2025-03-01,,Implemented,Medium,1579534614.49,58432379.26,3.7,True,-15,"Cost, Schedule",Schedule optimization,Commercial Manager,5,10,,Medium,58.32,Schedule impact being assessed,22
CO00105,15,PROJ00753,CONT01259,Quality Downgrade,Quality Downgrade - Foundation Work,Vendor,2025-08-03,2025-08-08,2025-09-09,,2025-10-06,,Implemented,Medium,2329395496.58,-49464222.17,2.12,False,8,"Cost, Schedule, Quality",Regulatory compliance,Technical Head,0,10,,Medium,0.0,Design team reviewing,37
CO00106,37,PROJ00160,CONT01879,Specification Change,Specification Change - Building Wing,Project Manager,2025-08-06,2025-08-08,2025-09-19,,,,Approved,Medium,906232067.26,78172901.11,8.63,True,13,"Cost, Schedule, Resources, Risk",Site conditions,Commercial Manager,0,9,,Medium,45.93,,44
CO00107,36,PROJ01155,CONT00119,Value Engineering,Value Engineering - Interior,Site Engineer,2025-12-15,2025-12-20,,,,,Under Review,High,2040148678.77,72467983.89,3.55,True,32,"Cost, Schedule",Client requirement,CEO,0,10,,Low,0.0,Under technical review,
CO00108,3,PROJ01913,CONT00967,Quantity Decrease,Quantity Decrease - Structure,Consultant,2025-08-21,2025-08-24,,,,,Cancelled,Low,3852555646.33,-48959997.68,1.27,False,26,"Cost, Schedule, Resources",Schedule optimization,Commercial Manager,3,3,,Low,0.0,Design team reviewing,
CO00109,35,PROJ00243,CONT00366,Regulatory Requirement,Regulatory Requirement - Facade,Consultant,2025-05-23,2025-05-28,2025-06-26,,2025-07-16,,Implemented,Low,4190625897.18,63426912.23,1.51,True,4,"Cost, Schedule",Regulatory compliance,Project Manager,1,6,,Low,75.62,Under technical review,34
CO00110,43,PROJ00066,CONT01658,Client Request,Client Request - Facade,Client,2025-05-05,2025-05-06,2025-05-27,,2025-06-22,,Implemented,Medium,1109799947.07,-34865493.04,3.14,False,-13,"Cost, Schedule",Cost optimization,Technical Head,1,2,,Low,0.0,Schedule impact being assessed,22
CO00111,47,PROJ00480,CONT01671,Method Change,Method Change - Facade,Design Team,2025-05-09,2025-05-13,2025-06-04,,2025-06-15,,Implemented,Medium,1578645732.21,-28510934.88,1.81,False,27,"Cost, Schedule, Resources",Risk mitigation,CEO,1,8,,Medium,0.0,Urgent approval required,26
CO00112,42,PROJ01992,CONT00706,Regulatory Requirement,Regulatory Requirement - External Works,Design Team,2024-11-06,2024-11-10,2024-11-28,,2024-12-28,2025-01-16,Closed,Low,2100469966.46,-5016725.83,0.24,False,-4,"Cost, Schedule, Resources",Design improvement,Project Director,4,8,,Medium,0.0,Client approval pending,22
CO00113,17,PROJ00796,CONT00498,Quality Upgrade,Quality Upgrade - MEP System,Contractor,2024-10-03,2024-10-04,,2024-10-16,,,Rejected,Medium,4250953591.01,18407279.5,0.43,True,31,"Cost, Schedule, Quality",Unforeseen circumstances,Project Director,1,10,Schedule impact unacceptable,Medium,0.0,Cost analysis in progress,13
CO00114,22,PROJ01781,CONT01858,Quantity Decrease,Quantity Decrease - Building Wing,Project Manager,2025-06-26,2025-06-28,2025-08-10,,2025-09-04,,Implemented,High,4814180024.96,-7631177.57,0.16,False,33,"Cost, Schedule, Resources",Cost optimization,Technical Head,2,6,,Medium,0.0,,45
CO00115,23,PROJ01093,CONT01329,Quantity Decrease,Quantity Decrease - MEP System,Design Team,2024-07-30,2024-08-03,,,,,Cancelled,Medium,4425778566.57,-24368195.21,0.55,False,36,"Cost, Schedule",Regulatory compliance,Commercial Manager,0,5,,Low,0.0,Urgent approval required,
CO00116,38,PROJ00535,CONT01134,Client Request,Client Request - MEP System,Consultant,2025-06-20,2025-06-25,2025-07-18,,,,Approved,Medium,1716339901.29,6975966.21,0.41,True,38,"Cost, Schedule, Resources",Schedule optimization,CEO,5,9,,Medium,21.78,Design team reviewing,28
CO00117,47,PROJ00347,CONT00287,Safety Requirement,Safety Requirement - Structure,Consultant,2025-11-07,2025-11-08,,2025-12-06,,,Rejected,Medium,2667327635.48,75860274.04,2.84,True,-11,"Cost, Schedule",Cost optimization,CEO,1,3,Budget constraints,Low,0.0,Urgent approval required,29
CO00118,30,PROJ00448,CONT01036,Site Condition,Site Condition - Building Wing,Vendor,2024-08-25,2024-08-30,2024-09-18,,,,Approved,High,177085657.66,29831872.75,16.85,True,57,"Cost, Schedule, Risk",Client requirement,CEO,5,8,,High,17.49,Under technical review,24
CO00119,16,PROJ01074,CONT00305,Quality Upgrade,Quality Upgrade - Facade,Site Engineer,2025-01-09,2025-01-13,,,,,Cancelled,Medium,1409891209.72,62549981.26,4.44,True,8,"Cost, Schedule, Quality",Regulatory compliance,Project Director,5,2,,Low,0.0,Approved with conditions,
CO00120,36,PROJ00777,CONT00773,Unforeseen Condition,Unforeseen Condition - Building Wing,Client,2025-07-15,2025-07-20,2025-07-28,,2025-08-16,2025-08-23,Closed,Critical,505162000.28,76799469.18,15.2,True,87,"Cost, Schedule, Resources, Risk",Regulatory compliance,CEO,4,9,,Critical,13.26,Under technical review,13
CO00121,18,PROJ01402,CONT01896,Safety Requirement,Safety Requirement - Facade,Client,2025-07-07,2025-07-11,2025-07-18,,2025-07-30,2025-08-14,Closed,Medium,4650955170.15,-2827296.02,0.06,False,-2,"Cost, Schedule, Resources",Unforeseen circumstances,Commercial Manager,5,10,,Medium,0.0,Approved with conditions,11
CO00122,9,PROJ01548,CONT01515,Design Change,Design Change - Facade,Design Team,2025-11-13,2025-11-18,2025-12-28,,,,Approved,Low,578660358.05,-15178399.34,2.62,False,14,"Cost, Schedule",Quality enhancement,Project Manager,3,9,,Low,0.0,Design team reviewing,45
CO00123,25,PROJ01133,CONT01928,Client Request,Client Request - Foundation Work,Regulatory Authority,2025-10-11,2025-10-12,2025-11-04,,2025-11-11,2025-12-10,Closed,Medium,3883620280.26,-5693077.89,0.15,False,0,Cost,Cost optimization,Project Director,0,2,,Medium,0.0,,24
CO00124,18,PROJ00738,CONT01560,Specification Change,Specification Change - Foundation Work,Contractor,2025-06-29,2025-06-30,2025-07-11,,2025-07-25,,Implemented,Medium,2211799628.28,33547754.83,1.52,True,17,"Cost, Schedule",Unforeseen circumstances,Project Manager,3,2,,Medium,38.97,Under technical review,12
CO00125,36,PROJ01485,CONT01846,Quality Downgrade,Quality Downgrade - Facade,Consultant,2024-12-13,2024-12-14,2024-12-30,,2025-01-15,,Implemented,Low,930558551.7,-14908110.25,1.6,False,2,"Cost, Schedule, Quality",Cost optimization,Project Director,2,6,,Low,0.0,,17
CO00126,13,PROJ01217,CONT01263,Value Engineering,Value Engineering - Building Wing,Consultant,2025-03-01,2025-03-04,2025-04-05,,2025-04-18,2025-05-20,Closed,High,133160110.18,9353796.76,7.02,True,38,"Cost, Schedule, Risk",Technical necessity,CEO,1,9,,High,22.43,Approved with conditions,35
CO00127,19,PROJ01984,CONT00654,Unforeseen Condition,Unforeseen Condition - Facade,Project Manager,2025-02-07,2025-02-12,2025-02-26,,2025-03-19,,Implemented,High,1942670981.39,72474177.31,3.73,True,55,"Cost, Schedule",Risk mitigation,CEO,3,5,,Medium,65.84,Under technical review,19
CO00128,27,PROJ01678,CONT01737,Unforeseen Condition,Unforeseen Condition - Foundation Work,Site Engineer,2025-05-04,2025-05-05,2025-06-08,,2025-06-30,2025-08-04,Closed,Medium,1338140256.16,-26878514.83,2.01,False,59,"Cost, Schedule",Risk mitigation,CEO,3,10,,Low,0.0,Design team reviewing,35
CO00129,35,PROJ01437,CONT01834,Design Change,Design Change - Building Wing,Project Manager,2025-01-08,2025-01-12,,,,,Cancelled,High,915058617.07,41901685.35,4.58,True,77,"Cost, Schedule",Cost optimization,Project Director,2,5,,Low,0.0,,
CO00130,30,PROJ00767,CONT00802,Technical Issue,Technical Issue - Foundation Work,Design Team,2025-12-12,2025-12-13,,,,,Under Review,High,2465578314.01,-5685166.92,0.23,False,43,"Cost, Schedule",Quality enhancement,Commercial Manager,1,10,,Medium,0.0,Design team reviewing,
CO00131,29,PROJ00976,CONT00200,Value Engineering,Value Engineering - MEP System,Contractor,2025-03-05,2025-03-06,,2025-03-31,,,Rejected,Critical,318946958.11,56616848.46,17.75,True,-14,"Cost, Schedule, Risk",Regulatory compliance,Technical Head,1,7,Scope creep,Critical,0.0,,26
CO00132,26,PROJ00475,CONT01634,Schedule Change,Schedule Change - Foundation Work,Regulatory Authority,2024-11-27,2024-12-01,2024-12-28,,2024-12-31,,Implemented,Critical,243042144.28,42116040.61,17.33,True,-3,"Cost, Schedule, Risk",Regulatory compliance,CEO,0,3,,High,35.61,Cost analysis in progress,31
CO00133,17,PROJ00938,CONT00234,Unforeseen Condition,Unforeseen Condition - Facade,Design Team,2024-12-05,2024-12-09,2024-12-23,,2025-01-21,,Implemented,Medium,3095411263.58,38050707.18,1.23,True,49,"Cost, Schedule",Unforeseen circumstances,CEO,1,7,,Low,26.7,Under technical review,18
CO00134,45,PROJ00375,CONT00765,Material Substitution,Material Substitution - Facade,Regulatory Authority,2024-11-04,2024-11-09,2024-11-22,,,,Approved,Medium,3022486505.48,36220906.73,1.2,True,-3,"Cost, Schedule",Schedule optimization,Client Representative,2,9,,Low,70.59,Urgent approval required,18
CO00135,13,PROJ00993,CONT00280,Regulatory Requirement,Regulatory Requirement - Facade,Vendor,2024-11-14,2024-11-16,2024-11-26,,2024-12-17,,Implemented,High,3455013685.74,12344565.29,0.36,True,38,"Cost, Schedule",Regulatory compliance,Project Manager,1,10,,Medium,21.77,,12
CO00136,50,PROJ01159,CONT01521,Unforeseen Condition,Unforeseen Condition - Facade,Contractor,2025-09-12,2025-09-13,2025-10-17,,2025-11-06,,Implemented,High,1412655656.03,31465927.31,2.23,True,51,"Cost, Schedule",Cost optimization,CEO,1,6,,Low,41.48,Design team reviewing,35
CO00137,6,PROJ01766,CONT01673,Value Engineering,Value Engineering - External Works,Contractor,2025-05-09,2025-05-14,2025-06-12,,2025-06-20,,Implemented,High,1128403021.19,60641947.3,5.37,True,29,"Cost, Schedule, Resources, Risk",Regulatory compliance,Project Director,4,7,,High,51.78,Client approval pending,34
CO00138,19,PROJ00663,CONT01442,Quantity Decrease,Quantity Decrease - Facade,Site Engineer,2024-07-29,2024-08-02,2024-08-08,,,,Approved,Low,4928892681.08,-34606367.16,0.7,False,-9,"Cost, Schedule, Resources",Design improvement,Client Representative,1,4,,Medium,0.0,Cost analysis in progress,10
CO00139,44,PROJ01560,CONT01728,Regulatory Requirement,Regulatory Requirement - Structure,Consultant,2025-04-06,2025-04-07,2025-05-08,,2025-05-27,2025-07-18,Closed,Low,3176282821.82,6275849.18,0.2,True,-11,"Cost, Schedule",Quality enhancement,Commercial Manager,2,2,,Low,61.17,,32
CO00140,45,PROJ01301,CONT01361,Site Condition,Site Condition - External Works,Contractor,2024-11-25,2024-11-28,2024-12-20,,2025-01-02,,Implemented,High,1167366681.57,14446465.1,1.24,True,32,"Cost, Schedule, Resources",Unforeseen circumstances,Project Manager,5,2,,Low,16.97,,25
CO00141,11,PROJ00034,CONT00255,Value Engineering,Value Engineering - Structure,Client,2024-10-25,2024-10-28,,2024-11-04,,,Rejected,Low,1091359211.35,53288782.29,4.88,True,-7,"Cost, Schedule",Site conditions,Project Manager,0,7,Budget constraints,Low,0.0,Urgent approval required,10
CO00142,20,PROJ00812,CONT01282,Quality Downgrade,Quality Downgrade - Structure,Contractor,2025-10-01,2025-10-06,2025-11-05,,2025-11-08,2025-11-13,Closed,High,105322888.09,-24886722.0,23.63,False,-7,"Cost, Schedule, Quality, Resources, Risk",Site conditions,Commercial Manager,5,4,,Critical,0.0,Under technical review,35
CO00143,6,PROJ00469,CONT00785,Specification Change,Specification Change - Building Wing,Design Team,2024-12-26,2024-12-28,,2025-01-20,,,Rejected,High,4416846075.4,-29430605.79,0.67,False,34,"Cost, Schedule",Site conditions,Project Director,4,4,Alternative solution available,Medium,0.0,Cost analysis in progress,25
CO00144,10,PROJ01287,CONT01533,Client Request,Client Request - Facade,Vendor,2025-05-29,2025-06-02,2025-06-27,,,,Approved,Medium,524771363.98,-34930233.13,6.66,False,33,"Cost, Schedule, Resources, Risk",Quality enhancement,Client Representative,2,3,,Medium,0.0,Schedule impact being assessed,29
CO00145,45,PROJ01596,CONT01928,Scope Addition,Scope Addition - External Works,Site Engineer,2025-06-10,2025-06-11,2025-07-02,,2025-07-20,,Implemented,Medium,2636970726.21,78880772.09,2.99,True,55,"Cost, Schedule, Scope",Site conditions,CEO,4,3,,Low,79.08,Design team reviewing,22
CO00146,37,PROJ00271,CONT00793,Client Request,Client Request - MEP System,Consultant,2024-09-11,2024-09-12,2024-10-04,,2024-10-13,2024-10-20,Closed,Medium,4776819621.31,65555057.38,1.37,True,-14,"Cost, Schedule",Cost optimization,CEO,5,10,,Medium,39.65,Approved with conditions,23
CO00147,35,PROJ00169,CONT01312,Safety Requirement,Safety Requirement - Facade,Consultant,2025-03-28,2025-03-30,2025-05-08,,,,Approved,Medium,509625661.51,-38146765.7,7.49,False,43,"Cost, Schedule, Risk",Cost optimization,CEO,5,3,,High,0.0,Approved with conditions,41
CO00148,16,PROJ01495,CONT01953,Scope Reduction,Scope Reduction - Foundation Work,Contractor,2024-10-19,2024-10-21,2024-11-02,,2024-11-05,,Implemented,Medium,668334249.57,-31390246.13,4.7,False,-27,"Cost, Schedule, Scope",Client requirement,Project Manager,4,10,,Medium,0.0,Client approval pending,14
CO00149,48,PROJ00762,CONT00260,Quantity Increase,Quantity Increase - Interior,Contractor,2025-12-07,2025-12-12,2025-12-18,,,,Approved,Low,1741554028.95,67252062.55,3.86,True,18,"Cost, Schedule",Schedule optimization,Project Director,3,4,,Medium,21.01,Under technical review,11
CO00150,44,PROJ01832,CONT01176,Specification Change,Specification Change - Foundation Work,Client,2025-11-22,2025-11-26,,,,,Under Review,Medium,4307576144.7,-48156789.04,1.12,False,-13,"Cost, Schedule, Resources",Design improvement,Project Director,4,8,,Low,0.0,Design team reviewing,
CO00151,47,PROJ00509,CONT00853,Method Change,Method Change - MEP System,Contractor,2024-12-21,2024-12-26,2024-12-30,,,,Approved,Medium,685064555.41,50998857.51,7.44,True,-12,"Cost, Schedule, Resources, Risk",Site conditions,Project Manager,2,7,,Medium,48.72,Urgent approval required,9
CO00152,19,PROJ00756,CONT00411,Quantity Decrease,Quantity Decrease - Interior,Project Manager,2024-09-18,2024-09-23,2024-10-10,,2024-10-17,2024-10-22,Closed,Medium,1904540775.71,-48649171.77,2.55,False,34,"Cost, Schedule",Client requirement,Project Manager,5,2,,Medium,0.0,Urgent approval required,22
CO00153,25,PROJ01555,CONT01347,Quantity Decrease,Quantity Decrease - Building Wing,Project Manager,2025-05-08,2025-05-09,2025-05-17,,2025-05-27,2025-07-25,Closed,Low,2157097625.81,-48136882.92,2.23,False,-6,"Cost, Schedule",Quality enhancement,CEO,0,3,,Low,0.0,Approved with conditions,9
CO00154,37,PROJ00154,CONT01213,Scope Reduction,Scope Reduction - Structure,Consultant,2025-05-09,2025-05-12,2025-06-05,,2025-06-22,2025-07-14,Closed,Medium,1529212517.88,-42843857.88,2.8,False,-5,"Cost, Schedule, Scope, Resources",Site conditions,Client Representative,4,3,,Low,0.0,Under technical review,27
CO00155,30,PROJ00337,CONT00921,Method Change,Method Change - Structure,Contractor,2025-01-05,2025-01-06,2025-01-17,,2025-01-25,,Implemented,Low,4826710139.03,-18854566.16,0.39,False,4,"Cost, Schedule",Unforeseen circumstances,Project Manager,1,3,,Low,0.0,Design team reviewing,12
