po_number,vendor_id,vendor_name,contract_id,item_category,item_description,quantity_ordered,quantity_delivered,unit,unit_price,total_amount,gst_rate,gst_amount,discount_pct,discount_amount,total_with_gst,final_amount,amount_paid,outstanding_amount,po_date,acknowledgment_date,expected_delivery_date,actual_delivery_date,days_to_deliver,delay_days,po_status,delivery_status,quality_rating,payment_terms,delivery_terms,incoterms,delivery_location,priority,amendment_count,compliance_status,buyer_name,approver_name,cancellation_reason,notes,delivery_completion_pct,payment_completion_pct
PO00063,VEN00314,Vendor 314,CONT00332,Switches,Switches - Grade B,958,958,Liters,6287.72,6023637.08,28,1686618.38,0.0,0.0,7710255.46,7710255.46,7710255.46,0.0,2025-03-31,2025-04-05,2025-06-01,2025-06-07,68.0,6,Completed,Delivered,Good,30-60-90 days,Ex-Works,CIF,Site A - Mumbai,High,2,Compliant,Materials Manager,Vice President,,Complete delivery in one lot,100.0,100.0
PO00064,VEN01334,Vendor 1334,CONT01172,Air Conditioners,Air Conditioners - Grade Standard,754,754,Bags,8066.41,6082075.2,18,1094773.54,0.0,0.0,7176848.73,7176848.73,7176848.73,0.0,2024-08-30,2024-09-02,2024-11-30,2024-11-22,84.0,0,Delivered,On Time,Excellent,LC at Sight,Ex-Factory,DAP,Project Site,Low,1,Non-Compliant,Contracts Manager,CFO,,As per contract terms,100.0,100.0
PO00065,VEN01558,Vendor 1558,CONT01151,TMT Bars,TMT Bars - Grade C,338,152,Cubic Meter,2605.61,880696.6,18,158525.39,5.35,47073.92,1039221.99,992148.07,198085.45,794062.62,2025-09-29,2025-10-03,2025-11-10,,,0,Delayed,Delayed,Not Rated,"Advance 30%, Balance 70%",FCA,CIF,Factory - Gujarat,High,1,Pending,Materials Manager,Project Director,,,44.97,19.97
PO00066,VEN00937,Vendor 937,CONT00441,Gypsum Boards,Gypsum Boards - Grade C,3027,0,Bags,4366.18,13216441.74,12,1585973.01,8.11,1071966.31,14802414.75,13730448.44,0.0,13730448.44,2025-12-29,2026-01-03,2026-02-24,,,0,Acknowledged,Not Started,Not Rated,Net 30 days,Delivered to Site,FOB,Distribution Center,Medium,0,Pending,Materials Manager,General Manager,,,0.0,0.0
PO00067,VEN00573,Vendor 573,CONT01277,Scaffolding,Scaffolding - Grade Standard,999,999,Bundles,2070.67,2068602.35,28,579208.66,0.0,0.0,2647811.01,2647811.01,2647811.01,0.0,2024-12-28,2025-01-02,2025-03-04,2025-02-21,55.0,0,Delivered,On Time,Excellent,"Advance 30%, Balance 70%",Ex-Factory,EXW,Project Site,Low,1,Compliant,Purchase Manager,CFO,,Complete delivery in one lot,100.0,100.0
PO00068,VEN01216,Vendor 1216,CONT01697,Doors,Doors - Grade Standard,72,18,Meters,9800.99,705671.32,28,197587.97,0.0,0.0,903259.29,903259.29,0.0,903259.29,2025-02-01,2025-02-08,2025-03-31,,,0,On Hold,On Hold,Not Rated,Against Delivery,FOB,EXW,Site A - Mumbai,Medium,4,Pending,Site Engineer,Vice President,,Amendment requested,25.0,0.0
PO00069,VEN00350,Vendor 350,CONT01477,Lighting Fixtures,Lighting Fixtures - Grade Premium,28,0,Liters,3205.56,89755.56,5,4487.78,0.0,0.0,94243.33,94243.33,25875.78,68367.55,2025-12-18,2025-12-19,2026-05-09,,,0,Issued,Not Started,Not Rated,LC at Sight,Door Delivery,EXW,Project Site,Medium,2,Pending,Contracts Manager,Director,,Amendment requested,0.0,27.46
PO00070,VEN01077,Vendor 1077,CONT01960,Tiles,Tiles - Grade Premium,7165,1066,Loads,175.55,1257836.37,12,150940.36,0.0,0.0,1408776.74,1408776.74,0.0,1408776.74,2025-06-24,2025-07-01,2025-09-25,,,0,Delayed,Delayed,Not Rated,"Advance 20%, Balance 80%",DDP,DAP,Factory - Gujarat,Medium,0,Pending,Contracts Manager,CFO,,Awaiting quality approval,14.88,0.0
PO00071,VEN01677,Vendor 1677,CONT01584,Mild Steel,Mild Steel - Grade C,989,431,Sets,2218.47,2194066.24,28,614338.55,0.0,0.0,2808404.78,2808404.78,991534.37,1816870.41,2025-04-19,2025-04-21,2025-09-18,2025-09-16,150.0,0,Partially Delivered,Partially Delivered,Not Rated,Cash on Delivery,DDP,CIF,Factory - Gujarat,High,3,Pending,Contracts Manager,Director,,Vendor confirmed delivery,43.58,35.31
PO00072,VEN01470,Vendor 1470,CONT01396,Reinforcement Steel,Reinforcement Steel - Grade A,3674,2085,Liters,2925.61,10748698.04,0,0.0,2.72,291900.86,10748698.04,10456797.18,5930889.99,4525907.19,2025-03-18,2025-03-22,2025-07-08,2025-06-27,101.0,0,Partially Delivered,Partially Delivered,Good,LC at Sight,Ex-Works,FOB,Main Office,Urgent,0,Pending,Purchase Manager,Senior Manager,,Urgent delivery required,56.75,56.72
PO00073,VEN00019,Vendor 19,CONT01235,TMT Bars,TMT Bars - Grade C,3225,0,Cubic Meter,2473.56,7977236.87,0,0.0,0.0,0.0,7977236.87,7977236.87,0.0,7977236.87,2024-08-08,,2025-01-04,,,0,Cancelled,Cancelled,Not Rated,Against Delivery,DAP,CIF,Site C - Bangalore,Low,0,Pending,Site Engineer,Senior Manager,Budget Constraints,Awaiting quality approval,0.0,0.0
PO00074,VEN01694,Vendor 1694,CONT00672,Aggregates,Aggregates - Grade Premium,594,0,Pieces,3897.39,2315047.56,18,416708.56,9.63,222991.83,2731756.12,2508764.29,0.0,2508764.29,2025-12-31,2026-01-01,2026-04-06,,,0,Acknowledged,Not Started,Not Rated,30-60-90 days,FOB,DDP,Site C - Bangalore,Medium,1,Pending,Contracts Manager,General Manager,,Awaiting quality approval,0.0,0.0
PO00075,VEN01406,Vendor 1406,CONT01834,Excavators,Excavators - Grade C,827,827,Pieces,4834.0,3997718.67,18,719589.36,6.85,273680.29,4717308.03,4443627.74,4443627.74,0.0,2025-05-27,2025-06-03,2025-07-30,2025-09-23,119.0,55,Completed,Delayed,Below Average,Progress Payment,DDP,CIF,Project Site,Medium,1,Compliant,Procurement Head,Vice President,,Quality inspection mandatory,100.0,100.0
PO00076,VEN00127,Vendor 127,CONT01850,Doors,Doors - Grade B,7687,7687,Sets,7197.49,55327089.22,18,9958876.06,0.0,0.0,65285965.28,65285965.28,65285965.28,0.0,2025-09-09,2025-09-15,2025-11-30,2025-11-22,74.0,0,Completed,Delivered,Good,Progress Payment,Delivered to Site,DAP,Main Office,High,1,Minor Issues,Materials Manager,Senior Manager,,Partial delivery acceptable,100.0,100.0
PO00077,VEN01185,Vendor 1185,,Ventilation Systems,Ventilation Systems - Grade C,1246,635,Ton,1881.82,2344741.66,5,117237.08,9.83,230409.94,2461978.74,2231568.8,1065111.59,1166457.21,2025-03-19,2025-03-24,2025-07-31,2025-09-02,167.0,33,Partially Delivered,Delayed,Average,LC at Sight,Delivered to Site,FOB,Site B - Delhi,Low,1,Pending,Purchase Manager,Senior Manager,,As per contract terms,50.96,47.73
PO00078,VEN01101,Vendor 1101,CONT00261,Cranes,Cranes - Grade B,8792,8792,Units,2550.37,22422845.84,12,2690741.5,0.0,0.0,25113587.34,25113587.34,25113587.34,0.0,2024-12-14,2024-12-15,2025-03-12,2025-03-11,87.0,0,Delivered,On Time,Excellent,Against Delivery,Delivered to Site,EXW,Site A - Mumbai,High,3,Compliant,Purchase Manager,Director,,Urgent delivery required,100.0,100.0
PO00079,VEN00502,Vendor 502,CONT00824,Elevators,Elevators - Grade B,211,134,Truckloads,4171038.16,880089050.8,28,246424934.22,0.0,0.0,1126513985.02,1126513985.02,603960694.71,522553290.31,2025-03-16,2025-03-17,2025-06-13,2025-07-09,115.0,26,Partially Delivered,Partially Delivered,Good,"Advance 20%, Balance 80%",Ex-Works,EXW,Site C - Bangalore,Low,0,Pending,Site Engineer,Vice President,,Awaiting quality approval,63.51,53.61
PO00080,VEN01139,Vendor 1139,CONT01992,Transformers,Transformers - Grade Premium,263,263,Bags,155794.9,40974058.04,18,7375330.45,0.0,0.0,48349388.49,48349388.49,48349388.49,0.0,2024-12-17,2024-12-19,2025-03-04,2025-03-07,80.0,3,Delivered,Delivered,Average,Net 30 days,Door Delivery,DAP,Project Site,Medium,1,Compliant,Project Manager,Director,,Amendment requested,100.0,100.0
PO00081,VEN01735,Vendor 1735,CONT01097,Cranes,Cranes - Grade B,9955,9955,Ton,8066.04,80297439.32,28,22483283.01,6.47,5195889.76,102780722.33,97584832.56,97584832.56,0.0,2025-10-24,2025-10-31,2026-01-10,2026-02-06,105.0,27,Completed,Delivered,Good,Net 30 days,DDP,CIF,Warehouse - Pune,Low,0,Compliant,Project Manager,Director,,Partial delivery acceptable,100.0,100.0
PO00082,VEN01131,Vendor 1131,CONT00580,Solar Panels,Solar Panels - Grade Premium,683,683,Truckloads,37749.48,25782895.99,18,4640921.28,4.56,1176181.24,30423817.27,29247636.03,24519109.03,4728527.0,2024-08-15,2024-08-21,2025-01-11,2025-02-05,174.0,25,Delivered,Delivered,Good,30-60-90 days,DDP,CIF,Project Site,Medium,1,Compliant,Project Manager,CFO,,Partial delivery acceptable,100.0,83.83
PO00083,VEN01023,Vendor 1023,CONT01933,Scaffolding,Scaffolding - Grade C,3001,813,Square Meter,1485.59,4458253.89,28,1248311.09,0.0,0.0,5706564.98,5706564.98,0.0,5706564.98,2025-01-11,2025-01-18,2025-03-25,,,0,Delayed,Delayed,Not Rated,Against Delivery,FOB,EXW,Factory - Gujarat,Low,2,Pending,Contracts Manager,General Manager,,As per contract terms,27.09,0.0
PO00084,VEN01726,Vendor 1726,CONT00140,Excavators,Excavators - Grade B,11,11,Loads,165.46,1820.09,28,509.62,0.0,0.0,2329.71,2329.71,2329.71,0.0,2024-08-25,2024-09-01,2024-09-28,2024-10-18,54.0,20,Delivered,Delivered,Good,"Advance 20%, Balance 80%",FOB,EXW,Site C - Bangalore,Low,1,Compliant,Purchase Manager,General Manager,,,100.0,100.0
PO00085,VEN00517,Vendor 517,CONT00548,HVAC Units,HVAC Units - Grade A,307,307,Bags,920752.27,282670948.25,18,50880770.68,0.0,0.0,333551718.93,333551718.93,333551718.93,0.0,2025-10-16,2025-10-23,2025-11-23,2025-11-09,24.0,0,Completed,Delivered,Average,Net 45 days,Ex-Factory,DAP,Warehouse - Pune,Low,0,Compliant,Procurement Head,Vice President,,Amendment requested,100.0,100.0
PO00086,VEN00556,Vendor 556,,Sand,Sand - Grade C,836,487,MT,1527.5,1276987.04,18,229857.67,4.39,56113.56,1506844.7,1450731.15,803795.89,646935.26,2025-06-08,2025-06-14,2025-12-05,2026-01-08,214.0,34,Partially Delivered,Delayed,Not Rated,Progress Payment,FCA,DAP,Project Site,Medium,0,Pending,Contracts Manager,General Manager,,Urgent delivery required,58.25,55.41
PO00087,VEN00201,Vendor 201,CONT01718,Sand,Sand - Grade C,4911,2068,Bundles,7857.13,38586348.61,18,6945542.75,0.0,0.0,45531891.36,45531891.36,18299615.17,27232276.19,2025-12-07,2025-12-09,2026-03-16,2026-04-18,132.0,33,Partially Delivered,Delayed,Average,Net 60 days,Delivered to Site,FOB,Site C - Bangalore,High,0,Pending,Contracts Manager,General Manager,,Awaiting quality approval,42.11,40.19
PO00088,VEN01458,Vendor 1458,CONT00316,Concrete Mixers,Concrete Mixers - Grade Premium,554,554,Sets,1112.09,616098.41,0,0.0,0.0,0.0,616098.41,616098.41,616098.41,0.0,2025-01-03,2025-01-08,2025-04-12,2025-06-07,155.0,56,Completed,Delayed,Good,Net 45 days,FOB,FOB,Factory - Gujarat,High,0,Compliant,Materials Manager,Project Director,,Quality inspection mandatory,100.0,100.0
PO00089,VEN01485,Vendor 1485,CONT01854,Aluminum,Aluminum - Grade Standard,186,186,Nos,4981.93,926638.43,0,0.0,0.0,0.0,926638.43,926638.43,926638.43,0.0,2025-03-04,2025-03-08,2025-06-10,2025-07-03,121.0,23,Delivered,Delivered,Good,Net 45 days,FCA,DDP,Site B - Delhi,Medium,2,Compliant,Site Engineer,Vice President,,Urgent delivery required,100.0,100.0
PO00090,VEN01944,Vendor 1944,CONT01724,Lighting Fixtures,Lighting Fixtures - Grade Premium,325,325,Bags,4842.2,1573713.85,5,78685.69,9.75,153433.98,1652399.54,1498965.56,1498965.56,0.0,2025-02-12,2025-02-15,2025-05-04,2025-06-20,128.0,47,Delivered,Delayed,Poor,Net 90 days,FCA,DAP,Site C - Bangalore,Medium,2,Compliant,Procurement Head,Vice President,,,100.0,100.0
PO00091,VEN00056,Vendor 56,CONT00946,Excavators,Excavators - Grade B,3837,3837,Loads,2496.01,9577188.68,5,478859.43,8.31,796114.74,10056048.12,9259933.38,9259933.38,0.0,2025-08-17,2025-08-20,2025-12-02,2026-01-17,153.0,46,Delivered,Delayed,Good,Progress Payment,Door Delivery,DAP,Site B - Delhi,Medium,2,Compliant,Contracts Manager,Vice President,,Partial delivery acceptable,100.0,100.0
PO00092,VEN01347,Vendor 1347,CONT00341,Street Lights,Street Lights - Grade Standard,830,830,Units,1076.2,893250.09,5,44662.5,0.0,0.0,937912.6,937912.6,937912.6,0.0,2025-09-20,2025-09-25,2025-10-22,2025-12-20,91.0,59,Completed,Delayed,Average,Net 90 days,Ex-Factory,DDP,Site A - Mumbai,Medium,2,Compliant,Contracts Manager,Vice President,,Complete delivery in one lot,100.0,100.0
PO00093,VEN00852,Vendor 852,CONT00176,Structural Steel,Structural Steel - Grade B,6694,6694,Loads,1066.47,7138936.85,18,1285008.63,0.0,0.0,8423945.48,8423945.48,8423945.48,0.0,2025-01-15,2025-01-20,2025-06-15,2025-06-14,150.0,0,Completed,Delivered,Excellent,"Advance 30%, Balance 70%",CIF,CIF,Factory - Gujarat,Medium,2,Non-Compliant,Purchase Manager,Vice President,,Partial delivery acceptable,100.0,100.0
PO00094,VEN01634,Vendor 1634,CONT00378,Tiles,Tiles - Grade Premium,3515,0,Units,367.13,1290465.56,5,64523.28,0.0,0.0,1354988.84,1354988.84,0.0,1354988.84,2024-12-04,,2025-01-04,,,0,Cancelled,Cancelled,Not Rated,Net 45 days,CIF,EXW,Distribution Center,Low,0,Pending,Procurement Head,CFO,Vendor Non-Performance,,0.0,0.0
PO00095,VEN01979,Vendor 1979,CONT01223,Solar Panels,Solar Panels - Grade Standard,2425,2425,Square Meter,140979.81,341876050.67,12,41025126.08,0.0,0.0,382901176.75,382901176.75,382901176.75,0.0,2025-03-08,2025-03-12,2025-04-28,2025-05-06,59.0,8,Completed,Delivered,Good,Net 60 days,Door Delivery,DAP,Site C - Bangalore,Medium,0,Compliant,Project Manager,Director,,Amendment requested,100.0,100.0
PO00096,VEN00592,Vendor 592,,Switches,Switches - Grade Premium,2470,2470,Cubic Meter,9641.91,23815512.72,28,6668343.56,0.0,0.0,30483856.29,30483856.29,21573887.73,8909968.56,2025-06-21,2025-06-24,2025-10-27,2025-12-13,175.0,47,Completed,Delayed,Good,Bank Guarantee,Ex-Factory,CIF,Main Office,Medium,2,Compliant,Procurement Head,CFO,,Amendment requested,100.0,70.77
PO00097,VEN01159,Vendor 1159,CONT01569,Sanitary Ware,Sanitary Ware - Grade Standard,7194,0,Meters,5508.9,39631008.04,18,7133581.45,0.0,0.0,46764589.48,46764589.48,0.0,46764589.48,2025-11-25,2025-11-26,2026-04-16,,,0,In Progress,In Transit,Not Rated,"Advance 20%, Balance 80%",FOB,DAP,Warehouse - Pune,Low,3,Pending,Project Manager,General Manager,,Partial delivery acceptable,0.0,0.0
PO00098,VEN01661,Vendor 1661,CONT01412,Transformers,Transformers - Grade Standard,319,319,Liters,83146.79,26523824.8,12,3182858.98,0.0,0.0,29706683.78,29706683.78,26365380.97,3341302.8,2025-11-07,2025-11-08,2026-05-01,2026-05-23,197.0,22,Delivered,Delivered,Good,"Advance 20%, Balance 80%",Door Delivery,FOB,Site C - Bangalore,High,1,Compliant,Materials Manager,Senior Manager,,Vendor confirmed delivery,100.0,88.75
PO00099,VEN01697,Vendor 1697,CONT01728,Scaffolding,Scaffolding - Grade Premium,3590,0,Feet,6372.91,22878764.34,0,0.0,0.0,0.0,22878764.34,22878764.34,3785471.3,19093293.04,2024-10-01,,2024-11-19,,,0,Cancelled,Cancelled,Not Rated,Cash on Delivery,FCA,DAP,Project Site,Urgent,0,Pending,Procurement Head,Senior Manager,Duplicate Order,Quality inspection mandatory,0.0,16.55
PO00100,VEN01630,Vendor 1630,CONT00447,Ventilation Systems,Ventilation Systems - Grade B,665,477,Cubic Meter,8952.13,5953167.19,0,0.0,0.0,0.0,5953167.19,5953167.19,3416710.5,2536456.69,2024-08-28,2024-08-30,2024-12-23,2024-12-10,104.0,0,Partially Delivered,Partially Delivered,Good,Net 60 days,Ex-Factory,DAP,Main Office,Low,4,Pending,Contracts Manager,Director,,As per contract terms,71.73,57.39
PO00101,VEN01791,Vendor 1791,CONT00562,Aggregates,Aggregates - Grade C,42,42,Feet,4349.39,182674.23,0,0.0,2.01,3669.36,182674.23,179004.87,140678.77,38326.1,2025-02-28,2025-03-07,2025-05-28,2025-05-29,90.0,1,Completed,Delivered,Good,Progress Payment,Ex-Factory,FOB,Site B - Delhi,High,0,Compliant,Project Manager,Senior Manager,,Quality inspection mandatory,100.0,78.59
PO00102,VEN01497,Vendor 1497,CONT00212,Switches,Switches - Grade C,170,0,Kg,4456.98,757687.33,5,37884.37,0.0,0.0,795571.69,795571.69,0.0,795571.69,2025-12-29,2026-01-05,2026-03-11,,,0,Issued,Not Started,Not Rated,LC at Sight,Ex-Factory,CIF,Project Site,Low,0,Pending,Procurement Head,Vice President,,Awaiting quality approval,0.0,0.0
PO00103,VEN00645,Vendor 645,CONT00508,PVC Pipes,PVC Pipes - Grade A,807,807,MT,5225.72,4217153.11,28,1180802.87,0.0,0.0,5397955.98,5397955.98,4452750.32,945205.65,2025-03-04,2025-03-09,2025-05-25,2025-05-16,73.0,0,Completed,Delivered,Average,Net 90 days,Ex-Factory,DAP,Site C - Bangalore,Low,1,Compliant,Procurement Head,CFO,,Awaiting quality approval,100.0,82.49
PO00104,VEN00749,Vendor 749,CONT00354,Pumps,Pumps - Grade Premium,800,295,Liters,9491.93,7593545.58,18,1366838.2,0.0,0.0,8960383.78,8960383.78,3050414.55,5909969.23,2025-11-27,2025-11-30,2026-01-11,2026-02-16,81.0,36,Partially Delivered,Delayed,Good,Against Delivery,Door Delivery,EXW,Site C - Bangalore,Low,0,Pending,Procurement Head,Vice President,,,36.88,34.04
PO00105,VEN00670,Vendor 670,CONT01300,Pumps,Pumps - Grade A,49,49,Pieces,1248.27,61165.09,28,17126.23,0.0,0.0,78291.32,78291.32,73457.14,4834.17,2025-10-10,2025-10-17,2026-02-28,2026-03-07,148.0,7,Completed,Delivered,Excellent,Cash on Delivery,Ex-Works,FOB,Site C - Bangalore,Medium,1,Compliant,Contracts Manager,CFO,,Complete delivery in one lot,100.0,93.83
PO00106,VEN01502,Vendor 1502,CONT01580,Steel Bars,Steel Bars - Grade C,7154,3461,Kg,4281.94,30633015.1,0,0.0,0.0,0.0,30633015.1,30633015.1,14051484.3,16581530.79,2024-08-16,2024-08-23,2025-01-09,2025-01-26,163.0,17,Partially Delivered,Partially Delivered,Good,30-60-90 days,CIF,CIF,Project Site,High,0,Pending,Procurement Head,Director,,Awaiting quality approval,48.38,45.87
PO00107,VEN01885,Vendor 1885,,Concrete,Concrete - Grade Standard,2318,207,Bundles,4743.67,10995834.75,0,0.0,0.0,0.0,10995834.75,10995834.75,0.0,10995834.75,2025-04-04,2025-04-07,2025-05-23,,,0,Delayed,Delayed,Not Rated,Progress Payment,FOB,DAP,Distribution Center,High,1,Pending,Materials Manager,CFO,,Urgent delivery required,8.93,0.0
PO00108,VEN00756,Vendor 756,CONT01155,Wiring,Wiring - Grade Standard,337,337,Pieces,9330.74,3144457.89,0,0.0,0.0,0.0,3144457.89,3144457.89,2617615.36,526842.53,2025-08-05,2025-08-09,2025-09-05,2025-08-22,17.0,0,Completed,Delivered,Poor,Net 30 days,Delivered to Site,DDP,Site B - Delhi,Low,0,Compliant,Procurement Head,Director,,Partial delivery acceptable,100.0,83.25
PO00109,VEN01838,Vendor 1838,CONT00846,Construction Equipment,Construction Equipment - Grade C,5782,684,Cubic Meter,5959.77,34459378.91,0,0.0,0.0,0.0,34459378.91,34459378.91,8513898.52,25945480.39,2024-11-29,2024-12-02,2025-01-17,,,0,Delayed,Delayed,Not Rated,"Advance 20%, Balance 80%",FCA,DAP,Site C - Bangalore,Low,0,Pending,Purchase Manager,General Manager,,Quality inspection mandatory,11.83,24.71
PO00110,VEN00319,Vendor 319,,Elevators,Elevators - Grade Premium,308,28,Sets,1692535.67,521300986.7,0,0.0,0.0,0.0,521300986.7,521300986.7,86305930.23,434995056.47,2025-02-25,2025-02-27,2025-07-23,,,0,On Hold,On Hold,Not Rated,Cash on Delivery,FOB,CIF,Main Office,Medium,0,Pending,Materials Manager,Project Director,,Complete delivery in one lot,9.09,16.56
PO00111,VEN01680,Vendor 1680,CONT00064,HVAC Units,HVAC Units - Grade Premium,2023,225,Quintal,553806.15,1120349850.07,5,56017492.5,0.0,0.0,1176367342.58,1176367342.58,0.0,1176367342.58,2025-08-16,2025-08-17,2025-10-16,,,0,On Hold,On Hold,Not Rated,Against Delivery,CIF,EXW,Distribution Center,Medium,3,Pending,Procurement Head,General Manager,,As per contract terms,11.12,0.0
PO00112,VEN00189,Vendor 189,CONT01699,MCBs,MCBs - Grade A,1688,1688,Feet,3889.02,6564668.19,18,1181640.27,0.0,0.0,7746308.47,7746308.47,7746308.47,0.0,2024-08-16,2024-08-22,2024-09-22,2024-09-30,45.0,8,Delivered,Delivered,Good,Bank Guarantee,Ex-Works,FOB,Distribution Center,Medium,1,Compliant,Materials Manager,Project Director,,Complete delivery in one lot,100.0,100.0
PO00113,VEN00785,Vendor 785,,Marble,Marble - Grade Standard,3226,3226,Meters,401.65,1295709.34,12,155485.12,6.02,77990.64,1451194.46,1373203.83,1373203.83,0.0,2024-09-02,2024-09-03,2025-02-18,2025-02-26,177.0,8,Completed,Delivered,Excellent,30-60-90 days,DDP,FOB,Warehouse - Pune,Medium,2,Non-Compliant,Project Manager,Vice President,,Quality inspection mandatory,100.0,100.0
PO00114,VEN00508,Vendor 508,CONT00546,Roofing Sheets,Roofing Sheets - Grade A,933,0,Square Meter,5965.94,5566224.95,12,667946.99,2.23,123884.83,6234171.94,6110287.12,1633520.3,4476766.82,2025-07-10,,2025-10-08,,,0,Cancelled,Cancelled,Not Rated,30-60-90 days,Ex-Works,EXW,Site A - Mumbai,Medium,2,Pending,Site Engineer,CFO,Vendor Non-Performance,Quality inspection mandatory,0.0,26.73
PO00115,VEN00116,Vendor 116,CONT00449,Steel Bars,Steel Bars - Grade Standard,100,38,Bundles,852.63,85262.53,5,4263.13,0.0,0.0,89525.66,89525.66,0.0,89525.66,2025-07-09,2025-07-13,2025-10-29,,,0,Delayed,Delayed,Not Rated,Progress Payment,FCA,FOB,Project Site,Medium,3,Pending,Site Engineer,General Manager,,As per contract terms,38.0,0.0
PO00116,VEN01999,Vendor 1999,,Ventilation Systems,Ventilation Systems - Grade Premium,9603,3492,Meters,8163.1,78390219.92,18,14110239.59,0.0,0.0,92500459.51,92500459.51,27127073.21,65373386.3,2025-05-23,2025-05-30,2025-11-19,2025-11-04,165.0,0,Partially Delivered,Partially Delivered,Not Rated,30-60-90 days,Delivered to Site,EXW,Site B - Delhi,Medium,1,Pending,Site Engineer,Director,,Amendment requested,36.36,29.33
PO00117,VEN00289,Vendor 289,CONT00160,Aluminum,Aluminum - Grade C,825,0,Sets,2175.87,1795096.39,0,0.0,0.0,0.0,1795096.39,1795096.39,0.0,1795096.39,2025-12-26,2025-12-28,2026-04-02,,,0,Issued,Not Started,Not Rated,Cash on Delivery,FOB,FOB,Project Site,Low,2,Pending,Project Manager,Project Director,,,0.0,0.0
PO00118,VEN00769,Vendor 769,,Plumbing Fixtures,Plumbing Fixtures - Grade Standard,1923,0,Kg,298.77,574538.91,12,68944.67,2.59,14901.26,643483.58,628582.32,0.0,628582.32,2025-12-03,2025-12-04,2026-03-18,,,0,In Progress,In Transit,Not Rated,LC at Sight,Ex-Works,FOB,Distribution Center,Urgent,3,Pending,Materials Manager,Vice President,,Urgent delivery required,0.0,0.0
PO00119,VEN00884,Vendor 884,CONT00338,False Ceiling,False Ceiling - Grade Premium,127,91,Units,3044.27,386621.83,0,0.0,0.0,0.0,386621.83,386621.83,226477.7,160144.13,2025-04-10,2025-04-16,2025-07-21,2025-07-25,106.0,4,Partially Delivered,Partially Delivered,Good,"Advance 30%, Balance 70%",FOB,DAP,Site A - Mumbai,Medium,2,Pending,Site Engineer,Project Director,,Partial delivery acceptable,71.65,58.58
