negotiation_id,bid_id,tender_id,vendor_id,vendor_name,negotiation_type,item_category,negotiation_start_date,negotiation_end_date,duration_days,negotiation_status,outcome,initial_bid_amount,target_amount,current_offer_amount,final_agreed_amount,savings_amount,savings_pct,num_rounds,num_meetings,negotiation_points,resolved_points,pending_points,strategy,lead_negotiator_buyer,lead_negotiator_vendor,num_stakeholders_buyer,num_stakeholders_vendor,buyer_concessions,vendor_concessions,communication_mode,priority,complexity,buyer_satisfaction,vendor_satisfaction,bottlenecks,bafo_requested,bafo_received,bafo_amount,is_escalated,risk_level,time_pressure,market_impact,has_competing_bids,num_competing_bids,value_at_risk_pct,next_review_date,last_updated,notes,resolution_rate_pct,price_reduction_pct
NEG00062,BID01183,TENDER00307,VEN01583,Vendor 1583,Contract Duration,HVAC Systems,2025-09-07,,122,Counter Offer Made,Ongoing,1857939958.15,1738426031.74,1814522283.6,,,,3,7,14,13,1,Competitive,Director - Procurement,Account Manager,6,3,Flexible Delivery,Price Reduction,Email,Medium,Medium,,,None,False,False,,False,Medium,Medium,Neutral,False,0,64.3,2026-01-10,2025-12-31,Awaiting management approval,92.86,2.34
NEG00063,BID01874,TENDER00030,VEN01152,Vendor 1152,Scope of Work,Construction Services,2025-03-27,,286,In Progress,Ongoing,1153985265.21,1051463016.04,1130799266.1,,,,4,10,11,8,3,Best and Final Offer,Contracts Manager,Sales Head,2,1,None,None,Mixed (Multiple Modes),High,High,,,None,False,False,,False,Low,Medium,Neutral,True,7,69.98,2026-01-12,2026-01-04,BAFO requested,72.73,2.01
NEG00064,BID01425,TENDER00310,VEN01442,Vendor 1442,Payment Terms,Construction Services,2025-09-06,2025-10-18,42,Agreement Reached,Successful,1193742726.59,1041479184.65,1177041673.53,1120333919.97,73408806.61,6.15,4,6,15,14,1,Accommodating,Senior Manager,Sales Head,5,1,None,Extended Warranty,Email,Medium,Low,92.24,60.49,None,False,False,,False,Medium,Medium,Neutral,False,0,6.9,,2026-01-04,Positive discussions,93.33,1.4
NEG00065,BID01023,TENDER00282,VEN01341,Vendor 1341,Contract Duration,HVAC Systems,2025-08-28,2025-09-07,10,Failed,Failed,3935122815.5,3546088270.64,3774442020.38,,,,3,1,10,4,6,Collaborative,General Manager,Account Manager,5,2,Extended Payment Terms,Price Reduction,In-Person Meeting,Medium,Low,22.04,24.53,None,False,False,,False,High,Low,Volatile,False,0,80.31,,2026-01-01,Escalation required,40.0,4.08
NEG00066,BID00025,TENDER00009,VEN01085,Vendor 1085,Resource Allocation,Electrical Work,2025-04-07,,275,On Hold,Ongoing,978605380.82,927997527.95,933513824.64,,,,1,2,6,4,2,Assertive,Commercial Manager,Business Development Manager,4,4,None,None,Phone Call,High,Low,,,Technical Requirements,False,False,,False,Low,Low,Favorable,False,0,45.17,2026-01-18,2025-12-31,Escalation required,66.67,4.61
NEG00067,BID00115,TENDER00327,VEN00020,Vendor 20,Resource Allocation,Equipment Supply,2025-11-25,,43,In Progress,Ongoing,2749362769.01,2492597126.33,2598886103.75,,,,1,9,12,7,5,Collaborative,Commercial Manager,Senior Sales Manager,6,1,None,None,Email,High,Medium,,,None,True,True,2547142746.08,False,Medium,Low,Unfavorable,True,6,39.62,2026-01-19,2026-01-02,Delivery schedule revised,58.33,5.47
NEG00068,BID00787,TENDER00387,VEN01515,Vendor 1515,Delivery Schedule,MEP Installation,2025-04-25,,257,In Progress,Ongoing,3854554525.65,3528513369.97,3765762241.56,,,,3,4,9,8,1,Assertive,Director - Procurement,Account Manager,4,4,None,Better Quality,Phone Call,High,Medium,,,None,False,False,,False,Low,Low,Favorable,False,0,36.17,2026-01-20,2026-01-05,,88.89,2.3
NEG00069,BID01515,TENDER00200,VEN00649,Vendor 649,Warranty Terms,MEP Installation,2025-11-21,,47,On Hold,Ongoing,523378500.67,481075519.78,511912844.34,,,,2,2,11,7,4,Accommodating,Senior Manager,Account Manager,6,3,None,None,Mixed (Multiple Modes),Medium,Low,,,None,False,False,,False,Low,Medium,Neutral,False,0,36.78,2026-01-20,2026-01-03,Technical clarifications needed,63.64,2.19
NEG00070,BID00550,TENDER00253,VEN00299,Vendor 299,Technical Specification,Equipment Supply,2025-05-29,,223,Awaiting Response,Ongoing,1741828422.21,1602525301.55,1617966990.89,,,,4,7,10,3,7,Assertive,Director - Procurement,Business Development Manager,4,4,None,Free Training,Mixed (Multiple Modes),High,High,,,None,True,False,,False,Medium,Critical,Unfavorable,False,0,59.39,2026-01-13,2025-12-31,,30.0,7.11
NEG00071,BID01982,TENDER00295,VEN01602,Vendor 1602,Payment Terms,HVAC Systems,2025-06-28,,193,Awaiting Response,Ongoing,1761350659.09,1534864472.78,1757761052.12,,,,2,7,14,8,6,Win-Win,Director - Procurement,Sales Head,5,2,Flexible Delivery,Additional Features,In-Person Meeting,Medium,Low,,,None,True,False,,False,Medium,Low,Volatile,False,0,53.29,2026-01-20,2026-01-01,Escalation required,57.14,0.2
NEG00072,BID01114,TENDER00019,VEN01620,Vendor 1620,Warranty Terms,MEP Installation,2025-11-12,,56,Initiated,Partially Successful,3960293215.64,3501849021.7,3918353692.43,,,,3,10,3,1,2,Best and Final Offer,Senior Manager,Sales Head,3,4,None,Faster Delivery,Mixed (Multiple Modes),High,Medium,69.31,59.71,None,False,False,,False,Medium,Critical,Favorable,False,0,12.48,,2026-01-06,Good progress made,33.33,1.06
NEG00073,BID01703,TENDER00482,VEN01496,Vendor 1496,Delivery Schedule,HVAC Systems,2025-07-31,,160,In Progress,Ongoing,2043800063.8,1781320953.51,2003841746.94,,,,4,2,8,2,6,Win-Win,General Manager,Director - Sales,3,2,None,Price Reduction,Email,Medium,Low,,,None,False,False,,False,Medium,Critical,Neutral,True,7,56.29,2026-01-15,2026-01-07,Delivery schedule revised,25.0,1.96
NEG00074,BID01511,TENDER00315,VEN01809,Vendor 1809,Payment Terms,Consultancy,2025-03-09,,304,In Progress,Ongoing,458075199.05,434967593.65,448158028.99,,,,1,9,8,4,4,Best and Final Offer,Director - Procurement,Business Development Manager,4,4,None,None,Phone Call,Medium,Low,,,None,False,False,,False,Low,High,Favorable,True,4,34.71,2026-01-17,2026-01-06,Technical clarifications needed,50.0,2.16
NEG00075,BID00375,TENDER00192,VEN01421,Vendor 1421,Delivery Schedule,Construction Services,2025-06-06,2025-06-16,10,Cancelled,Failed,1273566471.4,1136682777.2,1253953683.34,,,,5,1,5,2,3,Accommodating,Contracts Manager,Business Development Manager,5,2,None,None,Email,High,Medium,48.91,35.16,None,False,False,,False,High,Critical,Volatile,True,2,91.31,,2026-01-03,Price gap narrowing,40.0,1.54
NEG00076,BID00067,TENDER00141,VEN00461,Vendor 461,Penalty Clauses,Electrical Work,2025-10-12,2025-10-20,8,Cancelled,Failed,791703187.56,707335300.86,743904161.0,,,,5,7,11,9,2,Compromising,Director - Procurement,Regional Manager,2,2,None,Faster Delivery,Video Conference,High,Low,33.49,30.46,Payment Terms Dispute,True,True,712954122.64,False,High,Critical,Neutral,True,8,84.13,,2026-01-07,Price gap narrowing,81.82,6.04
NEG00077,BID01168,TENDER00180,VEN01091,Vendor 1091,Performance Guarantee,Equipment Supply,2025-07-25,2025-08-23,29,Cancelled,Failed,4905500703.81,4516673696.96,4898495258.15,,,,2,6,7,6,1,Best and Final Offer,Senior Manager,Sales Head,3,4,None,Extended Warranty,Video Conference,High,Medium,38.83,31.26,None,True,False,,False,High,High,Volatile,False,0,86.55,,2026-01-06,Vendor firm on pricing,85.71,0.14
NEG00078,BID01497,TENDER00498,VEN00939,Vendor 939,Contract Duration,HVAC Systems,2025-12-05,2025-12-19,14,Failed,Cancelled,4080550669.92,3714233161.18,3941762212.61,,,,3,1,5,3,2,Compromising,Director - Procurement,Account Manager,2,4,None,None,In-Person Meeting,Critical,Low,,,None,True,False,,False,High,Medium,Neutral,False,0,83.18,,2026-01-06,Technical clarifications needed,60.0,3.4
NEG00079,BID01341,TENDER00185,VEN00513,Vendor 513,Technical Specification,HVAC Systems,2025-01-31,,341,Awaiting Response,Ongoing,4567101209.76,4263149170.35,4471946922.72,,,,4,9,4,1,3,Win-Win,Procurement Head,Senior Sales Manager,5,1,None,None,Video Conference,Critical,Very High,,,Authority/Approval Delays,False,False,,True,Medium,Medium,Volatile,True,7,62.24,2026-01-15,2026-01-02,Good progress made,25.0,2.08
NEG00080,BID00753,TENDER00452,VEN00613,Vendor 613,Delivery Schedule,Construction Services,2025-10-30,,69,Escalated,Ongoing,1354837067.33,1195354172.68,1337086989.82,,,,4,2,13,10,3,Compromising,General Manager,Business Development Manager,3,1,Additional Services,Extended Warranty,In-Person Meeting,Medium,Medium,,,None,False,False,,False,Medium,Medium,Neutral,False,0,55.78,,2026-01-03,Price gap narrowing,76.92,1.31
NEG00081,BID01596,TENDER00482,VEN01415,Vendor 1415,Price Negotiation,Electrical Work,2025-09-23,,106,Initiated,Ongoing,541861671.41,487159512.91,500486937.06,,,,4,6,10,7,3,Accommodating,Procurement Head,Business Development Manager,3,4,None,Price Reduction,Email,Medium,High,,,None,True,False,,False,Low,Low,Favorable,True,4,38.63,,2026-01-01,Vendor firm on pricing,70.0,7.64
NEG00082,BID01038,TENDER00147,VEN01288,Vendor 1288,Resource Allocation,Construction Services,2025-06-04,,217,Counter Offer Made,Ongoing,1463259149.52,1378034867.05,1446404469.76,,,,1,2,6,5,1,Compromising,Procurement Head,Account Manager,4,4,None,None,Mixed (Multiple Modes),Medium,Low,,,None,True,False,,False,Medium,Low,Unfavorable,True,2,30.51,2026-01-09,2026-01-07,Awaiting management approval,83.33,1.15
NEG00083,BID00336,TENDER00255,VEN01952,Vendor 1952,Warranty Terms,Electrical Work,2025-10-13,,86,In Progress,Ongoing,403275959.35,352875482.32,386594395.65,,,,1,9,11,3,8,Compromising,Senior Manager,Regional Manager,4,1,Additional Services,Better Quality,Phone Call,High,Low,,,None,False,False,,False,Medium,Low,Neutral,True,2,64.35,2026-01-20,2026-01-04,Vendor firm on pricing,27.27,4.14
NEG00084,BID00095,TENDER00242,VEN00746,Vendor 746,Scope of Work,Equipment Supply,2025-10-07,2025-11-12,36,Finalized,Successful,4690220347.21,4053529877.66,4678112215.47,4378184297.02,312036050.19,6.65,3,4,4,2,2,Win-Win,Contracts Manager,Regional Manager,6,1,None,Price Reduction,Video Conference,Low,High,96.31,85.98,Delivery Timeline,False,False,,False,Low,Critical,Favorable,False,0,6.02,,2026-01-03,Positive discussions,50.0,0.26
NEG00085,BID01515,TENDER00319,VEN00497,Vendor 497,Quality Standards,HVAC Systems,2025-03-10,2025-03-15,5,Cancelled,Failed,4873359853.18,4143434293.08,4671588461.4,,,,2,5,11,5,6,Accommodating,Procurement Head,Business Development Manager,2,2,Extended Payment Terms,Price Reduction,Phone Call,Medium,High,32.59,48.84,Technical Requirements,False,False,,True,High,Low,Neutral,False,0,94.02,,2025-12-31,Payment terms agreed,45.45,4.14
NEG00086,BID01996,TENDER00383,VEN00174,Vendor 174,Commercial Terms,MEP Installation,2025-04-23,2025-05-18,25,Finalized,Successful,1100812326.13,955509183.99,1086539878.05,1056500926.53,44311399.6,4.03,3,4,15,8,7,Compromising,Contracts Manager,Regional Manager,2,2,Reduced Penalty,None,Email,Critical,Medium,74.66,64.93,None,False,False,,False,Low,High,Neutral,False,0,9.25,,2026-01-06,Technical clarifications needed,53.33,1.3
NEG00087,BID00186,TENDER00081,VEN01654,Vendor 1654,Contract Duration,Electrical Work,2025-01-11,,361,In Progress,Ongoing,712034084.08,673560760.07,659502696.28,,,,2,8,3,2,1,Compromising,Senior Manager,Account Manager,6,2,None,Price Reduction,Phone Call,Critical,Low,,,Technical Requirements,True,True,628154401.21,False,Low,Medium,Neutral,False,0,44.89,2026-01-20,2026-01-06,,66.67,7.38
NEG00088,BID01193,TENDER00301,VEN00531,Vendor 531,Technical Specification,Civil Works,2025-12-04,2025-12-17,13,Agreement Reached,Successful,555950606.05,492239395.14,504446391.84,515561717.15,40388888.9,7.26,5,4,14,8,6,Collaborative,Director - Procurement,Director - Sales,3,3,None,Extended Warranty,Email,High,High,71.04,78.58,None,False,False,,False,Medium,Critical,Volatile,True,2,8.39,,2026-01-01,Awaiting management approval,57.14,9.26
NEG00089,BID00409,TENDER00330,VEN01812,Vendor 1812,Penalty Clauses,Material Supply,2025-02-18,2025-03-31,41,Agreement Reached,Successful,994382913.5,890603476.19,975961912.87,943451681.01,50931232.49,5.12,8,1,8,4,4,Compromising,Director - Procurement,Account Manager,4,1,None,None,Video Conference,Medium,Medium,85.88,83.01,Technical Requirements,True,True,943451681.01,False,Low,High,Favorable,True,6,25.4,,2026-01-02,Delivery schedule revised,50.0,1.85
NEG00090,BID01916,TENDER00430,VEN01732,Vendor 1732,Delivery Schedule,Equipment Supply,2025-09-07,,122,Initiated,Partially Successful,3166337791.32,2752747511.32,3158166740.4,,,,2,10,11,5,6,Assertive,Commercial Manager,Director - Sales,3,1,None,None,Video Conference,Medium,Low,58.29,60.35,Delivery Timeline,True,False,,False,Medium,Low,Neutral,True,8,3.33,,2026-01-02,Escalation required,45.45,0.26
NEG00091,BID01968,TENDER00038,VEN00766,Vendor 766,Resource Allocation,Construction Services,2025-03-12,2025-05-02,51,Finalized,Successful,381857906.33,351241870.03,372206492.26,369451553.54,12406352.78,3.25,5,3,11,8,3,Compromising,Commercial Manager,Senior Sales Manager,5,3,Reduced Penalty,None,Mixed (Multiple Modes),Medium,Medium,73.82,81.86,Quality Standards,False,False,,False,Low,Medium,Unfavorable,True,7,16.97,,2026-01-05,BAFO requested,72.73,2.53
NEG00092,BID00679,TENDER00382,VEN00160,Vendor 160,Payment Terms,HVAC Systems,2025-07-27,2025-08-19,23,Agreement Reached,Successful,1255493375.38,1081567335.29,1244531630.57,1188698360.76,66795014.62,5.32,4,8,8,3,5,Collaborative,General Manager,Sales Head,5,2,None,None,Phone Call,Medium,Medium,96.45,70.54,None,False,False,,False,Medium,Medium,Volatile,True,8,25.37,,2026-01-07,Technical clarifications needed,37.5,0.87
NEG00093,BID00653,TENDER00134,VEN01950,Vendor 1950,Technical Specification,MEP Installation,2025-07-15,,176,In Progress,Ongoing,1265473414.18,1154686546.43,1194307872.49,,,,3,1,14,4,10,Assertive,Director - Procurement,Director - Sales,2,3,Advance Payment,Better Quality,Video Conference,High,High,,,None,False,False,,False,High,High,Neutral,True,2,45.72,2026-01-18,2025-12-31,Escalation required,28.57,5.62
NEG00094,BID00315,TENDER00028,VEN00739,Vendor 739,Price Negotiation,Construction Services,2025-11-23,,45,Initiated,Ongoing,730189008.14,645339568.51,712657348.24,,,,2,5,10,8,2,Win-Win,Contracts Manager,Sales Head,2,4,None,None,Phone Call,High,High,,,None,False,False,,False,Low,High,Volatile,False,0,40.54,,2026-01-07,Technical clarifications needed,80.0,2.4
NEG00095,BID00310,TENDER00386,VEN01427,Vendor 1427,Contract Duration,MEP Installation,2025-11-24,,44,Awaiting Response,Ongoing,3506635282.54,3047904212.95,3481014776.26,,,,1,5,9,8,1,Best and Final Offer,Senior Manager,Account Manager,2,4,Flexible Delivery,Extended Warranty,Phone Call,Low,Low,,,None,True,True,3439138839.15,False,Low,Medium,Neutral,True,3,31.71,2026-01-15,2026-01-01,Good progress made,88.89,0.73
NEG00096,BID00414,TENDER00422,VEN01285,Vendor 1285,Delivery Schedule,Electrical Work,2025-07-27,2025-08-23,27,Finalized,Successful,915264261.45,785829975.05,898462732.14,872359648.85,42904612.6,4.69,8,3,15,11,4,Assertive,Senior Manager,Sales Head,3,1,None,Price Reduction,Phone Call,Low,Low,93.57,86.02,Payment Terms Dispute,False,False,,False,Medium,Critical,Volatile,True,3,8.26,,2026-01-01,Awaiting management approval,73.33,1.84
NEG00097,BID00080,TENDER00203,VEN01822,Vendor 1822,Warranty Terms,Material Supply,2025-12-12,,26,Counter Offer Made,Ongoing,758462328.85,650697347.84,683843766.67,,,,3,6,13,4,9,Compromising,Senior Manager,Senior Sales Manager,4,4,Advance Payment,None,Phone Call,Medium,Low,,,None,True,False,,False,High,High,Favorable,True,2,42.44,2026-01-19,2026-01-01,Escalation required,30.77,9.84
NEG00098,BID00278,TENDER00400,VEN01744,Vendor 1744,Penalty Clauses,Civil Works,2025-10-10,2025-11-06,27,Failed,Failed,546974204.3,474066375.34,503193962.84,,,,3,8,10,6,4,Collaborative,Contracts Manager,Regional Manager,6,4,Extended Payment Terms,Extended Warranty,Email,High,Medium,37.61,30.49,None,False,False,,True,High,High,Favorable,False,0,80.99,,2026-01-04,Positive discussions,60.0,8.0
NEG00099,BID01756,TENDER00114,VEN01326,Vendor 1326,Payment Terms,Material Supply,2025-08-22,,138,Initiated,Partially Successful,669007966.21,601218644.47,653869030.74,,,,2,7,15,4,11,Win-Win,Commercial Manager,Account Manager,5,3,None,Free Training,Email,High,Low,61.67,61.93,Payment Terms Dispute,True,True,634554098.35,False,High,High,Unfavorable,True,5,1.92,,2026-01-02,Technical clarifications needed,26.67,2.26
NEG00100,BID01765,TENDER00142,VEN00535,Vendor 535,Contract Duration,Electrical Work,2025-10-02,,97,Escalated,Partially Successful,192432831.54,168080949.56,185588839.69,,,,3,1,3,2,1,Win-Win,Commercial Manager,Senior Sales Manager,6,2,Reduced Penalty,Better Quality,Phone Call,High,Low,67.16,60.96,None,False,False,,False,Medium,Medium,Neutral,False,0,2.93,,2026-01-03,Awaiting management approval,66.67,3.56
NEG00101,BID01486,TENDER00414,VEN01145,Vendor 1145,Delivery Schedule,HVAC Systems,2025-02-05,2025-03-05,28,Agreement Reached,Successful,901849199.09,824715534.51,833819847.66,849813353.26,52035845.83,5.77,6,4,3,2,1,Accommodating,Procurement Head,Director - Sales,6,1,None,Price Reduction,Phone Call,Medium,Medium,85.9,72.39,Technical Requirements,True,True,849813353.26,False,Medium,Critical,Volatile,True,4,25.87,,2026-01-06,Awaiting management approval,66.67,7.54
NEG00102,BID00999,TENDER00171,VEN01293,Vendor 1293,Delivery Schedule,HVAC Systems,2025-02-16,,325,Escalated,Ongoing,761061147.01,688604074.8,755890701.65,,,,4,7,12,7,5,Best and Final Offer,Procurement Head,Business Development Manager,2,1,None,None,Phone Call,Medium,Medium,,,Delivery Timeline,True,True,738558071.67,False,Low,Medium,Unfavorable,False,0,35.16,,2026-01-03,Delivery schedule revised,58.33,0.68
NEG00103,BID00343,TENDER00034,VEN01688,Vendor 1688,Price Negotiation,Electrical Work,2025-08-11,,149,On Hold,Partially Successful,483129996.37,433836802.68,474921596.91,,,,4,1,15,8,7,Compromising,Commercial Manager,Business Development Manager,6,2,None,Extended Warranty,Video Conference,Critical,Medium,59.38,61.01,Quality Standards,True,True,463750869.45,False,Low,Low,Favorable,False,0,13.33,2026-01-18,2026-01-03,Good progress made,53.33,1.7
NEG00104,BID00972,TENDER00360,VEN00314,Vendor 314,Payment Terms,Civil Works,2025-08-05,,155,On Hold,Partially Successful,957568621.57,900020677.18,946732711.18,,,,1,5,4,1,3,Assertive,General Manager,Account Manager,6,2,Flexible Delivery,None,Video Conference,High,Medium,57.38,45.99,None,True,False,,False,Medium,Low,Favorable,True,2,25.06,2026-01-13,2025-12-31,,25.0,1.13
NEG00105,BID00306,TENDER00487,VEN00185,Vendor 185,Penalty Clauses,MEP Installation,2025-11-16,,52,Counter Offer Made,Ongoing,4571507227.8,4048372836.43,4568392790.62,,,,4,2,3,2,1,Competitive,Procurement Head,Business Development Manager,2,1,None,Better Quality,In-Person Meeting,Medium,Low,,,None,False,False,,False,Medium,Low,Unfavorable,False,0,37.31,2026-01-17,2026-01-01,Delivery schedule revised,66.67,0.07
NEG00106,BID01971,TENDER00234,VEN00557,Vendor 557,Scope of Work,Consultancy,2025-06-05,,216,Initiated,Ongoing,666404159.68,579977567.33,660329949.88,,,,1,1,15,10,5,Accommodating,Director - Procurement,Director - Sales,3,4,None,Free Training,Mixed (Multiple Modes),Low,High,,,Payment Terms Dispute,True,True,634223484.84,False,Medium,Low,Neutral,False,0,50.76,,2026-01-06,Positive discussions,66.67,0.91
NEG00107,BID00887,TENDER00339,VEN01489,Vendor 1489,Payment Terms,Consultancy,2025-07-13,,178,Escalated,Ongoing,680525111.72,602849672.45,676981709.07,,,,1,6,10,8,2,Win-Win,Commercial Manager,Account Manager,4,1,Extended Payment Terms,Free Training,Video Conference,Medium,Medium,,,None,True,True,655564569.35,False,Medium,Low,Volatile,False,0,42.64,,2026-01-07,BAFO requested,80.0,0.52
NEG00108,BID00211,TENDER00207,VEN00845,Vendor 845,Price Negotiation,Civil Works,2025-11-21,2025-12-06,15,Cancelled,Failed,1625209913.31,1387413871.55,1619852127.61,,,,4,8,10,5,5,Compromising,Procurement Head,Business Development Manager,2,1,Additional Services,None,Email,Medium,Medium,20.07,30.65,None,False,False,,False,High,Low,Favorable,True,5,82.81,,2026-01-06,Delivery schedule revised,50.0,0.33
NEG00109,BID00521,TENDER00313,VEN00402,Vendor 402,Payment Terms,MEP Installation,2025-06-19,2025-08-11,53,Finalized,Successful,1470152769.66,1275423075.37,1440952604.84,1356642306.24,113510463.42,7.72,7,1,10,7,3,Assertive,Procurement Head,Director - Sales,6,4,Advance Payment,Price Reduction,Mixed (Multiple Modes),Medium,Medium,97.73,83.43,Scope Ambiguity,True,True,1356642306.24,False,Low,Critical,Unfavorable,False,0,12.56,,2026-01-04,Positive discussions,70.0,1.99
NEG00110,BID00561,TENDER00204,VEN01974,Vendor 1974,Warranty Terms,Electrical Work,2025-05-20,2025-06-04,15,Cancelled,Cancelled,814556989.27,762573590.87,811781879.68,,,,5,3,13,5,8,Win-Win,General Manager,Account Manager,3,3,None,Additional Features,Email,Medium,Medium,,,None,False,False,,False,High,High,Volatile,True,6,82.13,,2026-01-05,Delivery schedule revised,38.46,0.34
